id_venta,id_cliente,id_propiedad,fecha_venta,canal_venta,estado_venta,precio_venta,comision_pct,comision_usd,descuento_pct,precio_m2,probabilidad_cierre,fecha_primera_compra,cohorte_cliente
SALE001345,CUST00332,PROP00744,2024-05-07,Broker,Cerrada,427171.0,0.05,21358.55,0.0814,5620.67,1.0,2022-08-15,2022-08
SALE001346,CUST00236,PROP00317,2023-02-13,Broker,Cerrada,238470.0,0.05,11923.5,0.176,1332.23,1.0,2023-02-13,2023-02
SALE001347,CUST00570,PROP00445,2022-10-04,Direct,Cerrada,179583.0,0.025,4489.58,0.1591,1589.23,1.0,2022-10-04,2022-10
SALE001348,CUST00420,PROP00112,2023-09-26,Direct,Cerrada,654509.0,0.025,16362.72,0.0633,3805.28,1.0,2022-11-25,2022-11
SALE001349,CUST00397,PROP00844,2022-01-17,Referral,Cerrada,400978.0,0.04,16039.12,0.1087,1591.18,1.0,2022-01-17,2022-01
SALE001350,CUST00096,PROP00208,2023-05-21,Broker,Cerrada,694877.0,0.05,34743.85,0.0849,12868.09,1.0,2023-01-01,2023-01
SALE001351,CUST00326,PROP00340,2024-07-15,Referral,Cerrada,215667.0,0.04,8626.68,0.1348,1725.34,1.0,2024-04-11,2024-04
SALE001352,CUST00456,PROP00386,2024-10-19,Broker,Cerrada,411409.0,0.05,20570.45,0.1726,1127.15,1.0,2022-01-18,2022-01
SALE001353,CUST00602,PROP00237,2023-01-12,Digital,Cancelada,515767.0,0.03,15473.01,0.1073,1228.02,0.0,2022-03-24,2022-03
SALE001354,CUST00393,PROP00572,2023-12-03,Referral,Cerrada,295529.0,0.04,11821.16,0.1616,1279.35,1.0,2022-04-01,2022-04
SALE001355,CUST00112,PROP00896,2022-09-14,Direct,Cerrada,122380.0,0.025,3059.5,0.1354,430.92,1.0,2022-09-14,2022-09
SALE001356,CUST00441,PROP00770,2023-09-14,Digital,Cerrada,263357.0,0.03,7900.71,0.1645,2607.5,1.0,2022-10-12,2022-10
SALE001357,CUST00049,PROP00478,2022-10-13,Digital,Cerrada,251549.0,0.03,7546.47,0.129,360.39,1.0,2022-05-25,2022-05
SALE001358,CUST00204,PROP00118,2023-09-28,Broker,En negociación,355829.0,0.05,17791.45,0.0941,2372.19,0.65,2022-09-13,2022-09
SALE001359,CUST00597,PROP00777,2022-07-08,Digital,Cerrada,352584.0,0.03,10577.52,0.1647,1475.25,1.0,2022-06-07,2022-06
SALE001360,CUST00522,PROP00232,2024-10-31,Broker,Cerrada,646621.0,0.05,32331.05,0.099,2092.62,1.0,2022-08-27,2022-08
SALE001361,CUST00587,PROP00820,2024-09-05,Referral,Cerrada,702457.0,0.04,28098.28,0.0864,6003.91,1.0,2022-04-11,2022-04
SALE001362,CUST00230,PROP00356,2023-01-05,Broker,En negociación,187438.0,0.05,9371.9,0.1168,2403.05,0.46,2022-08-26,2022-08
SALE001363,CUST00444,PROP00467,2024-04-25,Referral,Cerrada,415423.0,0.04,16616.92,0.1025,3195.56,1.0,2024-04-25,2024-04
SALE001364,CUST00456,PROP00394,2022-04-12,Broker,Cerrada,554587.0,0.05,27729.35,0.0846,3989.83,1.0,2022-01-18,2022-01
SALE001365,CUST00160,PROP00411,2024-03-23,Digital,Cerrada,316859.0,0.03,9505.77,0.0451,5761.07,1.0,2023-02-25,2023-02
SALE001366,CUST00613,PROP00149,2022-11-08,Broker,En negociación,144677.0,0.05,7233.85,0.177,1625.58,0.49,2022-09-30,2022-09
SALE001367,CUST00631,PROP00498,2022-05-25,Digital,Cerrada,330471.0,0.03,9914.13,0.0515,847.36,1.0,2022-05-25,2022-05
SALE001368,CUST00072,PROP00363,2024-01-15,Digital,Cerrada,275136.0,0.03,8254.08,0.1835,1074.75,1.0,2022-02-11,2022-02
SALE001369,CUST00498,PROP00763,2023-05-27,Digital,En negociación,685696.0,0.03,20570.88,0.1174,5762.15,0.64,2022-02-26,2022-02
SALE001370,CUST00292,PROP00430,2023-08-08,Direct,Cerrada,500016.0,0.025,12500.4,0.0982,1945.59,1.0,2022-11-30,2022-11
SALE001371,CUST00439,PROP00869,2023-07-28,Broker,Cerrada,349970.0,0.05,17498.5,0.167,5384.15,1.0,2022-03-15,2022-03
SALE001372,CUST00361,PROP00267,2022-03-11,Digital,Cerrada,246196.0,0.03,7385.88,0.1723,2198.18,1.0,2022-03-11,2022-03
SALE001373,CUST00145,PROP00296,2022-03-03,Direct,Cerrada,311074.0,0.025,7776.85,0.168,1201.06,1.0,2022-03-03,2022-03
SALE001374,CUST00063,PROP00034,2023-10-26,Broker,Cerrada,379482.0,0.05,18974.1,0.1977,3684.29,1.0,2022-03-12,2022-03
SALE001375,CUST00334,PROP00665,2023-11-15,Referral,Cerrada,725636.0,0.04,29025.44,0.0882,3839.34,1.0,2022-07-22,2022-07
SALE001376,CUST00545,PROP00067,2022-02-27,Direct,Cerrada,209778.0,0.025,5244.45,0.1551,138.65,1.0,2022-02-27,2022-02
SALE001377,CUST00535,PROP00257,2023-02-25,Referral,Cerrada,252353.0,0.04,10094.12,0.0506,1597.17,1.0,2022-11-29,2022-11
SALE001378,CUST00179,PROP00820,2023-11-05,Digital,Cerrada,737439.0,0.03,22123.17,0.0409,6302.9,1.0,2023-10-06,2023-10
SALE001379,CUST00560,PROP00550,2023-12-20,Referral,Cerrada,753698.0,0.04,30147.92,0.1332,2563.6,1.0,2023-09-29,2023-09
SALE001380,CUST00232,PROP00503,2024-06-26,Digital,Cerrada,462328.0,0.03,13869.84,0.1591,2499.07,1.0,2022-09-11,2022-09
SALE001381,CUST00365,PROP00725,2023-04-05,Digital,En negociación,153186.0,0.03,4595.58,0.1301,777.59,0.48,2023-06-23,2023-06
SALE001382,CUST00211,PROP00695,2023-08-31,Direct,Cerrada,557152.0,0.025,13928.8,0.0389,2615.74,1.0,2023-08-31,2023-08
SALE001383,CUST00340,PROP00798,2023-10-05,Broker,Cerrada,453449.0,0.05,22672.45,0.1296,1631.11,1.0,2022-02-26,2022-02
SALE001384,CUST00345,PROP00599,2022-12-06,Referral,Cerrada,240867.0,0.04,9634.68,0.1627,412.44,1.0,2022-04-26,2022-04
SALE001385,CUST00454,PROP00404,2022-03-06,Digital,Cancelada,362017.0,0.03,10860.51,0.0345,5171.67,0.0,2022-02-10,2022-02
SALE001386,CUST00307,PROP00118,2022-01-06,Broker,Cancelada,341484.0,0.05,17074.2,0.1306,2276.56,0.0,2022-09-05,2022-09
SALE001387,CUST00344,PROP00333,2024-07-05,Digital,Cerrada,233103.0,0.03,6993.09,0.1372,681.59,1.0,2023-10-28,2023-10
SALE001388,CUST00424,PROP00635,2022-08-12,Referral,Cerrada,319171.0,0.04,12766.84,0.037,2216.47,1.0,2022-01-10,2022-01
SALE001389,CUST00272,PROP00229,2023-11-21,Digital,Cerrada,304016.0,0.03,9120.48,0.0434,3234.21,1.0,2022-08-11,2022-08
SALE001390,CUST00341,PROP00604,2023-10-04,Referral,Cerrada,474870.0,0.04,18994.8,0.1005,10323.26,1.0,2022-07-06,2022-07
SALE001391,CUST00056,PROP00121,2023-03-17,Broker,Cerrada,518303.0,0.05,25915.15,0.1498,2224.48,1.0,2022-03-17,2022-03
SALE001392,CUST00566,PROP00055,2024-07-02,Direct,Cerrada,551645.0,0.025,13791.12,0.1028,2197.79,1.0,2022-09-02,2022-09
SALE001393,CUST00082,PROP00329,2024-02-09,Digital,Cerrada,220870.0,0.03,6626.1,0.1528,1206.94,1.0,2023-02-20,2023-02
SALE001394,CUST00568,PROP00207,2022-01-28,Referral,Cerrada,513145.0,0.04,20525.8,0.1035,5236.17,1.0,2022-01-28,2022-01
SALE001395,CUST00495,PROP00785,2024-04-25,Broker,En negociación,580762.0,0.05,29038.1,0.1752,2536.08,0.43,2022-03-20,2022-03
SALE001396,CUST00616,PROP00341,2023-07-11,Digital,Cerrada,156900.0,0.03,4707.0,0.0916,750.72,1.0,2022-05-20,2022-05
SALE001397,CUST00017,PROP00377,2023-01-18,Direct,En negociación,676432.0,0.025,16910.8,0.0584,4201.44,0.47,2022-11-28,2022-11
SALE001398,CUST00142,PROP00364,2024-03-11,Broker,Cerrada,251148.0,0.05,12557.4,0.0457,1101.53,1.0,2022-08-06,2022-08
SALE001399,CUST00034,PROP00286,2024-01-25,Digital,Cerrada,341938.0,0.03,10258.14,0.0514,1071.91,1.0,2022-10-05,2022-10
SALE001400,CUST00272,PROP00826,2022-12-04,Referral,Cancelada,683804.0,0.04,27352.16,0.1662,1709.51,0.0,2022-08-11,2022-08
SALE001401,CUST00589,PROP00666,2024-12-11,Referral,Cerrada,255948.0,0.04,10237.92,0.1462,2812.62,1.0,2022-09-11,2022-09
SALE001402,CUST00499,PROP00143,2023-12-10,Referral,Cerrada,486990.0,0.04,19479.6,0.0949,3429.51,1.0,2023-11-10,2023-11
SALE001403,CUST00458,PROP00195,2023-10-30,Referral,Cerrada,353592.0,0.04,14143.68,0.1388,1599.96,1.0,2023-07-25,2023-07
SALE001404,CUST00552,PROP00073,2022-03-20,Direct,Cerrada,483513.0,0.025,12087.82,0.1777,4561.44,1.0,2022-01-31,2022-01
SALE001405,CUST00003,PROP00231,2022-11-05,Digital,Cerrada,418760.0,0.03,12562.8,0.0752,2339.44,1.0,2022-01-01,2022-01
SALE001406,CUST00512,PROP00591,2023-04-29,Digital,Cerrada,570900.0,0.03,17127.0,0.1375,2076.0,1.0,2022-03-24,2022-03
SALE001407,CUST00203,PROP00843,2023-11-21,Referral,Cerrada,292350.0,0.04,11694.0,0.1694,1624.17,1.0,2023-11-21,2023-11
SALE001408,CUST00450,PROP00434,2023-07-18,Referral,Cerrada,310987.0,0.04,12439.48,0.0986,1466.92,1.0,2023-06-18,2023-06
SALE001409,CUST00497,PROP00074,2024-04-13,Broker,Cerrada,251101.0,0.05,12555.05,0.0439,1372.14,1.0,2022-11-05,2022-11
SALE001410,CUST00446,PROP00043,2022-10-21,Broker,Cancelada,343188.0,0.05,17159.4,0.0847,1472.91,0.0,,
SALE001411,CUST00272,PROP00374,2024-02-14,Digital,Cerrada,223505.0,0.03,6705.15,0.1587,4755.43,1.0,2022-08-11,2022-08
SALE001412,CUST00398,PROP00239,2024-06-11,Referral,Cerrada,455434.0,0.04,18217.36,0.0977,1725.13,1.0,2022-05-03,2022-05
SALE001413,CUST00305,PROP00520,2024-04-15,Digital,Cerrada,355637.0,0.03,10669.11,0.0448,1638.88,1.0,2022-07-16,2022-07
SALE001414,CUST00409,PROP00107,2024-04-20,Referral,En negociación,380233.0,0.04,15209.32,0.1713,839.37,0.64,2022-01-06,2022-01
SALE001415,CUST00299,PROP00208,2024-09-07,Referral,Cerrada,700191.0,0.04,28007.64,0.0779,12966.5,1.0,2022-08-22,2022-08
SALE001416,CUST00257,PROP00501,2022-04-02,Broker,Cerrada,453134.0,0.05,22656.7,0.0867,1294.67,1.0,2022-04-02,2022-04
SALE001417,CUST00132,PROP00253,2024-02-08,Digital,Cerrada,624613.0,0.03,18738.39,0.0845,2254.92,1.0,2022-09-12,2022-09
SALE001418,CUST00252,PROP00329,2024-11-25,Digital,Cerrada,216122.0,0.03,6483.66,0.171,1180.99,1.0,2023-02-03,2023-02
SALE001419,CUST00469,PROP00200,2023-10-01,Broker,Cerrada,184557.0,0.05,9227.85,0.0617,2278.48,1.0,2022-03-25,2022-03
SALE001420,CUST00566,PROP00047,2022-09-02,Digital,Cerrada,225354.0,0.03,6760.62,0.1425,897.82,1.0,2022-09-02,2022-09
SALE001421,CUST00067,PROP00311,2024-12-30,Digital,Cerrada,252071.0,0.03,7562.13,0.1858,3406.36,1.0,2023-07-16,2023-07
SALE001422,CUST00119,PROP00297,2022-07-12,Referral,Cerrada,143364.0,0.04,5734.56,0.1667,1727.28,1.0,2022-01-23,2022-01
SALE001423,CUST00330,PROP00809,2023-01-04,Digital,Cerrada,245213.0,0.03,7356.39,0.1225,1702.87,1.0,2022-01-13,2022-01
SALE001424,CUST00457,PROP00804,2022-07-09,Broker,Cerrada,417636.0,0.05,20881.8,0.1842,3762.49,1.0,2022-07-09,2022-07
SALE001425,CUST00111,PROP00389,2023-05-20,Digital,Cerrada,282756.0,0.03,8482.68,0.0663,1083.36,1.0,2023-05-20,2023-05
SALE001426,CUST00212,PROP00260,2023-04-04,Referral,Cerrada,392409.0,0.04,15696.36,0.0415,2156.09,1.0,2022-01-10,2022-01
SALE001427,CUST00031,PROP00377,2023-06-22,Digital,Cerrada,579088.0,0.03,17372.64,0.1939,3596.82,1.0,2023-06-22,2023-06
SALE001428,CUST00035,PROP00548,2024-10-19,Broker,En negociación,354018.0,0.05,17700.9,0.083,2510.77,0.45,2022-06-01,2022-06
SALE001429,CUST00094,PROP00348,2023-06-06,Direct,Cerrada,449550.0,0.025,11238.75,0.023,2034.16,1.0,2023-02-03,2023-02
SALE001430,CUST00474,PROP00681,2023-07-20,Broker,Cerrada,257285.0,0.05,12864.25,0.2018,1413.65,1.0,2023-04-04,2023-04
SALE001431,CUST00566,PROP00868,2024-09-05,Broker,Cerrada,719424.0,0.05,35971.2,0.0787,3996.8,1.0,2022-09-02,2022-09
SALE001432,CUST00325,PROP00364,2024-06-13,Digital,En negociación,254498.0,0.03,7634.94,0.033,1116.22,0.4,2023-09-09,2023-09
SALE001433,CUST00115,PROP00106,2022-09-30,Referral,Cerrada,682523.0,0.04,27300.92,0.0525,3447.09,1.0,2022-09-30,2022-09
SALE001434,CUST00599,PROP00109,2022-01-16,Referral,Cerrada,249446.0,0.04,9977.84,0.0991,1511.79,1.0,2022-01-16,2022-01
SALE001435,CUST00181,PROP00785,2023-11-20,Broker,Cerrada,656297.0,0.05,32814.85,0.0679,2865.93,1.0,2023-07-23,2023-07
SALE001436,CUST00101,PROP00375,2024-07-16,Referral,Cerrada,226084.0,0.04,9043.36,0.0667,2791.16,1.0,2023-06-09,2023-06
SALE001437,CUST00090,PROP00295,2023-09-05,Referral,Cerrada,495379.0,0.04,19815.16,0.1332,1862.33,1.0,2022-05-30,2022-05
SALE001438,CUST00230,PROP00558,2022-08-26,Direct,Cerrada,393052.0,0.025,9826.3,0.1441,1584.89,1.0,2022-08-26,2022-08
SALE001439,CUST00479,PROP00861,2024-03-24,Direct,Cerrada,625437.0,0.025,15635.92,0.098,2433.61,1.0,2023-12-14,2023-12
SALE001440,CUST00259,PROP00383,2024-01-05,Referral,Cerrada,384902.0,0.04,15396.08,0.1203,2749.3,1.0,2022-03-31,2022-03
SALE001441,CUST00290,PROP00284,2023-09-20,Broker,Cerrada,416678.0,0.05,20833.9,0.1601,2136.81,1.0,2022-04-06,2022-04
SALE001442,CUST00222,PROP00777,2024-08-08,Broker,Cerrada,347177.0,0.05,17358.85,0.1775,1452.62,1.0,2022-07-19,2022-07
SALE001443,CUST00614,PROP00075,2024-05-03,Direct,Cerrada,332339.0,0.025,8308.48,0.0448,1713.09,1.0,2023-04-08,2023-04
SALE001444,CUST00445,PROP00760,2024-01-03,Digital,Cerrada,629960.0,0.03,18898.8,0.0743,1852.82,1.0,2023-03-14,2023-03
SALE001445,CUST00432,PROP00469,2023-12-30,Digital,Cerrada,579557.0,0.03,17386.71,0.1442,1596.58,1.0,2022-04-13,2022-04
SALE001446,CUST00285,PROP00019,2023-12-27,Direct,Cerrada,148452.0,0.025,3711.3,0.142,1579.28,1.0,2023-12-27,2023-12
SALE001447,CUST00346,PROP00206,2023-08-02,Referral,Cerrada,286826.0,0.04,11473.04,0.1595,1231.01,1.0,2022-03-25,2022-03
SALE001448,CUST00576,PROP00612,2023-05-19,Referral,Cerrada,231480.0,0.04,9259.2,0.162,1271.87,1.0,2022-02-13,2022-02
SALE001449,CUST00427,PROP00678,2024-02-23,Direct,Cerrada,173753.0,0.025,4343.82,0.0799,736.24,1.0,2022-02-24,2022-02
SALE001450,CUST00529,PROP00177,2023-11-03,Broker,Cerrada,201937.0,0.05,10096.85,0.1949,1128.14,1.0,2022-10-30,2022-10
SALE001451,CUST00027,PROP00592,2023-06-20,Referral,Cerrada,425844.0,0.04,17033.76,0.0264,3462.15,1.0,2023-03-24,2023-03
SALE001452,CUST00559,PROP00891,2022-05-14,Direct,Cerrada,405551.0,0.025,10138.78,0.1353,3526.53,1.0,2022-05-14,2022-05
SALE001453,CUST00618,PROP00618,2024-02-13,Broker,Cerrada,233712.0,0.05,11685.6,0.1987,2032.28,1.0,2023-06-16,2023-06
SALE001454,CUST00435,PROP00633,2023-12-07,Broker,En negociación,397563.0,0.05,19878.15,0.0679,1048.98,0.66,2023-05-30,2023-05
SALE001455,CUST00622,PROP00175,2023-01-12,Referral,Cerrada,833813.0,0.04,33352.52,0.1212,2836.1,1.0,2022-04-08,2022-04
SALE001456,CUST00370,PROP00574,2023-01-29,Digital,Cerrada,223120.0,0.03,6693.6,0.1309,370.63,1.0,2023-01-29,2023-01
SALE001457,CUST00180,PROP00638,2022-10-06,Broker,Cerrada,781151.0,0.05,39057.55,0.1752,2472.0,1.0,2022-02-28,2022-02
SALE001458,CUST00395,PROP00100,2024-11-19,Broker,Cerrada,329421.0,0.05,16471.05,0.0973,2240.96,1.0,2022-03-26,2022-03
SALE001459,CUST00409,PROP00281,2024-08-04,Broker,Cerrada,308934.0,0.05,15446.7,0.1341,5064.49,1.0,2022-01-06,2022-01
SALE001460,CUST00095,PROP00795,2023-09-15,Broker,Cerrada,375836.0,0.05,18791.8,0.0698,1200.75,1.0,2022-01-11,2022-01
SALE001461,CUST00132,PROP00899,2023-03-19,Referral,Cerrada,554680.0,0.04,22187.2,0.0791,2360.34,1.0,2022-09-12,2022-09
SALE001462,CUST00190,PROP00156,2024-03-20,Digital,Cerrada,360407.0,0.03,10812.21,0.0527,936.12,1.0,2022-02-19,2022-02
SALE001463,CUST00356,PROP00659,2023-08-05,Referral,Cerrada,379215.0,0.04,15168.6,0.0804,2270.75,1.0,2022-10-20,2022-10
SALE001464,CUST00097,PROP00452,2024-12-02,Broker,Cerrada,286187.0,0.05,14309.35,0.0661,983.46,1.0,2022-06-13,2022-06
SALE001465,CUST00502,PROP00532,2022-03-07,Digital,Cerrada,752245.0,0.03,22567.35,0.0712,5655.98,1.0,2022-03-07,2022-03
SALE001466,CUST00072,PROP00460,2022-02-11,Broker,Cerrada,293560.0,0.05,14678.0,0.126,5538.87,1.0,2022-02-11,2022-02
SALE001467,CUST00611,PROP00781,2023-09-24,Referral,Cerrada,847996.0,0.04,33919.84,0.0698,2523.8,1.0,2023-07-29,2023-07
SALE001468,CUST00440,PROP00401,2022-08-16,Direct,Cerrada,175875.0,0.025,4396.88,0.0738,821.85,1.0,2022-08-16,2022-08
SALE001469,CUST00221,PROP00531,2023-10-28,Digital,En negociación,227899.0,0.03,6836.97,0.1817,4143.62,0.63,2022-11-08,2022-11
SALE001470,CUST00243,PROP00603,2024-04-30,Direct,Cerrada,443513.0,0.025,11087.82,0.0682,1753.02,1.0,2023-11-01,2023-11
SALE001471,CUST00451,PROP00498,2022-05-28,Broker,Cerrada,289089.0,0.05,14454.45,0.1703,741.25,1.0,2022-05-13,2022-05
SALE001472,CUST00058,PROP00792,2023-04-23,Broker,Cerrada,936500.0,0.05,46825.0,0.1076,5541.42,1.0,2023-02-09,2023-02
SALE001473,CUST00466,PROP00214,2024-01-28,Referral,Cerrada,337388.0,0.04,13495.52,0.1622,3039.53,1.0,2022-08-24,2022-08
SALE001474,CUST00359,PROP00854,2024-07-02,Broker,Cerrada,318883.0,0.05,15944.15,0.2069,2327.61,1.0,2022-02-01,2022-02
SALE001475,CUST00144,PROP00611,2023-06-28,Direct,Cerrada,409696.0,0.025,10242.4,0.1776,3531.86,1.0,2023-06-21,2023-06
SALE001476,CUST00584,PROP00865,2022-08-20,Broker,Cerrada,228659.0,0.05,11432.95,0.1667,918.31,1.0,2022-08-20,2022-08
SALE001477,CUST00409,PROP00338,2023-10-12,Referral,Cerrada,217286.0,0.04,8691.44,0.1768,212.61,1.0,2022-01-06,2022-01
SALE001478,CUST00107,PROP00431,2023-05-08,Broker,Cerrada,679811.0,0.05,33990.55,0.1862,1765.74,1.0,2022-02-25,2022-02
SALE001479,CUST00427,PROP00039,2024-04-21,Broker,Cerrada,314215.0,0.05,15710.75,0.1162,4689.78,1.0,2022-02-24,2022-02
SALE001480,CUST00268,PROP00832,2023-09-09,Digital,Cerrada,333151.0,0.03,9994.53,0.1221,4013.87,1.0,2023-03-10,2023-03
SALE001481,CUST00497,PROP00735,2022-11-05,Direct,Cerrada,460933.0,0.025,11523.32,0.0231,1600.46,1.0,2022-11-05,2022-11
SALE001482,CUST00320,PROP00267,2024-04-05,Digital,Cerrada,277305.0,0.03,8319.15,0.0677,2475.94,1.0,2022-01-27,2022-01
SALE001483,CUST00650,PROP00047,2023-07-24,Digital,Cerrada,219851.0,0.03,6595.53,0.1634,875.9,1.0,2022-05-28,2022-05
SALE001484,CUST00603,PROP00628,2022-07-15,Broker,Cerrada,756133.0,0.05,37806.65,0.1363,2976.9,1.0,2022-07-15,2022-07
SALE001485,CUST00027,PROP00606,2023-09-18,Broker,Cerrada,666942.0,0.05,33347.1,0.1456,2323.84,1.0,2023-03-24,2023-03
SALE001486,CUST00268,PROP00475,2024-11-07,Broker,Cerrada,391574.0,0.05,19578.7,0.1406,1611.42,1.0,2023-03-10,2023-03
SALE001487,CUST00132,PROP00142,2024-02-18,Referral,Cerrada,746762.0,0.04,29870.48,0.1007,5614.75,1.0,2022-09-12,2022-09
SALE001488,CUST00293,PROP00827,2022-11-22,Broker,En negociación,692325.0,0.05,34616.25,0.0882,4584.93,0.62,2024-04-26,2024-04
SALE001489,CUST00095,PROP00390,2024-02-24,Broker,Cerrada,184008.0,0.05,9200.4,0.094,721.6,1.0,2022-01-11,2022-01
SALE001490,CUST00349,PROP00653,2022-11-08,Digital,Cerrada,887795.0,0.03,26633.85,0.1257,5446.6,1.0,2022-02-27,2022-02
SALE001491,CUST00101,PROP00774,2023-08-24,Digital,Cerrada,573031.0,0.03,17190.93,0.0751,4512.06,1.0,2023-06-09,2023-06
SALE001492,CUST00406,PROP00494,2023-08-04,Digital,Cerrada,600067.0,0.03,18002.01,0.1461,6383.69,1.0,2023-01-27,2023-01
SALE001493,CUST00296,PROP00085,2022-10-07,Broker,Cerrada,218722.0,0.05,10936.1,0.0621,524.51,1.0,2022-05-13,2022-05
SALE001494,CUST00646,PROP00799,2023-01-19,Digital,Cerrada,264219.0,0.03,7926.57,0.034,1428.21,1.0,2022-08-02,2022-08
SALE001495,CUST00572,PROP00601,2024-11-01,Referral,Cerrada,572779.0,0.04,22911.16,0.1328,2060.36,1.0,2024-04-23,2024-04
SALE001496,CUST00391,PROP00805,2022-10-10,Broker,Cerrada,184739.0,0.05,9236.95,0.0895,331.67,1.0,2022-02-14,2022-02
SALE001497,CUST00292,PROP00552,2024-05-23,Referral,Cerrada,284657.0,0.04,11386.28,0.0499,3271.92,1.0,2022-11-30,2022-11
SALE001498,CUST00466,PROP00817,2024-01-02,Broker,Cerrada,665968.0,0.05,33298.4,0.124,2642.73,1.0,2022-08-24,2022-08
SALE001499,CUST00435,PROP00781,2023-08-11,Direct,Cerrada,760344.0,0.025,19008.6,0.166,2262.93,1.0,2023-05-30,2023-05
SALE001500,CUST00091,PROP00195,2022-05-27,Direct,Cerrada,388316.0,0.025,9707.9,0.0542,1757.09,1.0,2022-05-27,2022-05
SALE001501,CUST00245,PROP00156,2022-08-18,Broker,Cerrada,330606.0,0.05,16530.3,0.131,858.72,1.0,2022-04-23,2022-04
SALE001502,CUST00645,PROP00145,2022-07-17,Digital,Cerrada,331783.0,0.03,9953.49,0.1581,2353.07,1.0,2022-04-25,2022-04
SALE001503,CUST00208,PROP00720,2023-10-13,Digital,Cerrada,358239.0,0.03,10747.17,0.0919,290.78,1.0,2023-01-04,2023-01
SALE001504,CUST00009,PROP00217,2024-11-29,Referral,En negociación,201884.0,0.04,8075.36,0.1101,3105.91,0.56,2023-12-15,2023-12
SALE001505,CUST00543,PROP00406,2024-08-25,Digital,Cerrada,698552.0,0.03,20956.56,0.1752,1620.77,1.0,2023-02-04,2023-02
SALE001506,CUST00607,PROP00710,2022-01-31,Digital,Cerrada,548358.0,0.03,16450.74,0.0263,5323.86,1.0,2022-01-31,2022-01
SALE001507,CUST00427,PROP00386,2022-10-31,Broker,Cancelada,414721.0,0.05,20736.05,0.1659,1136.22,0.0,2022-02-24,2022-02
SALE001508,CUST00413,PROP00056,2022-06-21,Broker,Cerrada,180476.0,0.05,9023.8,0.1093,1822.99,1.0,2022-04-11,2022-04
SALE001509,CUST00229,PROP00326,2024-12-02,Referral,En negociación,254908.0,0.04,10196.32,0.0732,1023.73,0.5,2022-07-21,2022-07
SALE001510,CUST00234,PROP00086,2022-09-25,Digital,Cerrada,169190.0,0.03,5075.7,0.1666,2349.86,1.0,2022-09-25,2022-09
SALE001511,CUST00595,PROP00348,2022-08-14,Referral,Cerrada,431748.0,0.04,17269.92,0.0617,1953.61,1.0,2022-08-14,2022-08
SALE001512,CUST00558,PROP00664,2023-11-12,Referral,Cerrada,942048.0,0.04,37681.92,0.0763,8971.89,1.0,2022-01-10,2022-01
SALE001513,CUST00325,PROP00468,2023-09-09,Digital,Cerrada,282947.0,0.03,8488.41,0.103,195.54,1.0,2023-09-09,2023-09
SALE001514,CUST00204,PROP00608,2022-09-13,Digital,Cerrada,246555.0,0.03,7396.65,0.1043,3522.21,1.0,2022-09-13,2022-09
SALE001515,CUST00123,PROP00097,2024-01-06,Direct,Cerrada,442418.0,0.025,11060.45,0.0272,7252.75,1.0,2023-01-12,2023-01
SALE001516,CUST00008,PROP00676,2022-04-14,Referral,Cerrada,365017.0,0.04,14600.68,0.0343,2185.73,1.0,2022-04-14,2022-04
SALE001517,CUST00315,PROP00383,2022-01-24,Direct,En negociación,366629.0,0.025,9165.72,0.1621,2618.78,0.48,2022-04-28,2022-04
SALE001518,CUST00361,PROP00259,2022-04-01,Direct,Cerrada,675883.0,0.025,16897.08,0.121,4023.11,1.0,2022-03-11,2022-03
SALE001519,CUST00439,PROP00587,2023-02-08,Digital,Cerrada,337385.0,0.03,10121.55,0.1125,2342.95,1.0,2022-03-15,2022-03
SALE001520,CUST00524,PROP00122,2024-12-01,Referral,Cancelada,410812.0,0.04,16432.48,0.0328,4067.45,0.0,2022-03-07,2022-03
SALE001521,CUST00239,PROP00449,2023-08-29,Referral,Cancelada,891328.0,0.04,35653.12,0.0493,2510.78,0.0,2022-02-13,2022-02
SALE001522,CUST00109,PROP00380,2024-04-05,Broker,Cerrada,140506.0,0.05,7025.3,0.1501,427.07,1.0,2022-08-15,2022-08
SALE001523,CUST00549,PROP00150,2022-12-17,Digital,Cerrada,249239.0,0.03,7477.17,0.056,626.23,1.0,2022-07-29,2022-07
SALE001524,CUST00496,PROP00857,2024-03-04,Digital,En negociación,308691.0,0.03,9260.73,0.1305,2858.25,0.39,2023-02-17,2023-02
SALE001525,CUST00347,PROP00327,2024-11-23,Digital,Cerrada,339490.0,0.03,10184.7,0.1438,1357.96,1.0,2024-11-23,2024-11
SALE001526,CUST00026,PROP00037,2023-01-31,Broker,Cerrada,393855.0,0.05,19692.75,0.0977,2716.24,1.0,2022-05-31,2022-05
SALE001527,CUST00305,PROP00399,2024-12-30,Referral,Cerrada,230685.0,0.04,9227.4,0.1231,1788.26,1.0,2022-07-16,2022-07
SALE001528,CUST00403,PROP00870,2023-11-28,Referral,Cerrada,296081.0,0.04,11843.24,0.0804,1259.92,1.0,2022-04-23,2022-04
SALE001529,CUST00559,PROP00602,2024-03-31,Digital,Cerrada,184134.0,0.03,5524.02,0.1173,1898.29,1.0,2022-05-14,2022-05
SALE001530,CUST00331,PROP00574,2022-10-11,Broker,Cerrada,238068.0,0.05,11903.4,0.0727,395.46,1.0,2022-10-11,2022-10
