cliente_id,region,dispositivo,canal_adquisicion,segmento,edad,meses_antiguedad,visitas_mes,compras_mes,tiempo_app_min,gasto_marketing,satisfaccion,usa_cupon,abandono,ticket_promedio,ingreso_generado
NR101731,Cali,mobile,organico,recurrente,29.0,4,11,3,99.7,7.57,3.1,0,0,139085,390657
NR101732,Medellín,tablet,email,premium,35.0,12,13,1,106.1,10.19,3.2,0,0,144206,241253
NR101733,Medellín,mobile,email,nuevo,33.0,26,10,0,43.2,55.46,4.8,0,0,77190,113496
NR101734,Bogotá,mobile,organico,recurrente,43.0,7,8,1,82.4,2.44,3.7,1,0,201352,241628
NR101735,Bucaramanga,mobile,social_ads,nuevo,22.0,7,6,2,72.5,33.56,1.8,0,1,27755,70913
NR101736,Medellín,tablet,paid_search,recurrente,18.0,14,7,2,67.0,97.0,1.9,0,1,123985,265430
NR101737,Bogotá,mobile,organico,premium,32.0,3,11,2,76.4,12.67,4.7,0,0,115490,385681
NR101738,Medellín,desktop,email,recurrente,38.0,41,12,2,91.4,8.54,2.5,1,0,131025,431487
NR101739,Medellín,desktop,paid_search,nuevo,35.0,19,7,1,49.3,106.64,3.3,0,1,110643,116810
NR101740,Barranquilla,mobile,paid_search,nuevo,45.0,21,8,2,139.2,89.89,3.3,0,0,120179,394137
NR101741,Cali,mobile,organico,recurrente,38.0,30,10,0,37.8,7.23,4.9,0,0,159367,2689
NR101742,Barranquilla,desktop,paid_search,recurrente,29.0,56,12,3,35.4,19.9,3.4,0,0,41644,200853
NR101743,Bogotá,mobile,email,nuevo,18.0,13,6,1,66.6,5.73,3.0,1,0,85241,232193
NR101744,Medellín,desktop,paid_search,premium,32.0,4,8,0,62.6,36.83,4.2,1,0,173016,168119
NR101745,Medellín,tablet,referido,nuevo,43.0,17,8,0,72.3,9.67,4.1,1,1,142769,203103
NR101746,Bogotá,desktop,referido,nuevo,30.0,8,6,0,1.0,39.36,3.3,0,0,132992,53089
NR101747,Bogotá,desktop,organico,premium,34.0,5,6,0,13.9,7.83,1.7,0,0,109270,0
NR101748,Barranquilla,desktop,organico,nuevo,38.0,10,6,0,44.4,14.2,3.9,0,1,98033,68924
NR101749,Bogotá,desktop,email,nuevo,25.0,13,3,0,63.9,22.17,2.0,1,0,141356,12858
NR101750,Medellín,mobile,paid_search,recurrente,40.0,30,9,2,35.8,31.19,2.1,0,0,89559,234366
NR101751,Bogotá,mobile,organico,premium,49.0,42,14,2,101.7,11.75,3.5,1,1,137069,423092
NR101752,Bogotá,mobile,organico,nuevo,32.0,6,7,2,64.0,4.15,3.5,0,0,92208,329724
NR101753,Bogotá,desktop,social_ads,premium,24.0,10,8,6,100.1,117.88,5.0,1,1,138278,1002793
NR101754,Bucaramanga,mobile,email,recurrente,33.0,21,11,3,87.6,12.11,1.8,1,0,98325,434992
NR101755,Barranquilla,desktop,organico,nuevo,18.0,23,6,0,53.8,23.85,3.3,0,0,91450,80169
NR101756,Bucaramanga,mobile,organico,recurrente,37.0,7,14,0,79.3,21.58,4.5,1,0,105197,210188
NR101757,Medellín,desktop,referido,recurrente,38.0,26,4,1,78.1,29.84,3.2,0,1,142930,138502
NR101758,Bogotá,mobile,email,recurrente,49.0,8,9,0,64.6,32.13,3.9,0,0,117830,175438
NR101759,,desktop,social_ads,recurrente,32.0,6,6,3,94.6,77.38,4.1,0,0,83617,410540
NR101760,Medellín,mobile,email,premium,38.0,20,9,1,60.1,19.62,3.3,1,0,118136,111798
NR101761,Barranquilla,mobile,paid_search,nuevo,26.0,31,8,2,97.2,68.01,4.0,1,0,106338,389425
NR101762,Bogotá,mobile,email,recurrente,31.0,17,8,1,61.4,32.9,3.4,0,0,100160,265584
NR101763,Medellín,desktop,paid_search,recurrente,20.0,15,5,1,52.1,47.21,3.0,0,0,140105,346428
NR101764,Bogotá,mobile,organico,nuevo,32.0,13,5,1,17.9,8.79,4.7,1,1,129150,115364
NR101765,Medellín,mobile,email,nuevo,31.0,15,9,4,67.9,32.9,3.5,1,0,141114,724082
NR101766,Cali,tablet,paid_search,nuevo,37.0,12,7,2,54.0,37.13,4.7,1,0,69397,279835
NR101767,Medellín,desktop,referido,recurrente,28.0,21,11,3,48.4,28.73,3.3,1,0,91782,419432
NR101768,Medellín,tablet,paid_search,recurrente,35.0,15,12,2,66.4,47.51,3.3,0,0,159069,416381
NR101769,Medellín,mobile,referido,nuevo,31.0,54,14,6,130.9,21.56,3.7,0,0,43975,453775
NR101770,Medellín,mobile,referido,premium,31.0,18,13,4,118.1,13.59,5.0,1,0,201446,978797
NR101771,Barranquilla,desktop,organico,premium,35.0,12,9,2,38.7,20.52,3.2,1,0,194580,495959
NR101772,Bucaramanga,mobile,email,recurrente,34.0,6,10,2,115.6,8.43,3.8,0,0,44581,290014
NR101773,Bucaramanga,desktop,paid_search,nuevo,41.0,7,6,2,84.7,12.3,3.8,0,1,93655,216010
NR101774,Barranquilla,mobile,referido,recurrente,33.0,18,13,2,134.4,32.69,3.8,0,1,90980,372177
NR101775,Bogotá,mobile,paid_search,nuevo,31.0,9,9,1,94.1,107.57,5.0,0,1,165253,295200
NR101776,Cali,mobile,email,nuevo,32.0,16,11,2,123.8,34.99,3.3,1,0,150835,502919
NR101777,Medellín,mobile,paid_search,recurrente,28.0,32,10,3,94.2,49.98,5.0,0,0,220878,758591
NR101778,Bogotá,mobile,organico,nuevo,31.0,5,9,1,52.7,7.18,4.3,1,0,165127,200627
NR101779,Barranquilla,mobile,organico,nuevo,52.0,13,5,1,62.7,7.66,2.1,0,0,134310,118906
NR101780,Bogotá,tablet,paid_search,nuevo,26.0,1,14,2,42.6,95.83,2.5,1,0,206394,436917
NR101781,Bucaramanga,mobile,email,nuevo,31.0,4,4,0,44.3,35.92,4.1,0,0,93936,0
NR101782,Medellín,desktop,social_ads,nuevo,31.0,16,4,1,52.8,21.32,2.7,1,1,127288,226514
NR101783,Cali,desktop,social_ads,premium,32.0,4,17,0,110.6,64.73,3.9,1,1,233446,0
NR101784,Cali,mobile,paid_search,nuevo,31.0,5,9,1,74.4,19.0,2.7,1,0,95181,236354
NR101785,Bucaramanga,mobile,paid_search,nuevo,37.0,39,2,1,37.7,31.42,2.9,1,1,68369,21413
NR101786,Cali,desktop,organico,nuevo,19.0,9,8,1,35.9,1.93,3.1,1,1,79089,173188
NR101787,Cali,mobile,email,premium,43.0,6,14,1,69.2,45.99,4.7,0,0,140361,365254
NR101788,Bogotá,desktop,referido,recurrente,40.0,32,6,5,79.3,7.93,3.6,0,0,130385,785701
NR101789,Medellín,desktop,paid_search,nuevo,23.0,6,5,0,35.5,15.09,4.4,0,0,84191,112382
NR101790,Bogotá,tablet,organico,premium,18.0,18,12,2,27.7,4.81,3.1,0,0,83207,262718
NR101791,Cali,mobile,organico,recurrente,25.0,18,6,2,65.9,25.46,4.1,0,0,161210,326111
NR101792,Medellín,mobile,social_ads,nuevo,32.0,25,3,0,34.3,33.6,3.4,1,0,183256,118833
NR101793,Cali,desktop,social_ads,nuevo,57.0,6,5,4,64.3,30.94,2.6,1,1,53251,319804
NR101794,Bogotá,mobile,email,nuevo,39.0,7,7,0,61.0,40.08,2.7,1,0,68899,141829
NR101795,Bogotá,desktop,organico,nuevo,18.0,9,6,0,44.2,8.8,3.1,0,1,88777,40573
NR101796,Cali,mobile,email,recurrente,28.0,7,9,0,87.5,35.32,4.3,1,0,69687,111847
NR101797,Bogotá,mobile,social_ads,nuevo,34.0,24,8,1,50.4,25.26,3.2,0,1,96698,160067
NR101798,Bogotá,desktop,paid_search,recurrente,36.0,18,18,1,80.5,33.82,5.0,1,0,131792,365200
NR101799,Bogotá,mobile,social_ads,nuevo,22.0,20,7,0,40.7,98.81,2.9,0,0,130744,16510
NR101800,Bucaramanga,mobile,organico,nuevo,33.0,4,4,1,57.7,19.38,3.4,0,0,80028,150501
NR101801,Cali,mobile,paid_search,recurrente,28.0,16,9,0,67.4,108.46,4.3,0,0,169473,82560
NR101802,Medellín,desktop,email,premium,24.0,35,11,3,75.9,25.75,3.0,0,0,116390,479021
NR101803,Bogotá,mobile,paid_search,nuevo,36.0,50,9,0,63.5,57.1,4.2,1,0,91721,168250
NR101804,Medellín,desktop,email,recurrente,,10,7,1,71.8,17.96,2.8,0,0,217218,332495
NR101805,Barranquilla,mobile,social_ads,nuevo,42.0,25,5,0,64.2,52.14,3.0,0,0,98954,183782
NR101806,Cali,desktop,organico,nuevo,39.0,7,6,2,63.6,10.96,3.7,1,0,112353,307809
NR101807,Bogotá,desktop,social_ads,nuevo,30.0,4,4,1,36.5,78.07,2.6,0,0,82923,180361
NR101808,Bogotá,mobile,paid_search,nuevo,40.0,4,9,1,52.5,60.6,5.0,0,0,118921,178846
NR101809,Bogotá,mobile,paid_search,nuevo,37.0,32,5,1,62.8,22.79,3.5,1,1,114430,121774
NR101810,Cali,mobile,organico,nuevo,35.0,10,14,1,101.7,7.18,3.4,1,0,101298,373737
NR101811,Barranquilla,desktop,paid_search,recurrente,28.0,9,10,1,76.3,9.2,2.8,1,0,120067,242939
NR101812,Bogotá,mobile,organico,nuevo,30.0,23,8,0,52.1,20.2,2.1,1,1,158189,17935
NR101813,Bogotá,desktop,organico,recurrente,35.0,5,6,2,53.7,1.05,4.4,0,0,79351,208602
NR101814,Bogotá,mobile,paid_search,nuevo,56.0,19,8,1,84.3,114.05,3.1,0,0,133209,312897
NR101815,Bucaramanga,mobile,paid_search,recurrente,37.0,12,12,2,58.4,61.96,3.7,0,0,114032,408146
NR101816,Bogotá,mobile,referido,recurrente,28.0,47,10,1,62.5,23.24,2.5,0,0,161021,355024
NR101817,Barranquilla,mobile,paid_search,nuevo,27.0,10,8,0,92.3,72.09,3.9,1,1,120066,90450
NR101818,Cali,mobile,email,nuevo,30.0,13,5,1,82.7,17.44,3.1,1,0,91422,213258
NR101819,Medellín,desktop,social_ads,recurrente,54.0,4,12,0,77.8,13.87,1.8,1,0,116642,157248
NR101820,Bogotá,desktop,social_ads,premium,30.0,52,5,2,52.3,62.95,3.7,0,0,214434,430061
NR101821,Bogotá,mobile,organico,nuevo,42.0,11,7,0,51.8,13.46,3.9,0,0,83424,96126
NR101822,Cali,tablet,referido,nuevo,31.0,40,8,0,62.5,14.68,,0,0,93205,84306
NR101823,Barranquilla,desktop,social_ads,premium,36.0,3,7,2,115.8,43.45,4.3,0,0,150805,566444
NR101824,Cali,tablet,email,nuevo,41.0,17,11,2,104.7,15.36,3.4,0,0,130295,386461
NR101825,Medellín,mobile,paid_search,recurrente,29.0,48,12,3,111.0,6.42,3.6,1,0,129982,571310
NR101826,Bogotá,mobile,organico,nuevo,28.0,9,3,3,59.2,6.75,3.1,0,0,118930,548177
NR101827,Bucaramanga,mobile,social_ads,nuevo,49.0,16,4,0,36.9,144.7,4.2,0,0,83372,9450
NR101828,Barranquilla,desktop,organico,recurrente,43.0,33,3,1,46.3,22.6,3.3,1,0,118222,213545
NR101829,Bogotá,mobile,paid_search,recurrente,41.0,11,11,1,98.1,61.63,2.9,1,0,139584,349894
NR101830,Bucaramanga,mobile,organico,nuevo,41.0,4,10,1,108.8,21.7,4.8,1,0,71323,215090
NR101831,Cali,mobile,social_ads,recurrente,38.0,10,6,1,41.4,39.94,4.4,0,0,138096,259579
NR101832,Cali,mobile,referido,recurrente,52.0,17,8,0,10.1,26.04,3.3,0,0,66902,17257
NR101833,Barranquilla,mobile,paid_search,recurrente,34.0,17,6,1,54.7,17.43,3.0,1,0,111330,209200
NR101834,Barranquilla,mobile,email,nuevo,39.0,22,9,3,105.1,31.17,3.3,1,0,143590,484100
NR101835,Cali,mobile,paid_search,recurrente,21.0,7,6,1,47.6,69.57,2.5,0,0,62517,145442
NR101836,Bogotá,mobile,paid_search,recurrente,27.0,46,12,3,101.4,14.34,4.4,0,0,91243,375610
NR101837,Medellín,tablet,referido,recurrente,23.0,7,4,1,29.1,27.87,4.9,0,0,172221,159089
NR101838,Bucaramanga,desktop,email,recurrente,45.0,15,11,1,69.7,19.32,3.8,0,1,132831,260450
NR101839,Bogotá,tablet,email,nuevo,18.0,18,2,0,24.0,7.6,4.5,0,1,77113,27962
NR101840,Medellín,desktop,paid_search,recurrente,30.0,16,7,1,60.0,28.11,4.1,0,0,77438,97896
NR101841,Medellín,mobile,social_ads,recurrente,18.0,6,7,1,67.9,32.73,2.1,1,0,36339,69790
NR101842,Medellín,mobile,organico,nuevo,27.0,33,7,2,84.6,4.47,4.7,1,0,45766,106080
NR101843,Cali,desktop,paid_search,recurrente,30.0,9,10,0,57.8,,3.0,0,1,107260,139367
NR101844,Bucaramanga,desktop,paid_search,nuevo,46.0,19,5,2,38.0,48.11,3.6,0,0,123362,103454
NR101845,Bogotá,mobile,email,recurrente,38.0,16,11,2,48.7,16.66,2.7,0,0,176347,460551
NR101846,Bogotá,mobile,email,nuevo,27.0,16,11,2,106.0,115.71,1.9,0,0,140270,1397592
NR101847,Bogotá,mobile,paid_search,recurrente,44.0,3,7,2,51.5,60.95,2.9,0,0,72687,290227
NR101848,Bucaramanga,mobile,organico,premium,34.0,9,5,0,62.3,10.4,3.9,0,0,205390,147175
NR101849,Cali,mobile,email,recurrente,34.0,19,8,2,37.6,49.63,3.5,0,0,138224,290169
NR101850,Bogotá,mobile,organico,premium,23.0,4,7,2,103.9,18.44,4.6,0,0,95351,294789
NR101851,Barranquilla,desktop,social_ads,premium,25.0,12,7,1,124.6,34.22,4.1,0,0,88716,248454
NR101852,Barranquilla,mobile,organico,nuevo,27.0,15,4,0,55.0,7.35,3.3,0,0,115323,35960
NR101853,Barranquilla,mobile,paid_search,recurrente,,22,7,1,57.0,60.47,2.9,0,1,137895,250339
NR101854,Bucaramanga,mobile,referido,recurrente,35.0,15,7,2,101.1,15.94,5.0,0,0,92399,325012
NR101855,,desktop,organico,premium,48.0,12,8,4,73.7,10.33,5.0,0,0,150232,771188
NR101856,Barranquilla,mobile,paid_search,nuevo,37.0,17,5,1,58.1,27.15,3.5,1,0,105948,195259
NR101857,Medellín,mobile,paid_search,premium,18.0,12,8,5,29.7,52.21,3.1,0,0,178098,1040806
NR101858,Barranquilla,mobile,referido,recurrente,36.0,7,8,1,64.9,23.16,3.6,0,0,128868,126953
NR101859,Cali,mobile,email,recurrente,21.0,10,7,3,100.8,18.66,2.5,0,0,62913,299035
NR101860,Barranquilla,tablet,organico,nuevo,25.0,18,6,0,44.1,11.22,2.0,0,0,91348,111590
NR101861,Cali,tablet,organico,nuevo,27.0,12,2,0,31.6,9.44,4.0,1,0,109012,10263
NR101862,Bogotá,mobile,social_ads,recurrente,28.0,60,6,0,44.6,42.18,2.5,0,1,140180,0
NR101863,Medellín,mobile,paid_search,nuevo,22.0,5,14,1,129.0,87.5,2.9,0,1,107269,149723
NR101864,Bucaramanga,desktop,social_ads,premium,36.0,18,12,4,102.4,46.95,5.0,0,0,109057,609142
NR101865,Bucaramanga,mobile,organico,nuevo,21.0,20,5,0,51.9,12.41,3.6,0,0,99302,405060
NR101866,Bogotá,mobile,organico,recurrente,37.0,15,4,2,50.9,3.79,4.0,0,0,58095,164510
NR101867,Bogotá,mobile,social_ads,nuevo,54.0,11,5,0,73.6,116.68,4.7,0,0,120510,139123
NR101868,Bogotá,tablet,organico,recurrente,22.0,14,8,0,42.9,5.01,2.7,0,0,193456,196544
NR101869,Cali,mobile,email,recurrente,31.0,14,13,4,128.3,28.1,4.0,1,0,122981,758898
NR101870,Barranquilla,mobile,organico,nuevo,18.0,37,6,1,57.6,3.07,4.6,1,0,65094,222391
NR101871,Bogotá,desktop,organico,nuevo,31.0,3,4,0,73.6,9.61,2.4,0,1,100574,34734
NR101872,Medellín,mobile,referido,nuevo,40.0,7,8,0,52.5,8.49,3.1,0,1,78543,22390
NR101873,Barranquilla,mobile,paid_search,recurrente,40.0,17,10,1,91.0,71.87,4.1,0,0,114909,272443
NR101874,Cali,tablet,social_ads,recurrente,35.0,28,8,1,78.5,59.7,2.3,0,0,116073,228570
NR101875,Medellín,mobile,organico,recurrente,42.0,7,8,3,77.3,15.25,3.8,0,0,87837,406913
NR101876,Cali,mobile,social_ads,recurrente,57.0,6,6,2,96.3,54.07,3.2,0,0,154564,268851
NR101877,Medellín,mobile,email,recurrente,49.0,13,11,4,122.7,24.4,2.9,0,0,112389,585979
NR101878,Bogotá,mobile,paid_search,recurrente,29.0,7,7,1,49.2,23.9,4.3,1,0,150050,318219
NR101879,Cali,mobile,email,nuevo,21.0,13,7,0,41.6,33.31,4.0,1,0,146165,0
NR101880,Cali,mobile,social_ads,nuevo,30.0,7,13,3,89.3,85.34,4.0,1,0,59852,289467
NR101881,Barranquilla,mobile,paid_search,premium,25.0,22,14,2,85.2,36.84,4.5,0,0,218183,557889
NR101882,Cali,desktop,social_ads,premium,38.0,7,12,4,120.3,30.08,3.8,0,0,125441,557556
NR101883,Barranquilla,mobile,social_ads,nuevo,23.0,3,2,0,49.3,84.25,3.2,1,0,130401,122094
NR101884,Bogotá,mobile,organico,recurrente,33.0,22,7,1,43.6,5.36,2.6,1,1,181971,262186
NR101885,Medellín,mobile,paid_search,premium,42.0,14,10,1,54.2,88.73,4.5,0,1,135098,61050
NR101886,Bogotá,desktop,paid_search,recurrente,33.0,10,7,2,71.9,61.26,2.7,0,0,127312,336852
NR101887,Bogotá,mobile,paid_search,nuevo,25.0,10,8,1,85.7,69.91,2.9,1,0,45510,171616
NR101888,Cali,mobile,email,nuevo,45.0,15,6,2,100.6,19.91,2.6,1,0,87351,372399
NR101889,Bucaramanga,mobile,paid_search,recurrente,18.0,6,12,2,89.2,137.89,3.6,1,0,72408,349539
NR101890,Bogotá,mobile,referido,premium,31.0,4,7,3,72.7,30.69,3.8,0,0,136471,566896
NR101891,Medellín,mobile,paid_search,recurrente,34.0,7,7,4,76.5,23.17,4.0,1,0,127328,707080
NR101892,Barranquilla,desktop,paid_search,nuevo,34.0,11,7,1,47.4,69.84,2.8,1,0,104179,212126
NR101893,Bogotá,mobile,email,nuevo,36.0,7,7,0,55.7,12.0,2.6,0,1,89735,147292
NR101894,Medellín,mobile,social_ads,recurrente,39.0,37,5,2,52.3,27.11,3.8,0,0,126164,365521
NR101895,Cali,mobile,social_ads,premium,34.0,7,12,2,76.4,27.72,3.8,0,1,131546,347054
NR101896,Cali,desktop,organico,recurrente,31.0,14,8,0,73.7,10.71,5.0,0,0,131572,221533
NR101897,Bogotá,mobile,paid_search,recurrente,30.0,19,10,1,41.3,154.3,3.9,0,1,122271,113014
NR101898,Medellín,mobile,organico,nuevo,28.0,30,9,0,21.6,14.06,3.3,0,0,69276,55343
NR101899,Barranquilla,mobile,referido,premium,41.0,41,16,2,77.3,10.25,5.0,1,0,112570,391714
NR101900,Medellín,mobile,paid_search,recurrente,28.0,51,12,5,120.8,6.6,4.7,0,0,114049,779097
NR101901,,mobile,email,nuevo,42.0,29,5,1,64.7,55.29,3.5,0,1,134788,159873
NR101902,Barranquilla,mobile,social_ads,recurrente,34.0,26,6,0,74.9,85.45,5.0,0,0,159804,64317
NR101903,Bogotá,mobile,paid_search,nuevo,29.0,6,16,2,61.9,35.34,4.4,1,0,89479,387706
NR101904,Barranquilla,mobile,social_ads,nuevo,40.0,20,8,0,71.9,44.52,2.3,0,0,40783,31714
NR101905,Bogotá,mobile,email,nuevo,27.0,12,9,2,44.2,44.15,3.2,1,0,156734,488455
NR101906,Bucaramanga,mobile,email,nuevo,40.0,12,6,4,54.4,51.31,2.2,0,0,105799,498066
NR101907,Medellín,mobile,organico,nuevo,36.0,10,5,0,22.5,6.75,2.0,1,1,115833,40833
NR101908,Medellín,desktop,paid_search,recurrente,29.0,6,12,3,66.6,13.52,5.0,0,0,72441,294643
NR101909,Bogotá,tablet,paid_search,recurrente,39.0,9,7,3,133.5,90.43,4.7,0,0,128814,550361
NR101910,Bogotá,tablet,organico,recurrente,39.0,7,4,1,65.5,15.61,1.9,0,1,161437,280707
NR101911,Barranquilla,desktop,social_ads,nuevo,44.0,3,9,0,23.1,7.83,3.2,0,0,50728,20682
NR101912,Bucaramanga,mobile,email,nuevo,43.0,33,14,2,57.2,24.93,3.1,0,0,115838,220671
NR101913,Medellín,desktop,paid_search,recurrente,38.0,14,7,0,59.2,168.29,5.0,1,0,141157,111709
NR101914,Medellín,mobile,email,recurrente,,15,10,3,88.7,34.02,1.6,0,0,173243,602899
NR101915,Cali,desktop,social_ads,nuevo,56.0,13,4,0,33.8,36.53,2.7,0,0,122644,0
NR101916,Bucaramanga,mobile,paid_search,premium,21.0,28,7,1,100.6,62.69,3.3,0,0,42742,138049
NR101917,Cali,mobile,organico,recurrente,43.0,16,8,2,53.0,7.67,2.8,0,0,78649,380733
NR101918,Medellín,desktop,social_ads,premium,38.0,34,7,1,83.8,10.28,,1,0,204820,330998
NR101919,Medellín,mobile,email,recurrente,23.0,21,11,2,100.1,13.96,4.2,1,0,76439,289035
NR101920,Cali,mobile,social_ads,nuevo,33.0,8,8,1,119.5,59.75,2.9,0,1,73805,257226
NR101921,Bogotá,tablet,organico,recurrente,33.0,31,3,3,116.4,5.83,3.5,0,0,125183,558083
NR101922,Cali,mobile,organico,nuevo,46.0,18,2,0,56.7,3.51,2.4,1,0,82372,168473
NR101923,Medellín,mobile,organico,recurrente,28.0,13,6,3,73.0,11.63,2.8,0,0,45804,334452
NR101924,Barranquilla,tablet,social_ads,nuevo,32.0,26,8,1,74.5,133.1,3.7,0,1,104714,338807
NR101925,Bogotá,mobile,email,premium,18.0,14,12,4,110.9,15.99,4.7,0,0,165524,777092
NR101926,Cali,mobile,organico,nuevo,50.0,23,5,1,16.1,8.5,1.8,0,0,105440,200948
NR101927,Medellín,mobile,email,premium,24.0,5,18,4,83.6,11.72,3.6,1,0,157683,749702
NR101928,Cali,mobile,social_ads,premium,37.0,15,9,3,103.2,45.57,3.8,0,0,43547,264806
NR101929,Bogotá,desktop,social_ads,recurrente,33.0,8,7,1,93.5,30.51,3.0,0,0,104909,269000
NR101930,Cali,mobile,referido,recurrente,33.0,50,10,3,117.7,18.87,3.3,0,0,81653,416134
NR101931,Cali,mobile,organico,recurrente,41.0,32,6,0,49.5,6.23,1.1,0,0,116293,97498
NR101932,Cali,mobile,referido,premium,49.0,16,13,3,101.8,44.64,5.0,0,0,188171,707542
NR101933,Cali,mobile,organico,recurrente,36.0,30,12,4,87.3,21.95,3.6,1,0,100873,499713
NR101934,Cali,tablet,paid_search,recurrente,40.0,8,12,1,119.9,37.61,5.0,0,0,138164,362463
NR101935,Barranquilla,mobile,email,recurrente,37.0,10,10,0,58.5,25.81,3.7,1,0,154985,38505
NR101936,Bogotá,mobile,referido,premium,43.0,2,9,1,52.6,10.04,4.1,1,0,211293,410286
NR101937,Barranquilla,mobile,paid_search,recurrente,30.0,22,19,7,134.3,90.54,3.1,1,0,172012,1429735
NR101938,Medellín,desktop,social_ads,recurrente,44.0,2,10,0,58.4,73.89,2.7,0,0,78292,161392
NR101939,,tablet,social_ads,recurrente,44.0,9,5,1,55.4,37.12,4.0,0,0,176644,381910
NR101940,Bogotá,mobile,email,premium,44.0,5,14,1,105.6,22.67,3.6,1,0,151171,346025
NR101941,Medellín,mobile,organico,recurrente,28.0,27,9,2,78.6,8.48,2.9,0,0,137279,323559
NR101942,Barranquilla,mobile,email,nuevo,32.0,47,8,2,59.6,13.63,5.0,1,0,47778,284550
NR101943,Cali,desktop,paid_search,recurrente,36.0,24,9,2,61.4,33.32,3.8,0,0,184954,450424
NR101944,Barranquilla,mobile,paid_search,premium,22.0,21,9,2,64.0,76.89,4.6,0,0,112615,247806
NR101945,Medellín,desktop,paid_search,recurrente,48.0,16,5,1,14.2,78.42,3.1,0,1,158117,214553
NR101946,Medellín,desktop,paid_search,premium,34.0,15,9,1,89.7,131.43,,0,0,264765,434990
NR101947,Bogotá,desktop,referido,nuevo,37.0,7,6,1,73.8,1.87,2.9,1,0,110782,245733
NR101948,Medellín,Mobile,social_ads,recurrente,29.0,4,6,1,94.5,22.76,4.3,0,0,174747,250158
NR101949,Medellín,tablet ,referido,recurrente,22.0,15,11,1,84.6,48.52,2.9,0,0,75568,285260
NR101950,Bogotá,DESKTOP,organico,premium,29.0,18,7,1,30.3,12.56,5.0,1,0,228475,370773
NR101951,Bogotá,mobile,email,nuevo,36.0,18,4,1,57.1,8.72,4.4,1,1,117494,179273
NR101952,Cali,tablet,email,premium,40.0,19,13,4,104.7,19.03,3.8,0,0,144807,841937
NR101953,Cali,desktop,social_ads,recurrente,35.0,23,8,0,76.9,378.63,5.0,1,0,92148,979650
NR101954,Bucaramanga,desktop,social_ads,nuevo,37.0,15,6,2,105.8,18.31,3.6,0,0,49117,195385
NR101955,Bucaramanga,mobile,social_ads,nuevo,31.0,7,4,2,32.6,78.3,4.9,0,0,93668,205977
NR101956,Cali,mobile,email,nuevo,38.0,19,7,1,75.9,16.95,2.4,1,0,85078,236816
NR101957,Medellín,desktop,email,recurrente,47.0,22,6,3,68.5,16.12,4.2,0,0,149661,535580
NR101958,Cali,mobile,organico,nuevo,40.0,11,4,2,116.3,18.46,3.8,0,0,107023,378924
NR101959,Barranquilla,mobile,email,nuevo,41.0,22,15,4,126.4,17.63,3.4,0,0,101322,528703
NR101960,Bogotá,mobile,paid_search,premium,37.0,15,12,1,73.6,94.84,4.6,0,0,213434,286949
NR101961,Medellín,Mobile,organico,nuevo,20.0,6,9,1,99.7,9.91,4.4,0,0,70777,217790
NR101962,Barranquilla,mobile,email,nuevo,25.0,57,7,2,64.0,38.22,3.9,0,0,48457,207869
NR101963,Medellín,mobile,paid_search,recurrente,38.0,11,11,1,91.2,49.53,3.7,0,0,87038,237845
NR101964,Cali,mobile,email,recurrente,34.0,6,9,0,55.3,26.38,3.4,1,1,104066,0
NR101965,Cali,tablet,organico,recurrente,38.0,8,4,0,49.4,19.09,3.6,0,0,80359,79750
NR101966,Bogotá,mobile,organico,recurrente,49.0,1,9,3,109.8,10.91,4.2,1,0,79956,479019
NR101967,Medellín,mobile,paid_search,recurrente,41.0,11,10,0,58.9,31.18,3.8,0,0,64496,69335
NR101968,Medellín,mobile,organico,recurrente,45.0,33,8,1,1.0,6.74,3.8,0,0,118224,93995
NR101969,Bogotá,desktop,email,nuevo,35.0,16,7,1,46.8,36.98,2.9,0,0,103206,148426
NR101970,Bogotá,mobile,organico,nuevo,27.0,8,7,0,90.0,6.69,4.1,0,0,111566,104582
NR101971,Barranquilla,mobile,paid_search,recurrente,33.0,14,15,2,129.9,19.06,3.9,1,0,134803,559774
NR101972,Bogotá,mobile,organico,recurrente,27.0,14,11,1,60.4,9.95,3.7,1,0,132065,169702
NR101973,Medellín,mobile,paid_search,recurrente,48.0,11,11,2,47.1,33.97,3.3,1,0,145818,330594
NR101974,Bogotá,mobile,email,recurrente,41.0,26,11,0,59.9,24.34,4.0,1,0,157843,0
NR101975,Bucaramanga,desktop,organico,recurrente,39.0,18,10,1,94.3,6.57,1.6,0,1,64659,244545
NR101976,Bogotá,desktop,social_ads,nuevo,45.0,6,12,1,74.6,60.36,3.3,0,1,184178,288506
NR101977,Medellín,mobile,referido,nuevo,18.0,26,12,3,47.6,48.47,3.2,1,0,77612,259406
NR101978,Barranquilla,mobile,social_ads,recurrente,39.0,31,6,3,84.7,147.01,3.2,0,0,104213,415017
NR101979,Barranquilla,tablet,email,recurrente,22.0,18,11,0,92.9,18.39,3.0,1,0,87480,188200
NR101980,Bogotá,mobile,organico,recurrente,34.0,12,6,2,101.0,9.38,2.6,0,0,126863,428393
NR101981,Barranquilla,desktop,organico,nuevo,31.0,9,7,3,30.0,10.41,3.3,1,0,128455,524710
NR101982,Medellín,mobile,email,recurrente,40.0,38,12,1,104.6,13.63,2.3,1,0,169127,239343
NR101983,Medellín,tablet,social_ads,premium,36.0,17,5,2,67.1,14.0,4.3,0,0,143717,449408
