customer_id,signup_date,segment,age_group,region,country,city
100797,2025-03-14,Plus,45-54,Andina,Colombia,Cali
100798,2023-06-06,Plus,35-44,Centroamérica,Honduras,Tegucigalpa
100799,2025-02-15,Plus,18-24,Centroamérica,Honduras,Tegucigalpa
100800,2025-12-03,Premium,18-24,Centroamérica,Honduras,Tegucigalpa
100801,2025-05-17,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
100802,2024-07-09,Plus,35-44,Cono Sur,Argentina,Córdoba
100803,2024-08-27,Básico,25-34,Pacífica,México,Monterrey
100804,2023-10-28,Básico,25-34,Andina,Ecuador,Quito
100805,2025-02-02,Básico,25-34,Andina,Ecuador,Quito
100806,2023-10-06,Básico,25-34,Centroamérica,Honduras,Tegucigalpa
100807,2024-01-30,Plus,25-34,Andina,Ecuador,Quito
100808,2023-11-03,Plus,25-34,Pacífica,Chile,Santiago
100809,2024-01-23,Básico,35-44,Cono Sur,Paraguay,Asunción
100810,2024-02-28,Premium,55+,Andina,Colombia,Barranquilla
100811,2023-04-06,Básico,35-44,Andina,Colombia,Barranquilla
100812,2025-04-08,Básico,35-44,Cono Sur,Uruguay,Montevideo
100813,2024-05-24,Plus,45-54,Pacífica,México,Guadalajara
100814,2026-01-01,Básico,18-24,Andina,Ecuador,Guayaquil
100815,2023-07-28,Básico,35-44,Cono Sur,Argentina,Buenos Aires
100816,2025-02-11,Plus,25-34,Cono Sur,Paraguay,Asunción
100817,2023-07-26,Básico,35-44,Pacífica,Chile,Santiago
100818,2024-09-23,Básico,18-24,Pacífica,México,Monterrey
100819,2024-07-20,Plus,55+,Andina,Ecuador,Guayaquil
100820,2024-06-02,Básico,55+,Andina,Perú,Lima
100821,2025-01-26,Plus,18-24,Pacífica,México,Guadalajara
100822,2025-08-14,Plus,25-34,Caribe,Costa Rica,San José
100823,2024-01-01,Básico,25-34,Centroamérica,El Salvador,San Salvador
100824,2025-09-08,Básico,45-54,Cono Sur,Uruguay,Montevideo
100825,2023-08-02,Básico,35-44,Andina,Perú,Lima
100826,2023-12-05,Plus,18-24,Pacífica,Chile,Valparaíso
100827,2023-12-25,Básico,45-54,Andina,Perú,Cusco
100828,2026-01-06,Premium,25-34,Cono Sur,Paraguay,Asunción
100829,2023-05-17,Básico,25-34,Andina,Perú,Cusco
100830,2024-04-01,Plus,25-34,Pacífica,Chile,Valparaíso
100831,2024-05-05,Básico,35-44,Pacífica,Chile,Valparaíso
100832,2025-07-13,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100833,2024-07-15,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100834,2026-01-21,Plus,25-34,Centroamérica,El Salvador,San Salvador
100835,2025-05-05,Premium,55+,Pacífica,México,Guadalajara
100836,2025-03-23,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
100837,2025-05-19,Básico,55+,Cono Sur,Argentina,Rosario
100838,2023-07-06,Básico,35-44,Caribe,Costa Rica,San José
100839,2024-06-02,Básico,45-54,Pacífica,México,CDMX
100840,2024-11-07,Premium,25-34,Andina,Ecuador,Quito
100841,2023-08-29,Premium,45-54,Cono Sur,Argentina,Córdoba
100842,2023-05-18,Premium,25-34,Pacífica,Chile,Valparaíso
100843,2023-06-06,Básico,18-24,Caribe,República Dominicana,Santo Domingo
100844,2025-06-30,Básico,18-24,Andina,Ecuador,Quito
100845,2025-01-28,Plus,18-24,Cono Sur,Paraguay,Asunción
100846,2023-11-21,Básico,55+,Caribe,Costa Rica,San José
100847,2025-05-01,Plus,55+,Centroamérica,Guatemala,Ciudad de Guatemala
100848,2025-03-13,Básico,45-54,Andina,Colombia,Barranquilla
100849,2025-08-01,Básico,18-24,Cono Sur,Paraguay,Asunción
100850,2025-11-17,Premium,45-54,Andina,Ecuador,Quito
100851,2025-10-15,Básico,45-54,Andina,Ecuador,Guayaquil
100852,2023-07-29,Premium,25-34,Cono Sur,Argentina,Córdoba
100853,2025-06-07,Básico,35-44,Cono Sur,Argentina,Córdoba
100854,2024-03-29,Básico,35-44,Andina,Colombia,Bogotá
100855,2024-04-10,Básico,18-24,Pacífica,México,CDMX
100856,2025-01-17,Básico,35-44,Centroamérica,El Salvador,San Salvador
100857,2024-11-26,Básico,35-44,Cono Sur,Uruguay,Montevideo
100858,2024-04-29,Básico,25-34,Caribe,República Dominicana,Santo Domingo
100859,2026-02-28,Plus,25-34,Pacífica,México,CDMX
100860,2023-07-21,Premium,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
100861,2023-04-22,Básico,35-44,Centroamérica,El Salvador,San Salvador
100862,2023-02-03,Básico,55+,Cono Sur,Paraguay,Asunción
100863,2025-07-29,Básico,45-54,Pacífica,México,CDMX
100864,2024-04-14,Plus,35-44,Andina,Ecuador,Quito
100865,2024-05-20,Plus,35-44,Cono Sur,Uruguay,Montevideo
100866,2025-01-19,Básico,35-44,Cono Sur,Uruguay,Montevideo
100867,2024-05-17,Básico,35-44,Cono Sur,Argentina,Buenos Aires
100868,2024-10-24,Básico,18-24,Andina,Ecuador,Guayaquil
100869,2023-03-09,Básico,35-44,Andina,Ecuador,Guayaquil
100870,2023-06-30,Básico,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
100871,2025-12-12,Premium,35-44,Andina,Ecuador,Quito
100872,2024-06-04,Básico,45-54,Cono Sur,Argentina,Córdoba
100873,2023-07-13,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
100874,2024-03-02,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100875,2024-01-22,Plus,18-24,Cono Sur,Uruguay,Montevideo
100876,2023-11-13,Básico,18-24,Caribe,Panamá,Ciudad de Panamá
100877,2023-12-06,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100878,2025-04-22,Básico,25-34,Pacífica,México,CDMX
100879,2023-05-04,Plus,18-24,Pacífica,México,Guadalajara
100880,2023-12-24,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100881,2024-06-24,Premium,25-34,Pacífica,México,CDMX
100882,2024-09-15,Básico,45-54,Cono Sur,Uruguay,Montevideo
100883,2025-10-13,Básico,45-54,Pacífica,Chile,Santiago
100884,2025-12-02,Premium,25-34,Andina,Colombia,Bogotá
100885,2023-12-10,Plus,18-24,Caribe,República Dominicana,Santo Domingo
100886,2024-09-14,Básico,18-24,Caribe,Costa Rica,San José
100887,2023-01-26,Plus,18-24,Andina,Perú,Arequipa
100888,2024-12-13,Básico,25-34,Andina,Perú,Arequipa
100889,2023-06-26,Básico,18-24,Centroamérica,Honduras,San Pedro Sula
100890,2023-03-26,Plus,25-34,Caribe,Costa Rica,San José
100891,2025-02-14,Plus,55+,Cono Sur,Uruguay,Montevideo
100892,2023-07-25,Básico,35-44,Andina,Colombia,Cali
100893,2024-07-05,Plus,45-54,Andina,Colombia,Cali
100894,2023-04-27,Básico,18-24,Centroamérica,Honduras,San Pedro Sula
100895,2025-05-11,Básico,25-34,Cono Sur,Uruguay,Montevideo
100896,2025-06-02,Premium,55+,Andina,Ecuador,Guayaquil
100897,2024-10-25,Básico,25-34,Andina,Perú,Arequipa
100898,2025-08-23,Plus,35-44,Andina,Ecuador,Quito
100899,2024-05-19,Plus,55+,Pacífica,México,Guadalajara
100900,2023-08-04,Plus,35-44,Pacífica,Chile,Santiago
100901,2023-06-24,Básico,25-34,Andina,Perú,Cusco
100902,2023-09-11,Premium,35-44,Andina,Perú,Arequipa
100903,2023-08-20,Plus,18-24,Pacífica,México,Monterrey
100904,2024-01-09,Plus,18-24,Cono Sur,Argentina,Rosario
100905,2023-09-05,Básico,18-24,Centroamérica,Honduras,Tegucigalpa
100906,2024-11-13,Básico,45-54,Pacífica,Chile,Valparaíso
100907,2023-06-21,Básico,35-44,Andina,Ecuador,Quito
100908,2024-12-19,Básico,25-34,Andina,Ecuador,Quito
100909,2024-01-21,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
100910,2025-03-04,Plus,35-44,Centroamérica,El Salvador,San Salvador
100911,2024-08-15,Premium,55+,Cono Sur,Uruguay,Montevideo
100912,2025-11-11,Básico,25-34,Cono Sur,Argentina,Buenos Aires
100913,2024-05-23,Básico,25-34,Cono Sur,Uruguay,Montevideo
100914,2023-12-07,Plus,45-54,Cono Sur,Paraguay,Asunción
100915,2024-11-11,Básico,45-54,Cono Sur,Argentina,Buenos Aires
100916,2025-01-30,Premium,55+,Andina,Colombia,Barranquilla
100917,2024-05-22,Básico,25-34,Andina,Colombia,Medellín
100918,2024-10-08,Básico,18-24,Caribe,Costa Rica,San José
100919,2024-06-27,Básico,25-34,Pacífica,México,CDMX
100920,2023-12-20,Premium,25-34,Andina,Ecuador,Quito
100921,2023-12-29,Básico,45-54,Cono Sur,Paraguay,Asunción
100922,2025-11-14,Plus,18-24,Pacífica,México,CDMX
100923,2025-02-19,Básico,35-44,Pacífica,México,Monterrey
100924,2023-04-21,Básico,55+,Andina,Colombia,Barranquilla
100925,2026-01-16,Premium,55+,Andina,Colombia,Bogotá
100926,2025-04-02,Básico,35-44,Andina,Perú,Cusco
100927,2023-02-27,Básico,55+,Cono Sur,Uruguay,Montevideo
100928,2025-04-20,Básico,18-24,Pacífica,Chile,Santiago
100929,2024-11-12,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
100930,2025-11-23,Básico,18-24,Caribe,República Dominicana,Santo Domingo
100931,2024-07-19,Básico,55+,Caribe,Costa Rica,San José
100932,2024-08-21,Premium,55+,Caribe,Costa Rica,San José
100933,2023-12-30,Plus,18-24,Centroamérica,El Salvador,San Salvador
100934,2024-01-07,Premium,18-24,Centroamérica,Honduras,San Pedro Sula
100935,2024-12-14,Plus,25-34,Andina,Perú,Lima
100936,2025-08-14,Plus,25-34,Cono Sur,Paraguay,Asunción
100937,2025-10-25,Básico,45-54,Andina,Perú,Lima
100938,2025-06-09,Básico,18-24,Cono Sur,Argentina,Buenos Aires
100939,2024-12-05,Plus,45-54,Andina,Perú,Arequipa
100940,2024-07-31,Plus,35-44,Andina,Ecuador,Guayaquil
100941,2024-01-28,Premium,25-34,Cono Sur,Uruguay,Montevideo
100942,2025-06-05,Plus,18-24,Andina,Ecuador,Quito
100943,2024-01-03,Básico,55+,Caribe,Costa Rica,San José
100944,2023-11-06,Básico,35-44,Caribe,República Dominicana,Santo Domingo
100945,2025-09-29,Plus,25-34,Andina,Ecuador,Quito
100946,2024-11-11,Básico,25-34,Centroamérica,Honduras,San Pedro Sula
100947,2024-02-14,Plus,55+,Cono Sur,Uruguay,Montevideo
100948,2025-09-26,Plus,45-54,Cono Sur,Argentina,Rosario
100949,2026-01-16,Básico,45-54,Caribe,Panamá,Ciudad de Panamá
100950,2024-01-03,Plus,35-44,Pacífica,Chile,Valparaíso
100951,2024-08-25,Plus,45-54,Andina,Colombia,Cali
100952,2024-07-12,Premium,25-34,Andina,Ecuador,Guayaquil
100953,2025-03-21,Básico,35-44,Andina,Colombia,Barranquilla
100954,2026-01-03,Plus,25-34,Cono Sur,Uruguay,Montevideo
100955,2024-09-25,Básico,35-44,Cono Sur,Argentina,Córdoba
100956,2025-07-10,Básico,55+,Centroamérica,Guatemala,Ciudad de Guatemala
100957,2024-11-18,Básico,55+,Pacífica,Chile,Santiago
100958,2025-10-21,Premium,35-44,Pacífica,México,CDMX
100959,2024-04-12,Premium,35-44,Pacífica,México,Guadalajara
100960,2024-03-20,Básico,45-54,Pacífica,Chile,Santiago
100961,2024-05-02,Plus,55+,Caribe,Panamá,Ciudad de Panamá
100962,2026-02-24,Básico,45-54,Andina,Ecuador,Quito
100963,2024-12-07,Plus,18-24,Andina,Colombia,Cali
100964,2023-06-26,Básico,25-34,Cono Sur,Paraguay,Asunción
100965,2023-02-17,Plus,45-54,Pacífica,Chile,Valparaíso
100966,2024-08-22,Básico,45-54,Cono Sur,Argentina,Buenos Aires
100967,2025-07-19,Plus,45-54,Andina,Perú,Lima
100968,2024-07-07,Básico,35-44,Pacífica,Chile,Santiago
100969,2024-10-09,Plus,25-34,Andina,Ecuador,Guayaquil
100970,2025-07-11,Plus,25-34,Andina,Ecuador,Quito
100971,2024-08-19,Básico,45-54,Andina,Perú,Lima
100972,2025-11-15,Básico,25-34,Andina,Ecuador,Quito
100973,2025-01-06,Plus,35-44,Cono Sur,Paraguay,Asunción
100974,2025-04-24,Plus,35-44,Caribe,Costa Rica,San José
100975,2025-06-21,Básico,45-54,Pacífica,México,Monterrey
100976,2024-12-24,Básico,25-34,Pacífica,México,Guadalajara
100977,2023-02-27,Básico,45-54,Caribe,República Dominicana,Santiago
100978,2024-05-08,Plus,18-24,Pacífica,México,Monterrey
100979,2023-06-13,Plus,18-24,Andina,Perú,Lima
100980,2024-08-12,Básico,25-34,Cono Sur,Paraguay,Asunción
100981,2023-06-15,Plus,18-24,Cono Sur,Paraguay,Asunción
100982,2024-08-11,Plus,55+,Centroamérica,Guatemala,Ciudad de Guatemala
100983,2024-02-02,Plus,55+,Pacífica,Chile,Valparaíso
100984,2023-01-24,Básico,18-24,Andina,Colombia,Cali
100985,2023-05-25,Básico,45-54,Cono Sur,Argentina,Córdoba
100986,2024-08-04,Básico,35-44,Caribe,Costa Rica,San José
100987,2023-04-02,Básico,35-44,Andina,Ecuador,Quito
100988,2025-09-15,Básico,45-54,Caribe,Costa Rica,San José
100989,2025-05-26,Básico,35-44,Cono Sur,Paraguay,Asunción
100990,2025-03-30,Básico,18-24,Pacífica,México,Monterrey
100991,2023-07-18,Plus,18-24,Centroamérica,Honduras,San Pedro Sula
100992,2025-07-08,Básico,25-34,Cono Sur,Paraguay,Asunción
100993,2025-01-03,Plus,55+,Andina,Perú,Arequipa
100994,2024-03-27,Básico,35-44,Cono Sur,Uruguay,Montevideo
100995,2023-01-01,Plus,25-34,Caribe,República Dominicana,Santo Domingo
100996,2024-09-02,Básico,18-24,Pacífica,México,Monterrey
100997,2025-07-08,Plus,55+,Andina,Ecuador,Guayaquil
100998,2023-02-08,Plus,25-34,Cono Sur,Paraguay,Asunción
100999,2023-03-02,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
101000,2024-03-18,Plus,35-44,Andina,Colombia,Cali
101001,2024-08-13,Básico,25-34,Caribe,República Dominicana,Santiago
101002,2024-07-01,Plus,18-24,Andina,Perú,Lima
101003,2024-05-07,Básico,25-34,Andina,Ecuador,Quito
101004,2023-10-22,Básico,25-34,Pacífica,México,Monterrey
101005,2023-03-11,Básico,35-44,Caribe,Costa Rica,San José
101006,2023-02-06,Premium,45-54,Cono Sur,Uruguay,Montevideo
101007,2023-04-25,Básico,25-34,Caribe,Costa Rica,San José
101008,2025-03-08,Plus,35-44,Centroamérica,El Salvador,San Salvador
101009,2025-06-26,Básico,18-24,Pacífica,Chile,Santiago
101010,2024-05-17,Básico,25-34,Centroamérica,El Salvador,San Salvador
101011,2023-03-31,Básico,45-54,Pacífica,Chile,Santiago
101012,2024-04-25,Premium,45-54,Pacífica,México,Monterrey
101013,2026-02-12,Plus,45-54,Cono Sur,Paraguay,Asunción
101014,2023-10-16,Básico,18-24,Caribe,Panamá,Ciudad de Panamá
101015,2024-07-21,Plus,35-44,Andina,Ecuador,Quito
101016,2024-09-13,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
101017,2024-01-17,Básico,55+,Cono Sur,Uruguay,Montevideo
101018,2024-05-20,Básico,35-44,Andina,Ecuador,Quito
101019,2024-06-28,Básico,55+,Caribe,Panamá,Ciudad de Panamá
101020,2024-07-01,Básico,18-24,Cono Sur,Paraguay,Asunción
101021,2025-04-08,Plus,25-34,Centroamérica,Honduras,Tegucigalpa
101022,2024-11-01,Básico,45-54,Cono Sur,Paraguay,Asunción
101023,2023-03-03,Premium,25-34,Pacífica,Chile,Santiago
101024,2023-01-08,Plus,35-44,Centroamérica,El Salvador,San Salvador
101025,2024-04-19,Plus,35-44,Caribe,República Dominicana,Santo Domingo
101026,2025-11-14,Plus,55+,Cono Sur,Argentina,Buenos Aires
101027,2023-02-12,Premium,18-24,Caribe,República Dominicana,Santo Domingo
101028,2023-03-24,Básico,55+,Centroamérica,El Salvador,San Salvador
101029,2025-02-23,Básico,25-34,Caribe,República Dominicana,Santo Domingo
101030,2024-06-04,Básico,25-34,Pacífica,Chile,Valparaíso
101031,2023-09-24,Premium,35-44,Centroamérica,El Salvador,San Salvador
101032,2023-08-28,Básico,25-34,Pacífica,Chile,Valparaíso
101033,2025-02-07,Plus,55+,Cono Sur,Argentina,Rosario
101034,2024-08-27,Plus,55+,Caribe,República Dominicana,Santiago
101035,2025-01-07,Básico,55+,Centroamérica,Guatemala,Ciudad de Guatemala
101036,2023-11-20,Premium,55+,Caribe,Costa Rica,San José
101037,2024-08-30,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
101038,2025-09-20,Básico,25-34,Caribe,Costa Rica,San José
101039,2024-01-01,Plus,45-54,Andina,Colombia,Medellín
101040,2024-04-02,Básico,18-24,Andina,Perú,Cusco
101041,2023-07-09,Básico,45-54,Centroamérica,Guatemala,Ciudad de Guatemala
101042,2025-01-07,Básico,25-34,Centroamérica,Honduras,San Pedro Sula
101043,2023-02-07,Básico,35-44,Centroamérica,Honduras,Tegucigalpa
101044,2023-10-15,Plus,25-34,Andina,Ecuador,Quito
101045,2025-04-03,Premium,25-34,Caribe,Panamá,Ciudad de Panamá
101046,2023-01-23,Básico,18-24,Andina,Ecuador,Guayaquil
101047,2026-02-16,Básico,25-34,Centroamérica,Honduras,San Pedro Sula
101048,2024-04-11,Básico,25-34,Cono Sur,Argentina,Córdoba
101049,2024-04-05,Premium,25-34,Andina,Ecuador,Quito
101050,2024-09-11,Plus,25-34,Centroamérica,Honduras,Tegucigalpa
101051,2025-01-08,Básico,35-44,Andina,Colombia,Bogotá
101052,2024-06-14,Básico,25-34,Andina,Ecuador,Guayaquil
101053,2025-10-18,Premium,45-54,Andina,Ecuador,Guayaquil
101054,2026-01-16,Premium,18-24,Caribe,República Dominicana,Santo Domingo
101055,2023-08-20,Básico,35-44,Centroamérica,El Salvador,San Salvador
101056,2025-03-27,Plus,18-24,Cono Sur,Paraguay,Asunción
101057,2023-12-14,Básico,35-44,Andina,Ecuador,Guayaquil
101058,2026-02-23,Básico,35-44,Pacífica,Chile,Valparaíso
101059,2023-10-20,Plus,35-44,Centroamérica,Honduras,San Pedro Sula
101060,2023-12-07,Básico,25-34,Cono Sur,Uruguay,Montevideo
101061,2025-04-04,Básico,35-44,Pacífica,México,CDMX
101062,2025-06-30,Premium,25-34,Andina,Perú,Arequipa
101063,2023-05-29,Plus,25-34,Pacífica,México,Monterrey
101064,2024-10-03,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
101065,2024-02-04,Plus,35-44,Cono Sur,Paraguay,Asunción
101066,2024-12-07,Plus,25-34,Caribe,Panamá,Ciudad de Panamá
101067,2024-10-05,Plus,45-54,Centroamérica,Guatemala,Ciudad de Guatemala
101068,2026-02-12,Premium,25-34,Andina,Colombia,Barranquilla
101069,2025-12-14,Plus,25-34,Caribe,Costa Rica,San José
101070,2025-01-25,Básico,25-34,Cono Sur,Paraguay,Asunción
101071,2025-02-23,Básico,18-24,Pacífica,México,CDMX
101072,2025-11-04,Plus,35-44,Caribe,República Dominicana,Santo Domingo
101073,2023-07-31,Premium,45-54,Cono Sur,Paraguay,Asunción
101074,2025-04-18,Básico,45-54,Cono Sur,Argentina,Rosario
101075,2025-06-10,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
101076,2023-05-28,Plus,25-34,Pacífica,Chile,Santiago
101077,2025-10-14,Básico,45-54,Pacífica,Chile,Valparaíso
101078,2025-03-18,Básico,18-24,Pacífica,México,CDMX
101079,2024-02-05,Premium,25-34,Caribe,Panamá,Ciudad de Panamá
101080,2024-07-13,Plus,45-54,Andina,Colombia,Barranquilla
101081,2024-07-19,Premium,25-34,Cono Sur,Uruguay,Montevideo
101082,2025-11-27,Plus,18-24,Cono Sur,Argentina,Buenos Aires
101083,2026-01-24,Básico,25-34,Cono Sur,Uruguay,Montevideo
101084,2025-07-20,Premium,35-44,Cono Sur,Uruguay,Montevideo
101085,2025-01-23,Básico,18-24,Centroamérica,Honduras,Tegucigalpa
101086,2023-05-01,Básico,35-44,Centroamérica,El Salvador,San Salvador
101087,2025-11-22,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
101088,2023-06-04,Plus,25-34,Pacífica,Chile,Santiago
101089,2023-07-12,Premium,25-34,Caribe,Panamá,Ciudad de Panamá
101090,2023-03-22,Básico,45-54,Andina,Ecuador,Quito
101091,2025-12-30,Premium,25-34,Centroamérica,Honduras,Tegucigalpa
101092,2024-07-23,Plus,35-44,Caribe,República Dominicana,Santo Domingo
101093,2023-09-30,Plus,25-34,Andina,Ecuador,Quito
101094,2023-04-04,Premium,18-24,Pacífica,Chile,Valparaíso
101095,2024-04-20,Básico,25-34,Caribe,República Dominicana,Santiago
101096,2025-04-15,Plus,35-44,Andina,Perú,Cusco
101097,2026-02-22,Plus,25-34,Cono Sur,Argentina,Córdoba
101098,2024-09-29,Plus,45-54,Cono Sur,Paraguay,Asunción
101099,2024-12-02,Premium,55+,Andina,Colombia,Cali
101100,2025-08-23,Plus,45-54,Andina,Perú,Cusco
101101,2025-11-07,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
101102,2023-11-20,Básico,35-44,Cono Sur,Argentina,Buenos Aires
101103,2026-02-19,Premium,35-44,Cono Sur,Uruguay,Montevideo
101104,2024-08-22,Premium,25-34,Andina,Colombia,Cali
101105,2025-12-10,Premium,45-54,Centroamérica,Honduras,San Pedro Sula
101106,2023-05-16,Básico,45-54,Andina,Ecuador,Quito
101107,2023-04-23,Básico,25-34,Caribe,Costa Rica,San José
101108,2025-10-18,Plus,55+,Cono Sur,Argentina,Buenos Aires
101109,2025-02-15,Plus,45-54,Andina,Colombia,Medellín
101110,2023-07-22,Básico,25-34,Andina,Perú,Lima
101111,2025-10-30,Plus,55+,Caribe,Costa Rica,San José
101112,2023-04-29,Básico,18-24,Pacífica,México,Guadalajara
101113,2025-02-27,Básico,18-24,Cono Sur,Argentina,Rosario
101114,2023-08-25,Básico,25-34,Cono Sur,Argentina,Córdoba
101115,2023-03-23,Básico,35-44,Andina,Colombia,Bogotá
101116,2025-07-20,Básico,25-34,Andina,Colombia,Medellín
101117,2025-09-05,Premium,55+,Cono Sur,Uruguay,Montevideo
101118,2023-05-03,Plus,25-34,Andina,Ecuador,Guayaquil
101119,2023-04-18,Premium,25-34,Cono Sur,Argentina,Buenos Aires
101120,2024-12-10,Básico,35-44,Centroamérica,El Salvador,San Salvador
101121,2023-02-03,Básico,18-24,Andina,Perú,Arequipa
101122,2025-05-11,Básico,35-44,Cono Sur,Uruguay,Montevideo
101123,2025-11-23,Plus,25-34,Andina,Ecuador,Guayaquil
101124,2025-05-17,Básico,55+,Caribe,República Dominicana,Santo Domingo
101125,2023-09-24,Plus,35-44,Pacífica,México,Guadalajara
101126,2023-08-08,Plus,18-24,Pacífica,Chile,Santiago
101127,2025-02-25,Premium,18-24,Centroamérica,Honduras,Tegucigalpa
101128,2023-03-13,Básico,18-24,Centroamérica,El Salvador,San Salvador
101129,2024-09-13,Básico,55+,Cono Sur,Uruguay,Montevideo
101130,2024-06-02,Básico,35-44,Cono Sur,Argentina,Córdoba
101131,2025-05-10,Básico,25-34,Pacífica,Chile,Santiago
101132,2023-08-22,Plus,25-34,Andina,Perú,Lima
101133,2025-05-30,Básico,45-54,Centroamérica,Guatemala,Ciudad de Guatemala
101134,2025-03-18,Plus,25-34,Cono Sur,Paraguay,Asunción
101135,2023-10-03,Básico,35-44,Caribe,República Dominicana,Santiago
101136,2024-02-16,Premium,45-54,Pacífica,Chile,Valparaíso
101137,2023-03-18,Premium,25-34,Caribe,Panamá,Ciudad de Panamá
101138,2024-06-03,Básico,35-44,Andina,Colombia,Bogotá
101139,2023-10-28,Premium,25-34,Centroamérica,El Salvador,San Salvador
101140,2023-05-12,Básico,25-34,Caribe,Panamá,Ciudad de Panamá
101141,2024-10-08,Plus,55+,Cono Sur,Argentina,Rosario
101142,2024-10-17,Premium,35-44,Cono Sur,Uruguay,Montevideo
101143,2023-04-10,Plus,45-54,Cono Sur,Uruguay,Montevideo
101144,2023-08-03,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
101145,2023-04-06,Básico,25-34,Caribe,Costa Rica,San José
101146,2025-02-23,Plus,35-44,Centroamérica,Honduras,San Pedro Sula
101147,2024-01-26,Plus,35-44,Cono Sur,Paraguay,Asunción
101148,2023-03-24,Básico,18-24,Pacífica,Chile,Santiago
101149,2023-08-10,Básico,25-34,Cono Sur,Uruguay,Montevideo
101150,2026-02-01,Plus,35-44,Andina,Colombia,Bogotá
101151,2023-10-23,Plus,35-44,Cono Sur,Uruguay,Montevideo
101152,2025-03-01,Básico,25-34,Andina,Colombia,Medellín
101153,2024-06-25,Premium,45-54,Andina,Ecuador,Guayaquil
101154,2023-07-29,Plus,25-34,Pacífica,México,Monterrey
101155,2023-12-22,Básico,25-34,Andina,Ecuador,Quito
101156,2023-01-17,Básico,25-34,Andina,Ecuador,Guayaquil
101157,2025-05-12,Plus,45-54,Andina,Colombia,Bogotá
101158,2024-01-22,Plus,25-34,Caribe,República Dominicana,Santiago
101159,2024-07-30,Plus,25-34,Centroamérica,El Salvador,San Salvador
101160,2023-06-26,Básico,25-34,Andina,Perú,Cusco
101161,2025-08-09,Plus,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
101162,2023-09-10,Plus,45-54,Cono Sur,Argentina,Córdoba
101163,2024-10-16,Plus,25-34,Andina,Ecuador,Quito
101164,2025-10-05,Básico,55+,Andina,Perú,Lima
101165,2025-04-03,Plus,18-24,Cono Sur,Argentina,Rosario
101166,2024-11-27,Básico,18-24,Cono Sur,Paraguay,Asunción
101167,2025-10-22,Básico,35-44,Pacífica,Chile,Santiago
101168,2023-07-23,Plus,35-44,Cono Sur,Uruguay,Montevideo
101169,2026-01-17,Plus,25-34,Andina,Colombia,Medellín
101170,2024-10-04,Básico,35-44,Caribe,Panamá,Ciudad de Panamá
101171,2024-04-18,Plus,25-34,Centroamérica,Honduras,Tegucigalpa
101172,2023-10-23,Básico,35-44,Andina,Ecuador,Guayaquil
101173,2025-05-10,Básico,35-44,Centroamérica,Honduras,Tegucigalpa
101174,2026-02-01,Básico,55+,Pacífica,Chile,Valparaíso
101175,2025-03-08,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala
101176,2023-02-07,Plus,35-44,Pacífica,Chile,Valparaíso
101177,2024-06-25,Plus,35-44,Caribe,Panamá,Ciudad de Panamá
101178,2025-04-25,Plus,25-34,Andina,Colombia,Cali
101179,2024-04-04,Básico,25-34,Andina,Perú,Arequipa
101180,2025-06-11,Básico,55+,Centroamérica,El Salvador,San Salvador
101181,2025-03-27,Básico,25-34,Andina,Ecuador,Quito
101182,2023-03-19,Plus,45-54,Andina,Perú,Arequipa
101183,2024-10-06,Básico,18-24,Andina,Ecuador,Guayaquil
101184,2023-07-18,Básico,45-54,Andina,Ecuador,Guayaquil
101185,2024-07-15,Plus,25-34,Cono Sur,Uruguay,Montevideo
101186,2024-03-19,Plus,55+,Caribe,Costa Rica,San José
101187,2025-07-20,Básico,35-44,Cono Sur,Argentina,Córdoba
101188,2025-09-29,Básico,18-24,Andina,Ecuador,Guayaquil
101189,2024-06-16,Plus,35-44,Centroamérica,Guatemala,Ciudad de Guatemala
101190,2024-09-12,Básico,35-44,Caribe,Costa Rica,San José
101191,2024-12-24,Básico,25-34,Caribe,Costa Rica,San José
101192,2025-01-26,Premium,25-34,Cono Sur,Uruguay,Montevideo
101193,2025-01-03,Básico,35-44,Cono Sur,Argentina,Rosario
101194,2025-06-23,Básico,45-54,Cono Sur,Uruguay,Montevideo
