ID_Pedido,Fecha_pedido,ID_Cliente,Segmento_Cliente,Pais,Region,Ciudad,Categoria_Producto,Producto,Canal,Campaña,Estación,Unidades,Descuento_pct,Ingresos,Costo,Ganancia
ORD-202501-05381,19/01/2025,CLI-2599,Estandar,Peru,Costa,Trujillo,Deportes,Bicicleta,Online,Siempre activo,Verano,2,0.030045030335600294,1094.15,716.1077624456263,378.0463907123951
ORD-202407-05382,09/07/2024,CLI-7025,Estandar,Colombia,Caribe,Barranquilla,Hogar,Aspiradora,Tienda,Siempre activo,Invierno,1,0.02627261592419201,174.6228709642855,110.25765669965847,64.36521426462704
ORD-202505-05383,04/05/2025,CLI-5070,Estandar,Colombia,Caribe,Barranquilla,Moda,Chaqueta,Tienda,Siempre activo,Otoño,1,0.045498593755184835,155.6452917635585,96.49476659758552,59.15052516597298
ORD-202511-05384,24/11/2025,CLI-2683,Estandar,Peru,Costa,Trujillo,Deportes,Cuerda,Online,Siempre activo,Primavera,1,0.07023806143829624,18.275637731529706,11.653990243330203,6.621647488199503
ORD-202503-05385,01/03/2025,CLI-5687,Estandar,Peru,Costa,Lima,Deportes,Mancuernas,Tienda,Siempre activo,Otoño,1,0.06719867007724531,71.25,47.826279350470976,23.419578358930913
ORD-202502-05386,08/02/2025,CLI-7711,Estandar,Chile,Centro,Valparaíso,Moda,Zapatillas,Online,Black Friday,Verano,2,0.21318673921801187,206.31707949349735,127.31615234640816,79.00092714708919
ORD-202411-05387,30/11/2024,CLI-6174,Estandar,Peru,Sierra,Cusco,Moda,Bolso,Online,Siempre activo,Primavera,1,0.0,115.41076381404754,70.88579589007637,44.524967923971175
ORD-202407-05388,27/07/2024,CLI-8589,Estandar,Peru,Sierra,Cusco,Hogar,Cafetera,Online,Temporada baja,Invierno,1,0.09026173815817998,101.37627732490202,65.86938157496981,35.50689574993221
ORD-202401-05389,22/01/2024,CLI-5181,Estandar,Peru,Sierra,Cusco,Electronica,Tablet,Online,Black Friday,Verano,3,0.16928027480496852,1005.2701606402545,719.9362280609167,285.3339325793378
ORD-202511-05390,08/11/2025,CLI-4976,Estandar,Colombia,Caribe,Barranquilla,Moda,Chaqueta,Tienda,Temporada baja,Primavera,1,0.11699882905119942,154.04426481001505,92.91127628296141,61.13298852705364
ORD-202509-05391,02/09/2025,CLI-4022,Premium,Peru,Costa,Lima,Deportes,Bicicleta,Tienda,Siempre activo,Primavera,1,0.022350261669284683,659.0801110954328,415.73366457139224,243.34644652404057
ORD-202407-05392,26/07/2024,CLI-1048,Premium,Chile,Centro,Valparaíso,Moda,Zapatillas,Online,Siempre activo,Invierno,1,0.08170905745599513,105.41,65.92012750481892,39.48610382437964
ORD-202401-05393,08/01/2024,CLI-5941,Premium,Colombia,Caribe,Barranquilla,Hogar,Aspiradora,Tienda,Siempre activo,Verano,2,0.057369282325620635,438.4676476129982,287.5557416820861,150.9119059309121
ORD-202512-05394,02/12/2025,CLI-9976,Estandar,Peru,Costa,Trujillo,Hogar,Lampara,Tienda,Siempre activo,Verano,1,0.07517951329127776,69.89102496424604,46.082875897925604,23.80814906632044
ORD-202511-05395,17/11/2025,CLI-2752,Estandar,Chile,Sur,Concepción,Hogar,Licuadora,Tienda,Siempre activo,Primavera,4,0.05287738202687336,418.68,269.23699173878595,149.44071024820772
ORD-202506-05396,12/06/2025,CLI-7285,Basico,Chile,Centro,Valparaíso,Moda,Bolso,Online,Temporada baja,Invierno,1,0.10063888300446307,62.13193594105112,36.26492839714586,25.86700754390526
ORD-202508-05397,24/08/2025,CLI-1276,Estandar,Peru,Sierra,Arequipa,Electronica,Parlante,Tienda,Siempre activo,Invierno,1,0.0940462128042387,117.58446042651453,85.95222650510766,31.632233921406865
ORD-202510-05398,14/10/2025,CLI-3870,Estandar,Peru,Sierra,Arequipa,Moda,Bolso,Online,Back to School,Primavera,2,0.10820081020272658,196.57834759261468,128.68241160286723,67.89593598974744
ORD-202510-05399,18/10/2025,CLI-7443,Basico,Peru,Sierra,Cusco,Hogar,Lampara,Tienda,Siempre activo,Primavera,1,0.0371440300764009,58.77,36.8795291631821,21.88686302548608
ORD-202406-05400,14/06/2024,CLI-3838,Estandar,Peru,Costa,Lima,Deportes,Bicicleta,Tienda,Siempre activo,Invierno,2,0.07605431556688375,819.838384297919,526.2870084242595,293.5513758736595
ORD-202505-05401,10/05/2025,CLI-3810,Estandar,Chile,Centro,Santiago,Electronica,Tablet,Tienda,Siempre activo,Otoño,5,0.030899130492145686,1880.7923301159055,1389.273137026321,491.51919308958463
ORD-202508-05402,12/08/2025,CLI-4118,Estandar,Chile,Centro,Santiago,Hogar,Licuadora,Tienda,Black Friday,Invierno,2,0.1995981453868696,133.29,81.30573068960796,51.98235240811
ORD-202503-05403,04/03/2025,CLI-9001,Premium,Peru,Sierra,Arequipa,Moda,Chaqueta,Online,Navidad,Otoño,4,0.1141526019607645,679.5132723764162,439.03283230761133,240.4804400688049
ORD-202406-05404,11/06/2024,CLI-6386,Estandar,Peru,Sierra,Arequipa,Deportes,Bicicleta,Online,Navidad,Invierno,1,0.11161931864431035,387.59,257.68528629390346,129.9010970403636
ORD-202412-05405,31/12/2024,CLI-7956,Estandar,Peru,Sierra,Arequipa,Hogar,Lampara,Tienda,Siempre activo,Verano,1,0.03945101393643007,72.71,48.97175455315038,23.741027564935372
ORD-202506-05406,09/06/2025,CLI-5290,Estandar,Chile,Norte,Antofagasta,Electronica,Tablet,Online,Siempre activo,Invierno,1,0.06515720354775043,253.35036269922597,178.22507201798695,75.12529068123902
ORD-202408-05407,26/08/2024,CLI-6330,Estandar,Chile,Centro,Valparaíso,Hogar,Licuadora,Online,Siempre activo,Invierno,1,0.03438313320398433,72.97815825278609,48.0390580967788,24.939100156007285
ORD-202403-05408,12/03/2024,CLI-6748,Premium,Colombia,Pacífico,Cali,Moda,Zapatillas,Online,Back to School,Otoño,1,0.10812088239305166,112.20156043644677,68.74169601120569,43.45986442524108
ORD-202503-05409,20/03/2025,CLI-3232,Estandar,Colombia,Caribe,Barranquilla,Moda,Zapatillas,Tienda,Siempre activo,Otoño,2,0.050924726218565926,218.77355379956913,143.02940888842159,75.74414491114754
ORD-202510-05410,16/10/2025,CLI-6035,Basico,Colombia,Andina,Medellín,Moda,Jeans,Tienda,Back to School,Primavera,2,0.03,159.00223147061777,105.5788299377221,53.42340153289567
ORD-202505-05411,23/05/2025,CLI-4295,Estandar,Mexico,Norte,Monterrey,Deportes,Guantes,Tienda,Back to School,Otoño,2,0.05238094001487044,65.59640393295687,45.586157702290976,20.0102462306659
ORD-202409-05412,25/09/2024,CLI-8702,Estandar,Mexico,Norte,Monterrey,Electronica,Audifonos,Online,Siempre activo,Primavera,2,0.014422273833625217,256.24607598749805,183.2632770052445,72.98279898225354
ORD-202502-05413,18/02/2025,CLI-9251,Premium,Peru,Sierra,Cusco,Moda,Zapatillas,Online,Siempre activo,Verano,1,0.026270588800971387,136.7261843192872,87.44217893586963,49.284005383417565
ORD-202409-05414,01/09/2024,CLI-7697,Basico,Mexico,Occidente,Guadalajara,Moda,Jeans,Tienda,Siempre activo,Primavera,1,0.07310003039471984,68.0196656887856,40.30324927964744,27.716416409138155
ORD-202511-05415,05/11/2025,CLI-1412,Basico,Mexico,Centro,CDMX,Deportes,Mancuernas,Online,Black Friday,Primavera,2,0.19821073004490358,98.90761483325875,66.18242868283771,32.72518615042104
ORD-202402-05416,29/02/2024,CLI-8275,Premium,Peru,Costa,Lima,Deportes,Mancuernas,Tienda,Navidad,Verano,3,0.09788963553083417,247.23676959698358,169.80125443250182,77.43551516448176
ORD-202401-05417,06/01/2024,CLI-6386,Premium,Peru,Costa,Lima,Hogar,Cafetera,Online,Siempre activo,Verano,2,0.10256748537412605,337.75,212.75580313134145,124.99016453631754
ORD-202512-05418,09/12/2025,CLI-5347,Estandar,Peru,Costa,Lima,Electronica,Parlante,Tienda,Navidad,Verano,2,0.10032507782096184,303.13,204.22812649697684,98.89790252420343
ORD-202507-05419,23/07/2025,CLI-5678,Estandar,Peru,Sierra,Cusco,Hogar,Licuadora,Tienda,Siempre activo,Invierno,4,,282.31826453502407,200.44596781986712,81.87229671515695
ORD-202502-05420,10/02/2025,CLI-3451,Basico,Chile,Sur,Concepción,Electronica,Parlante,Tienda,Siempre activo,Verano,1,0.07072129262963553,138.97,93.64580462868483,45.32557469498113
ORD-202408-05421,04/08/2024,CLI-2771,Estandar,Mexico,Norte,Monterrey,Deportes,Bicicleta,Online,Siempre activo,Invierno,4,0.04913826375618268,1474.0717341408792,949.246723264691,524.8250108761882
ORD-202401-05422,26/01/2024,CLI-7683,Estandar,Colombia,Andina,Medellín,Moda,Chaqueta,Tienda,Siempre activo,Verano,1,0.07055202386447751,162.51839940377243,96.6673300901148,65.85106931365763
ORD-202401-05423,05/01/2024,CLI-2743,Basico,Colombia,Caribe,Barranquilla,Deportes,Cuerda,Tienda,Navidad,Verano,2,0.10621876550932066,29.158860064156244,19.388758910443606,9.770101153712638
ORD-202506-05424,15/06/2025,CLI-1940,Estandar,Colombia,Caribe,Barranquilla,Hogar,Lampara,Online,Siempre activo,Invierno,2,0.04671327710767933,79.42,56.3902129569168,23.032622193670235
ORD-202501-05425,24/01/2025,CLI-3445,Estandar,Peru,Sierra,Cusco,Moda,Bolso,Tienda,Siempre activo,Verano,1,0.12208148511245785,102.23,65.25781592953498,36.97370386873864
ORD-202512-05426,10/12/2025,CLI-4002,Basico,Chile,Sur,Concepción,Electronica,Tablet,Online,Siempre activo,Verano,2,0.012577761700137975,597.9289281038413,411.88653568641047,186.0423924174308
ORD-202507-05427,24/07/2025,CLI-7814,Basico,Colombia,Pacífico,Cali,Moda,Jeans,Online,Siempre activo,Invierno,1,0.10212962349295794,50.514616649460045,31.436331507860633,19.078285141599412
ORD-202503-05428,23/03/2025,CLI-2159,Estandar,Colombia,Andina,Bogotá,Electronica,Audifonos,Online,Black Friday,Otoño,1,0.2057098594849892,101.99094811859703,67.06504378446934,34.925904334127694
ORD-202405-05429,25/05/2024,CLI-9662,Estandar,Peru,Sierra,Arequipa,Hogar,Licuadora,Tienda,Siempre activo,Otoño,1,0.05307173968378555,92.58496097756769,61.869594459634676,30.715366517933013
ORD-202501-05430,22/01/2025,CLI-6988,Estandar,Colombia,Caribe,Barranquilla,Moda,Chaqueta,Online,Navidad,Verano,2,0.15849257637629469,289.5954966122464,172.9907304089131,116.6047662033333
ORD-202409-05431,05/09/2024,CLI-5646,Premium,Mexico,Centro,Puebla,Electronica,Tablet,Online,Siempre activo,Primavera,1,0.01639670718221161,377.73232108391494,253.7495893220153,123.98273176189963
ORD-202506-05432,09/06/2025,CLI-3463,Estandar,Peru,Costa,Lima,Electronica,Parlante,Tienda,Siempre activo,Invierno,2,,230.76,164.25162001834678,66.51332527416332
ORD-202504-05433,06/04/2025,CLI-5121,Basico,Chile,Centro,Santiago,Deportes,Bicicleta,Tienda,Navidad,Otoño,1,0.15561696787445045,453.09387857452947,326.4736250005515,126.62025357397795
ORD-202401-05434,13/01/2024,CLI-6561,Estandar,Colombia,Andina,Medellín,Deportes,Guantes,Online,Temporada baja,Verano,1,0.1142889310087611,30.26,20.315424446813648,9.940383563267279
ORD-202501-05435,18/01/2025,CLI-7458,Estandar,Chile,Norte,Antofagasta,Moda,Chaqueta,Online,Temporada baja,Verano,2,,302.7702968665827,202.85609890061045,99.91419796597228
ORD-202507-05436,09/07/2025,CLI-1177,Basico,Peru,Sierra,Cusco,Hogar,Licuadora,Online,Siempre activo,Invierno,1,0.05801055495121967,60.215679308711536,42.7531323091852,17.46254699952634
ORD-202502-05437,02/02/2025,CLI-5704,Premium,Colombia,Pacífico,Cali,Moda,Jeans,Online,Black Friday,Verano,5,0.192667502511574,361.1726744333793,228.82311764132325,132.34955679205606
ORD-202401-05438,19/01/2024,CLI-7355,Premium,Colombia,Andina,Bogotá,Deportes,Mancuernas,Online,Back to School,Verano,1,0.08588716276974599,70.04172578741279,50.26675785475546,19.774967932657326
ORD-202507-05439,28/07/2025,CLI-2116,Basico,Colombia,Andina,Bogotá,Electronica,Audifonos,Tienda,Siempre activo,Invierno,1,0.023466109024500525,85.22692982461035,60.214165325820574,25.012764498789778
ORD-202505-05440,05/05/2025,CLI-1698,Basico,Colombia,Pacífico,Cali,Hogar,Cafetera,Tienda,Siempre activo,Otoño,2,0.07289281409879306,232.15,164.8233170667639,67.3221999286782
ORD-202502-05441,22/02/2025,CLI-8669,Estandar,Peru,Costa,Trujillo,Hogar,Licuadora,Online,Back to School,Verano,1,0.09058778651952967,85.64795693623991,55.37726836709072,30.270688569149186
ORD-202412-05442,02/12/2024,CLI-3916,Estandar,Colombia,Pacífico,Cali,Deportes,Mancuernas,Online,Siempre activo,Verano,3,0.023983617633405833,188.30098993289099,131.21076377782816,57.09022615506282
ORD-202502-05443,22/02/2025,CLI-8825,Estandar,Peru,Costa,Trujillo,Deportes,Mancuernas,Online,Siempre activo,Verano,2,0.05879100740987707,134.4202380219633,88.57803362320051,45.8422043987628
ORD-202509-05444,03/09/2025,CLI-2558,Estandar,Peru,Sierra,Cusco,Deportes,Bicicleta,Online,Siempre activo,Primavera,2,0.09874941864207858,973.3078050356534,658.6273812931968,314.6804237424566
ORD-202511-05445,05/11/2025,CLI-7553,Estandar,Peru,Costa,Trujillo,Deportes,Cuerda,Online,Siempre activo,Primavera,2,0.07923688254559227,40.62,26.494347268072616,14.128871157651538
ORD-202405-05446,01/05/2024,CLI-8108,Estandar,Colombia,Andina,Medellín,Electronica,Tablet,Tienda,Siempre activo,Otoño,2,0.05868943486751711,625.08005543568,425.4693295259491,199.61072590973095
ORD-202503-05447,07/03/2025,CLI-6627,Premium,Peru,Costa,Trujillo,Deportes,Cuerda,Online,Back to School,Otoño,1,0.08488652260379642,22.19,14.986153460836519,7.206980450359016
ORD-202402-05448,13/02/2024,CLI-7167,Estandar,Chile,Norte,Antofagasta,Deportes,Cuerda,Online,Siempre activo,Verano,1,0.07263488682625899,19.13,13.389764492198,5.738346614228421
ORD-202411-05449,12/11/2024,CLI-9966,Premium,Peru,Costa,Lima,Deportes,Cuerda,Online,Black Friday,Primavera,3,0.19128925284024714,57.05,40.87677242759462,16.16869448468084
ORD-202501-05450,15/01/2025,CLI-3180,Premium,Colombia,Pacífico,Cali,Hogar,Aspiradora,Tienda,Siempre activo,Verano,3,0.0018748952013451226,748.0314760222645,493.4859869400577,254.5454890822068
ORD-202405-05451,24/05/2024,CLI-1738,Basico,Peru,Costa,Lima,Deportes,Guantes,Online,Temporada baja,Otoño,1,0.0854270652670384,31.273849859399615,21.44628309469888,9.827566764700734
ORD-202411-05452,22/11/2024,CLI-4944,Premium,Peru,Sierra,Arequipa,Moda,Jeans,Online,Temporada baja,Primavera,3,0.1062739171411838,237.6965419924631,151.21813795109625,86.47840404136684
ORD-202412-05453,28/12/2024,CLI-8404,Premium,Colombia,Caribe,Barranquilla,Deportes,Guantes,Online,Siempre activo,Verano,1,0.13,37.43088987331061,24.389746264557267,13.041143608753345
ORD-202402-05454,19/02/2024,CLI-8099,Basico,Chile,Centro,Valparaíso,Deportes,Cuerda,Tienda,Siempre activo,Verano,1,0.013562942983542332,15.90,11.60904685457894,4.293757055803168
ORD-202403-05455,05/03/2024,CLI-8837,Estandar,Colombia,Pacífico,Cali,Electronica,Audifonos,Tienda,Siempre activo,Otoño,1,0.07686895055523656,118.50,81.15022792814727,37.35262580372077
ORD-202412-05456,20/12/2024,CLI-4222,Basico,Colombia,Caribe,Barranquilla,Moda,Jeans,Tienda,Temporada baja,Verano,1,0.10052667233815035,72.99,46.92521595543765,26.06315219940346
ORD-202406-05457,12/06/2024,CLI-4133,Estandar,Colombia,Andina,Medellín,Electronica,Audifonos,Online,Siempre activo,Invierno,1,0.035533729294158226,89.05065325895991,62.088400315275926,26.962252943683986
ORD-202405-05458,20/05/2024,CLI-3829,Estandar,Peru,Sierra,Cusco,Hogar,Aspiradora,Online,Temporada baja,Otoño,1,0.15168631120311465,212.57353188307118,139.83927018850721,72.73426169456397
ORD-202405-05459,07/05/2024,CLI-1999,Premium,Chile,Centro,Santiago,Hogar,Aspiradora,Online,Siempre activo,Otoño,2,0.09432937293747151,485.82889402624625,309.76861353598565,176.0602804902606
ORD-202502-05460,01/02/2025,CLI-1709,Basico,Mexico,Norte,Monterrey,Hogar,Lampara,Online,Temporada baja,Verano,1,0.10705372773520153,52.76161602981609,35.09366190895822,17.66795412085787
ORD-202504-05461,07/04/2025,CLI-7401,Estandar,Colombia,Caribe,Barranquilla,Deportes,Mancuernas,Tienda,Siempre activo,Otoño,1,0.0560969023878604,63.98298083796534,44.648736038411386,19.334244799553957
ORD-202407-05462,05/07/2024,CLI-9457,Estandar,Peru,Costa,Trujillo,Deportes,Guantes,Online,Siempre activo,Invierno,3,0.05978881906698285,89.16,60.888066864240095,28.27505771519362
ORD-202512-05463,20/12/2025,CLI-6577,Estandar,Colombia,Pacífico,Cali,Electronica,Parlante,Tienda,Siempre activo,Verano,1,0.05439436448465539,154.83016707563536,116.12262530672652,38.70754176890884
ORD-202407-05464,08/07/2024,CLI-6671,Estandar,Peru,Costa,Lima,Electronica,Audifonos,Tienda,Siempre activo,Invierno,1,0.10754800970899728,87.26,58.193397498748624,29.0691895771767
ORD-202501-05465,22/01/2025,CLI-3329,Premium,Chile,Centro,Valparaíso,Moda,Zapatillas,Online,Siempre activo,Verano,2,0.061836989069183196,277.70,177.93123214457952,99.76737262655129
ORD-202503-05466,04/03/2025,CLI-2767,Premium,Colombia,Andina,Bogotá,Moda,Jeans,Tienda,Siempre activo,Otoño,2,0.059591629639833193,174.48,99.45405250780914,75.02674136554023
ORD-202410-05467,10/10/2024,CLI-3832,Estandar,Colombia,Caribe,Barranquilla,Electronica,Audifonos,Tienda,Navidad,Primavera,1,0.12263593561587095,108.58,80.30797979536973,28.27392795988858
ORD-202408-05468,24/08/2024,CLI-2959,Estandar,Peru,Costa,Lima,Electronica,Parlante,Tienda,Black Friday,Invierno,1,0.20344068897541664,94.6620822898822,67.48535038257312,27.17673190730909
ORD-202407-05469,12/07/2024,CLI-8766,Estandar,Colombia,Caribe,Barranquilla,Deportes,Mancuernas,Online,Black Friday,Invierno,3,0.15000000000000002,130.54228050614046,89.64453255266696,40.8977479534735
ORD-202410-05470,13/10/2024,CLI-5147,Premium,Peru,Sierra,Arequipa,Hogar,Licuadora,Tienda,Back to School,Primavera,2,0.12015096656939231,199.3922554169587,141.5685013460407,57.823754070918
ORD-202405-05471,15/05/2024,CLI-2011,Estandar,Peru,Sierra,Arequipa,Moda,Bolso,Online,Siempre activo,Otoño,1,0.0449094772982917,107.8222059556092,62.43050075705744,45.39170519855177
ORD-202406-05472,19/06/2024,CLI-7444,Estandar,Colombia,Andina,Bogotá,Moda,Bolso,Online,Siempre activo,Invierno,1,0.034520305509840934,69.35366357109507,42.9883619067315,26.36530166436357
ORD-202406-05473,07/06/2024,CLI-7481,Premium,Colombia,Andina,Medellín,Deportes,Cuerda,Tienda,Siempre activo,Invierno,2,0.029089710394433612,33.23682247243627,21.69677816363644,11.540044308799832
ORD-202407-05474,19/07/2024,CLI-5141,Premium,Chile,Centro,Valparaíso,Deportes,Bicicleta,Online,Siempre activo,Invierno,2,0.032392513160446515,807.551910870928,563.6940115366652,243.8578993342628
ORD-202505-05475,01/05/2025,CLI-2798,Basico,Chile,Centro,Valparaíso,Electronica,Smartwatch,Online,Black Friday,Otoño,1,,119.62142484488896,79.28044234688711,40.34098249800185
ORD-202507-05476,10/07/2025,CLI-6479,Premium,Peru,Costa,Lima,Hogar,Cafetera,Online,Siempre activo,Invierno,2,0.0890652789123908,227.38,151.97943966114724,75.40247620080444
ORD-202508-05477,05/08/2025,CLI-5487,Estandar,Chile,Centro,Valparaíso,Deportes,Cuerda,Tienda,Black Friday,Invierno,1,0.240997862818509,11.31,7.533024345248851,3.7744089962478284
ORD-202505-05478,18/05/2025,CLI-7121,Premium,Mexico,Occidente,Guadalajara,Deportes,Cuerda,Online,Siempre activo,Otoño,1,,16.83,11.12388869326715,5.710852368681104
ORD-202501-05479,05/01/2025,CLI-4203,Estandar,Peru,Sierra,Cusco,Electronica,Parlante,Online,Siempre activo,Verano,4,0.006552885435518706,640.8757513458943,420.65618921035735,220.21956213553693
ORD-202404-05480,12/04/2024,CLI-5642,Premium,Chile,Sur,Concepción,Hogar,Cafetera,Online,Navidad,Otoño,2,0.14045489441290993,282.91,199.0299048607716,83.8771403851733
ORD-202405-05481,04/05/2024,CLI-5076,Estandar,Mexico,Norte,Monterrey,Hogar,Cafetera,Tienda,Siempre activo,Otoño,1,0.02516083222433486,130.84961405120868,92.32238317769345,38.52723087351522
ORD-202411-05482,08/11/2024,CLI-8450,Estandar,Peru,Sierra,Arequipa,Electronica,Smartwatch,Tienda,Siempre activo,Primavera,1,0.013750266205371876,205.1043109692434,151.62691552717578,53.4773954420676
ORD-202504-05483,02/04/2025,CLI-8025,Estandar,Chile,Sur,Concepción,Moda,Jeans,Online,Black Friday,Otoño,1,0.18148762986074476,73.58,47.04432226290203,26.540657947294065
ORD-202408-05484,17/08/2024,CLI-2794,Premium,Colombia,Pacífico,Cali,Electronica,Audifonos,Online,Back to School,Invierno,1,0.0990398289996897,96.68,71.96144808538494,24.721245580159845
ORD-202510-05485,19/10/2025,CLI-2034,Estandar,Peru,Sierra,Cusco,Moda,Jeans,Online,Siempre activo,Primavera,2,0.06672828403750931,139.82,90.64125505526961,49.17927357811247
ORD-202407-05486,15/07/2024,CLI-3881,Premium,Peru,Costa,Trujillo,Moda,Bolso,Online,Siempre activo,Invierno,2,0.07665995202023974,145.68249042747163,91.55946195381044,54.12302847366119
ORD-202502-05487,26/02/2025,CLI-9330,Estandar,Colombia,Pacífico,Cali,Hogar,Aspiradora,Online,Black Friday,Verano,2,0.17202111115316754,401.95,279.1908695093873,122.76356717067569
ORD-202507-05488,25/07/2025,CLI-4662,Estandar,Colombia,Andina,Bogotá,Electronica,Smartwatch,Tienda,Siempre activo,Invierno,2,0.042889376217219395,265.91,179.04996709744862,86.85744192868415
ORD-202509-05489,01/09/2025,CLI-4842,Premium,Peru,Sierra,Arequipa,Hogar,Lampara,Online,Siempre activo,Primavera,1,0.04700413574429244,66.0635843458006,44.15016430336193,21.913420042438673
ORD-202406-05490,19/06/2024,CLI-2257,Basico,Peru,Costa,Trujillo,Deportes,Bicicleta,Tienda,Siempre activo,Invierno,1,0.0836114389570677,401.60406526553146,262.63312468984964,138.97094057568182
ORD-202501-05491,16/01/2025,CLI-8565,Basico,Colombia,Caribe,Barranquilla,Deportes,Mancuernas,Tienda,Siempre activo,Verano,1,0.04066796993972986,62.16,40.48556713497841,21.676172267777417
ORD-202406-05492,21/06/2024,CLI-3819,Premium,Peru,Sierra,Arequipa,Hogar,Cafetera,Online,Siempre activo,Invierno,2,0.05978516249891439,256.71923253400576,171.23369812079503,85.48553441321073
ORD-202510-05493,24/10/2025,CLI-8811,Basico,Chile,Centro,Valparaíso,Deportes,Guantes,Tienda,Siempre activo,Primavera,3,0.03559052579223091,111.06987821656566,72.26712617831294,38.80275203825272
ORD-202503-05494,28/03/2025,CLI-6212,Estandar,Chile,Centro,Santiago,Hogar,Lampara,Tienda,Navidad,Otoño,1,0.1290166301887961,61.51,39.78325410824722,21.728608471906398
ORD-202412-05495,15/12/2024,CLI-6672,Estandar,Chile,Centro,Valparaíso,Electronica,Parlante,Online,Navidad,Verano,2,0.13758790473718938,241.10,167.46897500262133,73.62811008567081
ORD-202509-05496,25/09/2025,CLI-3094,Estandar,Colombia,Pacífico,Cali,Electronica,Audifonos,Tienda,Siempre activo,Primavera,1,0.03375013950377764,118.51416430028004,86.50498760673995,32.0091766935401
ORD-202505-05497,08/05/2025,CLI-3301,Estandar,Chile,Centro,Santiago,Deportes,Guantes,Online,Siempre activo,Otoño,1,0.02815362255141776,36.362140571805725,24.29678793712294,12.065352634682785
ORD-202509-05498,11/09/2025,CLI-5553,Estandar,Chile,Centro,Santiago,Moda,Jeans,Tienda,Navidad,Primavera,4,0.09700741151183805,344.9938621250169,207.8744653204218,137.1193968045951
ORD-202401-05499,04/01/2024,CLI-9905,Basico,Colombia,Andina,Medellín,Electronica,Parlante,Tienda,Siempre activo,Verano,2,0.06657942020896354,244.04305243511808,178.548335456637,65.49471697848108
ORD-202404-05500,02/04/2024,CLI-7413,Premium,Peru,Sierra,Arequipa,Moda,Chaqueta,Online,Siempre activo,Otoño,1,0.11614492875577902,174.95,110.789177581883,64.15652742517432
ORD-202401-05501,06/01/2024,CLI-1830,Estandar,Peru,Costa,Trujillo,Hogar,Cafetera,Tienda,Siempre activo,Verano,1,0.0,153.10933879493277,104.17378393749665,48.93555485743612
ORD-202410-05502,14/10/2024,CLI-8225,Premium,Chile,Centro,Valparaíso,Moda,Zapatillas,Tienda,Black Friday,Primavera,1,0.21961973504650517,114.9128231835692,76.45435392789761,38.45846925567159
ORD-202509-05503,09/09/2025,CLI-3117,Estandar,Peru,Costa,Lima,Electronica,Audifonos,Online,Black Friday,Primavera,1,0.21194440012385232,103.93,68.47502794649276,35.45233565146496
ORD-202405-05504,25/05/2024,CLI-2248,Premium,Mexico,Centro,Puebla,Deportes,Mancuernas,Online,Back to School,Otoño,3,0.05225984718732589,196.8261247004993,131.25367652480335,65.57244817569594
ORD-202502-05505,27/02/2025,CLI-8317,Estandar,Mexico,Norte,Monterrey,Electronica,Parlante,Tienda,Siempre activo,Verano,1,0.09154947939164354,125.5923909430091,87.93132928549741,37.66106165751168
ORD-202508-05506,30/08/2025,CLI-4806,Premium,Peru,Costa,Trujillo,Hogar,Cafetera,Online,Temporada baja,Invierno,2,0.11664490122717609,204.06305118897333,128.91113426573696,75.15191692323637
ORD-202504-05507,01/04/2025,CLI-4230,Basico,Chile,Sur,Concepción,Moda,Jeans,Online,Siempre activo,Otoño,1,0.031204811880919035,71.27,44.037541290290896,27.232090193297516
ORD-202407-05508,20/07/2024,CLI-6820,Premium,Colombia,Pacífico,Cali,Moda,Bolso,Online,Black Friday,Invierno,2,0.20697388688704407,139.4704902312693,85.68983397271403,53.78065625855528
ORD-202407-05509,30/07/2024,CLI-6050,Estandar,Peru,Costa,Lima,Hogar,Cafetera,Online,Siempre activo,Invierno,1,0.03296423455167724,101.70139978103724,65.759577658849,35.94182212218824
ORD-202401-05510,06/01/2024,CLI-8761,Basico,Peru,Costa,Lima,Deportes,Guantes,Online,Siempre activo,Verano,2,0.09634755770081901,66.18795686317983,43.560653508867716,22.62730335431212
ORD-202509-05511,15/09/2025,CLI-7197,Premium,Peru,Sierra,Cusco,Electronica,Audifonos,Online,Siempre activo,Primavera,1,0.04640760023763073,138.36,95.84610756950433,42.51528081930395
ORD-202501-05512,10/01/2025,CLI-5609,Estandar,Peru,Costa,Trujillo,Hogar,Licuadora,Tienda,Siempre activo,Verano,1,0.03434882386252677,93.547655755886,66.28216327114673,27.26549248473927
ORD-202503-05513,22/03/2025,CLI-7847,Estandar,Mexico,Occidente,Guadalajara,Deportes,Cuerda,Online,Temporada baja,Otoño,1,0.10401673108603172,15.460406844386174,10.029682392653253,5.430724451732921
ORD-202404-05514,15/04/2024,CLI-1204,Premium,Chile,Norte,Antofagasta,Deportes,Guantes,Online,Siempre activo,Otoño,1,0.04474952683941668,43.43,30.936907968068414,12.496046709332251
ORD-202510-05515,12/10/2025,CLI-1603,Estandar,Peru,Costa,Lima,Moda,Jeans,Online,Siempre activo,Primavera,2,0.06676468241008168,152.2248309552364,100.30657285653587,51.918258098700534
ORD-202502-05516,04/02/2025,CLI-7037,Estandar,Chile,Norte,Antofagasta,Hogar,Lampara,Online,Siempre activo,Verano,2,0.09106972263542262,113.9417433338539,76.43663277563553,37.50511055821838
