customer_id,country,city,segment,signup_date,last_activity_date,device_os,plan_type,monthly_fee_usd,orders_90d,avg_order_value_usd,total_spend_90d_usd,support_tickets_90d,satisfaction_score,coupon_used,preferred_category,churned,age,monthly_fee_raw,last_activity_raw
C002576,Chile,La Serena,Retail,2025-04-11,2026-01-11,Windows,Enterprise,182.89,4,31.0,123.99,0,3.7,no,Hogar,0,,182.89,2026-01-11
C002577,Chile,La Serena,Enterprise,2025-04-27,2026-05-29,Android,Basic,29.43,13,19.0,247.05,0,3.4,yes,Hogar,0,23.0,29.43,2026-05-29
C002578,México,Monterrey,SMB,2024-12-20,2025-03-31,Android,Basic,27.31,12,25.9,310.75,1,4.2,no,Alimentos,1,37.0,27.31,2025-03-31
C002579,Argentina,Mendoza,Retail,2024-05-22,2024-08-02,Android,Basic,25.54,1,47.48,47.48,0,4.6,no,Hogar,1,35.0,25.54,2024-08-02
C002580,Perú,Cusco,Enterprise,2024-08-29,2025-08-29,Windows,Basic,22.03,14,22.91,320.7,1,3.1,yes,Hogar,1,16.0,22.03,2025-08-29
C002581,México,Puebla,Retail,2025-01-14,2025-03-12,macOS,Plus,49.3,0,31.17,0.0,0,3.8,yes,Moda,1,38.0,49.3,2025-03-12
C002582,México,Guadalajara,Enterprise,2024-03-22,2024-03-22,Windows,Basic,31.19,21,50.28,1055.83,1,4.2,no,Belleza,1,29.0,31.19,2024-03-22
C002583,Colombia,Cali,Retail,2025-03-17,2026-04-11,Android,Pro,71.9,1,37.74,37.74,0,3.7,no,Deportes,0,38.0,71.9,2026-04-11
C002584,Colombia,Bogotá,Retail,2024-08-13,2025-09-12,Android,Enterprise,168.75,1,29.62,29.62,0,4.5,yes,Alimentos,0,37.0,168.75,2025-09-12
C002585,Colombia,Cali,Retail,2024-10-14,2024-10-21,iOS,Plus,42.8,4,27.57,110.27,0,5.0,no,Electrónica,1,38.0,42.8,2024-10-21
C002586,México,Guadalajara,SMB,2025-07-11,2025-10-05,Android,Basic,30.05,2,15.19,30.38,1,4.0,yes,Moda,0,28.0,30.05,2025-10-05
C002587,Perú,Trujillo,Retail,2024-09-14,2025-02-25,iOS,Basic,24.39,5,21.73,108.66,0,4.8,no,Hogar,0,41.0,24.39,2025-02-25
C002588,Colombia,Cali,SMB,2024-11-08,2025-01-31,Android,Pro,71.1,2,47.36,94.71,0,3.4,no,Hogar,1,16.0,71.1,2025-01-31
C002589,Argentina,Mendoza,Retail,2024-09-01,2025-02-17,iOS,Plus,46.16,6,79.55,477.33,0,4.0,no,Hogar,0,27.0,46.16,2025-02-17
C002590,Colombia,Cali,Enterprise,2024-12-30,2025-02-20,iOS,Pro,79.57,14,29.97,419.64,0,5.0,yes,Belleza,1,27.0,79.57,2025-02-20
C002591,Colombia,Cali,Retail,2024-07-03,2024-10-21,Windows,Basic,24.03,2,27.34,54.67,0,4.7,no,Juguetes,1,32.0,24.03,2024-10-21
C002592,Perú,Cusco,Retail,2025-07-02,2025-09-18,iOS,Plus,48.53,3,21.03,63.1,1,5.0,no,Electrónica,0,25.0,48.53,2025-09-18
C002593,México,Puebla,Retail,2024-05-10,2024-12-26,iOS,Basic,23.74,2,22.39,44.78,0,4.3,no,Hogar,1,25.0,23.74,2024-12-26
C002594,México,Puebla,Retail,2025-09-26,2026-07-10,Android,Plus,50.53,5,31.71,158.54,0,4.4,yes,Hogar,0,25.0,50.53,2026-07-10
C002595,Colombia,Bogotá,Retail,2024-08-04,2025-06-17,Windows,Pro,81.21,2,33.68,67.36,1,3.6,no,Alimentos,0,45.0,81.21,2025-06-17
C002596,Colombia,Cali,Retail,2024-03-15,2024-08-17,iOS,Basic,27.31,1,22.77,22.77,1,4.6,no,Belleza,1,32.0,27.31,2024-08-17
C002597,,Córdoba,Retail,2025-08-13,2025-11-14,Android,Pro,67.7,6,13.2,79.19,0,3.8,no,Electrónica,1,36.0,67.7,2025-11-14
C002598,Colombia,Bogotá,Retail,2024-08-23,2025-05-06,Android,Basic,23.53,2,38.0,76.01,2,4.8,yes,Juguetes,1,37.0,23.53,2025-05-06
C002599,Colombia,Medellín,Retail,2024-04-20,2025-01-04,macOS,Basic,21.27,3,16.57,49.7,0,2.9,no,Belleza,0,17.0,21.27,2025-01-04
C002600,México,Puebla,Enterprise,2024-04-15,2025-02-05,Android,Plus,37.14,8,38.16,305.29,1,4.1,no,Belleza,1,21.0,37.14,2025-02-05
C002601,Perú,Lima,Retail,2025-01-24,2025-10-25,macOS,Basic,30.51,4,29.47,117.89,0,4.7,no,Belleza,1,28.0,30.51,2025-10-25
C002602,Colombia,Barranquilla,SMB,2024-07-09,2025-02-28,iOS,Basic,33.01,11,42.21,464.33,0,5.0,yes,Hogar,1,32.0,33.01,2025-02-28
C002603,Colombia,Bogotá,Retail,2024-11-27,2025-12-24,Android,Basic,32.05,2,22.19,44.38,1,3.7,no,Belleza,0,22.0,32.05,2025-12-24
C002604,Colombia,Barranquilla,Retail,2024-08-11,2025-02-15,Android,Plus,53.27,2,74.55,149.09,2,4.0,no,Deportes,1,38.0,53.27,2025-02-15
C002605,Perú,Arequipa,Retail,2024-03-12,2024-03-23,macOS,Basic,24.9,7,12.83,89.8,1,3.9,no,Electrónica,1,35.0,24.9,2024-03-23
C002606,Argentina,Córdoba,Retail,2024-08-21,2024-09-18,iOS,Pro,74.65,1,35.55,35.55,0,4.9,no,Hogar,1,26.0,74.65,2024-09-18
C002607,México,Monterrey,Retail,2025-04-12,2026-05-06,Android,Basic,21.5,1,7.73,7.73,0,4.1,no,Moda,0,28.0,21.5,2026-05-06
C002608,Argentina,Buenos Aires,Retail,2024-03-07,2025-01-26,Android,Plus,46.83,2,21.91,43.82,0,3.2,yes,Deportes,1,31.0,46.83,2025-01-26
C002609,Chile,Santiago,Retail,2025-08-11,2026-08-18,iOS,Basic,23.3,2,29.05,58.1,0,4.0,yes,Moda,0,,23.3,2026-08-18
C002610,Perú,Lima,Retail,2024-06-07,2025-04-21,Linux,Basic,29.13,6,14.76,88.54,0,4.2,yes,Alimentos,1,30.0,29.13,2025-04-21
C002611,Argentina,Buenos Aires,Retail,2025-03-03,2025-03-21,Android,Basic,24.98,5,43.92,219.6,0,3.0,no,Juguetes,1,35.0,24.98,2025-03-21
C002612,Chile,Concepción,SMB,2025-11-08,2026-06-11,iOS,Basic,27.8,3,18.41,55.23,1,4.5,no,Juguetes,0,46.0,27.8,2026-06-11
C002613,Perú,Arequipa,Retail,2024-06-09,2024-08-16,Android,Basic,28.25,2,38.71,77.41,3,3.1,no,Hogar,1,30.0,28.25,2024-08-16
C002614,México,Monterrey,SMB,2025-01-10,2025-01-20,Android,Plus,44.87,6,9.41,56.47,1,3.7,no,Hogar,1,33.0,44.87,2025-01-20
C002615,Colombia,Bogotá,SMB,2025-07-14,2026-08-05,Android,Basic,25.98,5,20.47,102.33,0,3.8,yes,Hogar,0,20.0,25.98,2026-08-05
C002616,Perú,Trujillo,Retail,2025-01-06,2025-12-27,iOS,Basic,22.9,1,24.16,24.16,1,4.8,no,Electrónica,0,0.0,22.9,2025-12-27
C002617,Colombia,Medellín,Retail,2024-10-17,2025-07-20,Android,Plus,37.73,0,27.42,0.0,0,4.3,no,Moda,0,17.0,37.73,2025-07-20
C002618,México,Puebla,Retail,2024-08-22,2025-04-18,Android,Plus,48.05,6,21.22,127.31,1,4.8,no,Deportes,1,27.0,48.05,2025-04-18
C002619,Chile,Concepción,Retail,2024-10-23,2025-01-24,Android,Basic,25.22,4,63.21,252.82,1,2.9,no,Deportes,1,29.0,25.22,2025-01-24
C002620,Colombia,Medellín,SMB,2025-11-26,2026-05-31,iOS,Plus,38.83,4,50.07,200.3,1,4.0,yes,Moda,0,20.0,38.83,2026-05-31
C002621,Argentina,Córdoba,SMB,2025-04-27,2025-12-17,Android,Plus,54.3,7,36.0,252.02,1,4.5,no,Moda,0,37.0,54.3,2025-12-17
C002622,Chile,Santiago,SMB,2024-06-28,2025-03-12,iOS,Plus,,3,38.74,116.21,0,4.2,yes,Alimentos,1,39.0,,2025-03-12
C002623,Argentina,Mendoza,SMB,2024-03-25,2024-12-10,iOS,Basic,20.67,10,42.98,429.82,0,3.8,yes,Alimentos,1,47.0,20.67,2024-12-10
C002624,Argentina,Buenos Aires,Retail,2025-04-21,2025-06-05,Windows,Basic,26.59,1,36.0,36.0,1,3.5,yes,Belleza,1,,26.59,2025-06-05
C002625,México,Puebla,Retail,2025-11-03,2026-07-12,iOS,Plus,46.57,6,15.16,90.94,0,2.5,no,Electrónica,0,23.0,46.57,2026-07-12
C002626,Colombia,Medellín,Retail,2025-11-30,2026-09-18,Android,Basic,20.61,3,30.02,90.07,2,4.4,no,Deportes,0,44.0,20.61,2026-09-18
C002627,Colombia,Bogotá,Retail,2025-10-22,2026-09-22,iOS,Pro,72.71,3,24.48,73.44,0,5.0,no,Juguetes,0,46.0,72.71,2026-09-22
C002628,Colombia,Bogotá,Retail,2024-01-18,2024-07-21,Windows,Plus,47.65,3,41.31,123.92,1,4.1,yes,Hogar,1,39.0,47.65,2024-07-21
C002629,Argentina,Córdoba,Retail,2024-07-17,2024-12-11,iOS,Pro,67.5,3,22.94,68.83,0,4.0,yes,Electrónica,1,23.0,67.5,2024-12-11
C002630,México,Monterrey,SMB,2024-12-22,2026-01-11,Android,Plus,43.73,7,59.5,416.48,0,4.1,no,Hogar,0,35.0,43.73,2026-01-11
C002631,Colombia,Bogotá,Retail,2024-08-24,2025-09-14,iOS,Basic,,2,43.19,86.38,0,4.3,no,Belleza,0,22.0,,2025-09-14
C002632,México,Monterrey,SMB,2025-08-31,2025-09-12,Android,Basic,37.54,4,21.07,84.27,0,3.4,no,Moda,0,20.0,37.54,2025-09-12
C002633,Argentina,Buenos Aires,Retail,2025-05-18,2026-02-16,macOS,Plus,45.99,4,20.01,80.06,0,3.1,yes,Moda,0,26.0,45.99,2026-02-16
C002634,México,Guadalajara,Retail,2025-11-24,2026-07-31,iOS,Pro,70.63,3,19.31,57.94,1,4.2,no,Hogar,0,27.0,70.63,2026-07-31
C002635,Colombia,Cali,SMB,2025-09-01,2026-02-14,Windows,Basic,21.65,4,47.91,191.63,2,4.6,no,Alimentos,0,,21.65,2026-02-14
C002636,Argentina,Buenos Aires,Retail,2024-01-31,2024-12-15,Windows,Basic,22.52,4,25.32,101.29,0,4.0,no,Deportes,1,30.0,22.52,2024-12-15
C002637,Chile,Valparaíso,SMB,2025-01-20,2025-02-21,iOS,Plus,41.44,6,23.49,140.95,0,4.4,yes,Belleza,1,29.0,41.44,2025-13-40
C002638,México,Puebla,Retail,2025-11-26,2026-12-22,Android,Basic,21.51,1,52.9,52.9,1,4.9,no,Deportes,0,38.0,21.51,2026-12-22
C002639,México,Puebla,Enterprise,2025-05-20,2025-11-17,Windows,Plus,46.35,10,20.96,209.58,0,4.3,no,Electrónica,0,34.0,46.35,2025-11-17
C002640,Chile,Valparaíso,Retail,2024-01-21,2025-01-18,Windows,Plus,46.6,3,31.92,95.76,1,4.9,no,Belleza,0,999.0,46.6,2025-01-18
C002641,Chile,Valparaíso,Retail,2024-02-26,2024-04-15,macOS,Basic,24.0,3,36.01,108.03,0,3.2,no,Electrónica,1,28.0,24.0,2024-04-15
C002642,Argentina,,Retail,2025-09-23,2026-10-07,iOS,Enterprise,182.07,0,41.14,0.0,1,3.3,yes,Electrónica,0,35.0,182.07,2026-10-07
C002643,Colombia,Barranquilla,Retail,2024-04-11,2024-10-21,iOS,Basic,21.22,1,8.66,8.66,1,4.9,yes,Deportes,1,35.0,21.22,2024-10-21
C002644,México,Monterrey,Retail,2025-02-23,2025-04-29,Android,Basic,18.8,2,29.48,58.96,1,3.9,no,Alimentos,1,32.0,18.8,2025-04-29
C002645,Argentina,Mendoza,Retail,2025-11-02,2025-11-19,macOS,Basic,24.34,0,41.32,0.0,0,4.3,yes,Moda,0,32.0,24.34,2025-11-19
C002646,Perú,Cusco,Retail,2025-04-22,2026-03-15,Android,Pro,73.33,2,20.38,40.75,0,3.9,no,Hogar,0,30.0,73.33,2026-03-15
C002647,México,Monterrey,SMB,2025-09-25,2026-04-09,Android,Plus,38.17,8,15.21,121.69,0,4.2,no,Electrónica,0,56.0,38.17,2026-04-09
C002648,Colombia,Cali,SMB,2024-06-08,2025-06-29,iOS,Basic,23.07,5,27.84,139.18,1,3.0,yes,Deportes,0,25.0,23.07,2025-06-29
C002649,Colombia,Bogotá,Retail,2024-12-12,2025-02-06,Android,Basic,35.71,3,20.85,62.55,0,3.7,no,Electrónica,1,33.0,35.71,2025-02-06
C002650,Colombia,Medellín,SMB,2024-01-28,2024-06-10,iOS,Pro,70.55,5,26.27,-131.36,1,4.4,yes,Belleza,1,,70.55,2024-06-10
C002651,Colombia,Medellín,Retail,2025-10-06,2026-03-21,macOS,Basic,21.29,1,20.49,20.49,4,5.0,no,Moda,0,16.0,21.29,2026-03-21
C002652,México,Monterrey,SMB,2024-09-29,2025-10-12,Linux,Basic,30.97,7,20.56,143.93,0,3.8,yes,Hogar,0,31.0,30.97,2025-10-12
C002653,Perú,Arequipa,Retail,2025-07-21,2025-09-01,Android,Basic,24.7,3,30.97,92.92,1,4.3,yes,Moda,0,40.0,24.7,2025-09-01
C002654,Perú,Cusco,Retail,2025-11-13,2026-05-01,Android,Basic,31.87,1,7.29,7.29,0,5.0,no,Alimentos,1,28.0,31.87,2026-05-01
C002655,Chile,Santiago,Retail,2025-05-25,2026-06-25,macOS,Plus,47.06,2,50.3,100.61,1,4.7,yes,Belleza,0,46.0,47.06,2026-06-25
C002656,Argentina,Mendoza,Enterprise,2024-01-10,2024-01-24,Android,Basic,32.6,18,20.43,367.69,0,4.7,no,Juguetes,1,35.0,32.6,2024-01-24
C002657,Perú,Trujillo,Retail,2024-04-19,2024-04-21,Android,Basic,33.23,2,30.63,61.25,0,4.6,yes,Moda,1,43.0,33.23,2024-04-21
C002658,Colombia,Cali,Retail,2024-09-09,2025-02-09,Windows,Basic,28.04,1,16.94,16.94,1,4.5,no,Hogar,1,35.0,28.04,2025-02-09
C002659,Colombia,Barranquilla,Retail,2025-10-24,2026-03-30,iOS,Basic,29.23,3,40.13,120.4,1,3.7,no,Belleza,0,21.0,29.23,2025-13-40
C002660,Argentina,Córdoba,Retail,2024-05-16,2024-11-29,iOS,Basic,33.93,4,32.09,128.36,2,5.0,no,Alimentos,1,0.0,33.93,2024-11-29
C002661,México,CDMX,Retail,2024-09-11,2024-09-14,iOS,Basic,20.29,4,30.87,123.5,1,5.0,yes,Electrónica,1,23.0,20.29,2024-09-14
C002662,México,Puebla,Retail,2024-10-03,2025-01-26,Android,Plus,47.16,1,83.81,83.81,1,4.2,no,Juguetes,0,18.0,47.16,2025-01-26
C002663,Perú,Lima,Retail,2024-11-23,2025-10-01,Android,Enterprise,179.56,5,28.69,143.45,2,3.6,yes,Alimentos,1,,179.56,2025-10-01
C002664,Colombia,Cali,SMB,2024-04-01,2024-07-07,iOS,Pro,73.34,2,23.27,46.55,0,5.0,no,Belleza,1,29.0,73.34,2024-07-07
C002665,Perú,Trujillo,SMB,2025-06-28,2025-09-29,iOS,Basic,24.81,2,7.37,14.73,1,4.0,yes,Deportes,0,35.0,24.81,2025-09-29
C002666,México,CDMX,Retail,2024-01-03,2024-08-21,iOS,Basic,17.25,7,24.97,174.82,1,4.0,no,Hogar,1,44.0,17.25,2024-08-21
C002667,Colombia,Medellín,Retail,2025-06-10,2025-07-09,Linux,Pro,74.7,6,36.08,216.45,1,3.5,no,Belleza,1,28.0,74.7,2025-07-09
C002668,,Bogotá,SMB,2024-03-26,2024-08-02,macOS,Basic,24.3,6,20.55,123.29,1,3.2,yes,Alimentos,1,28.0,24.3,2024-08-02
C002669,Chile,Santiago,Retail,2025-09-27,2026-06-26,Linux,Pro,68.69,3,40.72,122.17,0,4.0,no,Electrónica,0,23.0,68.69,2026-06-26
C002670,Argentina,Mendoza,SMB,2024-12-25,2025-05-14,Android,Basic,12.17,8,18.07,144.56,2,3.6,no,Belleza,0,42.0,12.17,2025-05-14
C002671,Argentina,Mendoza,SMB,2025-10-19,2026-05-13,Windows,Pro,62.14,6,18.3,109.79,0,4.1,yes,Juguetes,0,41.0,62.14,2026-05-13
C002672,Colombia,Barranquilla,SMB,2024-12-06,2025-11-27,iOS,Pro,66.14,3,54.22,162.65,0,3.9,no,Deportes,0,16.0,66.14,2025-11-27
C002673,Perú,Trujillo,Retail,2024-01-05,2024-04-20,iOS,Plus,43.52,4,25.15,100.58,1,3.2,no,Belleza,1,30.0,43.52,2024-04-20
C002674,Chile,Valparaíso,Retail,2024-11-02,2025-02-20,Windows,Pro,76.79,4,67.48,269.94,0,4.8,no,Belleza,1,31.0,76.79,2025-02-20
C002675,Perú,Trujillo,SMB,2024-03-31,2024-10-02,Windows,Basic,21.72,5,34.64,173.18,0,4.9,no,Belleza,1,31.0,21.72,2024-10-02
C002676,Argentina,Córdoba,Retail,2024-12-20,2025-07-14,Windows,Enterprise,187.0,1,24.9,24.9,0,4.7,no,Electrónica,1,33.0,187.0,2025-07-14
C002677,México,Guadalajara,Retail,2024-07-03,2024-11-27,Android,Basic,32.93,5,31.72,158.62,0,4.1,no,Moda,1,27.0,32.93,2024-11-27
C002678,México,Monterrey,SMB,2025-11-08,2026-11-16,macOS,Pro,74.89,8,13.13,105.01,1,5.0,no,Juguetes,0,16.0,74.89,2026-11-16
C002679,Colombia,Cali,Retail,2024-03-04,2024-03-30,iOS,Plus,45.02,2,18.88,37.75,0,4.3,no,Alimentos,1,16.0,45.02,2024-03-30
C002680,Colombia,Bogotá,Retail,2025-06-24,2025-08-30,iOS,Basic,26.27,6,40.39,242.35,1,4.1,no,Electrónica,0,16.0,26.27,2025-08-30
C002681,Perú,Lima,Retail,2024-07-03,2025-04-27,Android,Basic,30.86,5,19.47,97.34,1,3.8,no,Belleza,0,28.0,30.86,2025-04-27
C002682,Colombia,Barranquilla,Retail,2024-08-25,2024-12-04,iOS,Basic,30.94,4,18.83,75.31,0,4.9,no,Deportes,0,22.0,30.94,2024-12-04
C002683,Perú,Trujillo,SMB,2025-05-20,2025-12-26,Windows,Basic,25.94,3,27.09,81.26,0,3.8,no,Hogar,0,34.0,25.94,2025-12-26
C002684,Colombia,Bogotá,Retail,2024-06-09,2024-09-25,Windows,Enterprise,181.41,2,19.35,38.71,0,4.4,yes,Juguetes,1,28.0,181.41,2024-09-25
C002685,México,CDMX,Retail,2024-07-30,2025-02-27,macOS,Plus,42.3,4,27.07,108.28,1,3.3,no,Belleza,1,26.0,42.3,2025-02-27
C002686,Perú,Lima,Retail,2024-01-26,2024-05-27,macOS,Enterprise,185.61,4,18.98,75.92,0,4.3,no,Juguetes,1,29.0,185.61,2024-05-27
C002687,Colombia,Medellín,Retail,2024-06-14,2025-06-26,Android,Basic,14.19,3,25.89,77.66,0,4.8,no,Moda,0,33.0,14.19,2025-06-26
C002688,México,Monterrey,Retail,2025-02-19,2025-12-01,Android,Plus,42.9,2,33.53,67.07,0,3.4,no,Moda,0,34.0,42.9,2025-12-01
C002689,Perú,Trujillo,SMB,2025-11-29,2026-03-11,macOS,Basic,25.82,7,36.05,252.36,1,2.2,yes,Moda,0,,25.82,2026-03-11
C002690,Colombia,,Retail,2024-12-15,2024-12-16,iOS,Basic,34.69,2,21.41,42.81,0,3.7,no,Hogar,1,41.0,34.69,2024-12-16
C002691,Colombia,Barranquilla,SMB,2024-03-02,2025-02-15,Android,Pro,64.78,12,11.05,132.58,1,3.3,no,Deportes,1,27.0,64.78,2025-02-15
C002692,Argentina,Mendoza,SMB,2025-09-23,2026-09-25,iOS,Basic,15.17,3,28.7,86.1,3,5.0,no,Moda,0,27.0,15.17,2026-09-25
C002693,Colombia,Barranquilla,Retail,2024-10-03,2025-09-03,macOS,Basic,20.91,4,11.01,44.03,1,3.1,no,Moda,0,37.0,20.91,2025-09-03
C002694,Colombia,Bogotá,Retail,2024-02-21,2024-08-01,Android,Plus,47.58,6,40.66,243.93,1,5.0,yes,Hogar,1,34.0,47.58,2024-08-01
C002695,México,Monterrey,SMB,2024-12-17,2025-12-27,Android,Enterprise,175.17,3,18.83,56.48,1,4.3,no,Moda,0,29.0,175.17,2025-12-27
C002696,Colombia,Medellín,Retail,2025-03-16,2025-12-21,iOS,Pro,72.91,1,17.95,17.95,0,3.5,yes,Hogar,0,33.0,72.91,2025-12-21
C002697,Colombia,Bogotá,Retail,2024-01-25,2024-10-31,Android,Plus,39.68,2,38.15,76.3,2,4.8,yes,Juguetes,0,38.0,39.68,2024-10-31
C002698,Argentina,Mendoza,SMB,2024-07-24,2025-05-15,Android,Basic,32.76,6,11.45,68.71,0,3.3,yes,Alimentos,1,34.0,32.76,2025-05-15
C002699,México,Guadalajara,Retail,2025-08-16,2026-08-13,iOS,Pro,64.79,1,16.14,16.14,2,3.8,no,Belleza,0,22.0,64.79,2026-08-13
C002700,México,Monterrey,SMB,2024-09-11,2025-05-12,Windows,Plus,47.0,6,11.97,71.82,1,3.7,yes,Juguetes,1,42.0,47.0,2025-05-12
C002701,México,Monterrey,Retail,2025-03-20,2025-09-17,Android,Basic,17.46,3,25.58,76.75,0,4.6,no,Alimentos,0,31.0,17.46,2025-09-17
C002702,Colombia,Medellín,Retail,2024-04-27,2024-06-25,iOS,Pro,76.48,3,27.42,-82.26,0,4.7,yes,Belleza,0,34.0,76.48,2024-06-25
C002703,Colombia,Cali,SMB,2024-10-31,2025-10-11,iOS,Pro,63.12,3,62.84,188.51,0,3.6,no,Deportes,0,24.0,63.12,2025-10-11
C002704,Argentina,Córdoba,Retail,2024-02-22,2024-09-08,iOS,Basic,27.69,2,22.57,45.14,1,3.2,no,Moda,1,29.0,27.69,2024-09-08
C002705,México,Puebla,Retail,2025-10-26,2025-12-07,iOS,Plus,51.29,6,106.63,639.81,0,3.1,yes,Belleza,0,31.0,51.29,2025-12-07
C002706,Argentina,Buenos Aires,Retail,2024-07-03,2024-07-17,Windows,Enterprise,178.09,6,44.31,265.87,0,3.6,no,Alimentos,1,27.0,178.09,2024-07-17
C002707,Colombia,Cali,Retail,2025-06-02,2025-09-21,iOS,Basic,17.6,2,6.74,13.48,0,3.3,yes,Electrónica,0,34.0,17.6,2025-09-21
C002708,México,CDMX,Retail,2024-06-26,2024-07-10,Android,Basic,28.28,5,25.41,127.07,0,3.1,no,Moda,1,26.0,28.28,2024-07-10
C002709,Colombia,Medellín,SMB,2024-07-12,2025-07-14,iOS,Enterprise,182.28,5,19.69,98.45,1,3.7,no,Deportes,0,41.0,182.28,2025-07-14
C002710,Colombia,Cali,Retail,2024-05-24,2025-04-21,macOS,Plus,38.06,2,25.62,51.24,0,4.1,no,Moda,1,21.0,38.06,2025-04-21
C002711,Colombia,Cali,Retail,2025-09-02,2026-07-06,Android,Basic,24.99,3,32.18,96.53,2,5.0,yes,Hogar,0,32.0,24.99,2026-07-06
C002712,Colombia,Bogotá,SMB,2025-08-11,2026-08-28,iOS,Basic,26.91,4,17.36,69.43,2,4.1,no,Moda,0,26.0,26.91,2026-08-28
C002713,México,CDMX,SMB,2024-02-03,2024-11-06,Android,Basic,23.76,10,16.11,161.11,0,5.0,no,Hogar,0,27.0,23.76,2024-11-06
C002714,Argentina,Rosario,Retail,2024-09-30,2025-03-06,iOS,Basic,19.56,3,17.11,51.33,1,4.3,no,Alimentos,1,41.0,19.56,2025-03-06
C002715,México,Guadalajara,Retail,2025-03-17,2025-08-10,iOS,Basic,29.79,4,9.33,37.31,0,3.9,no,Juguetes,0,33.0,29.79,2025-08-10
C002716,Colombia,Cali,SMB,2025-04-10,2025-11-05,Android,Basic,22.67,5,40.64,203.21,0,3.4,no,Deportes,0,28.0,22.67,2025-11-05
C002717,México,Puebla,Retail,2024-10-22,2025-01-09,iOS,Basic,21.09,2,17.44,34.88,1,4.2,yes,Deportes,1,34.0,21.09,2025-01-09
C002718,Chile,La Serena,Retail,2025-01-09,2025-06-03,Android,Pro,69.62,3,16.21,48.63,1,3.5,yes,Moda,0,35.0,69.62,2025-06-03
C002719,Argentina,Buenos Aires,Retail,2024-05-30,2024-06-22,macOS,Basic,25.84,3,41.68,125.05,2,3.9,no,Deportes,1,30.0,25.84,2024-06-22
C002720,Argentina,Córdoba,Retail,2025-04-17,2025-11-25,Android,Basic,29.16,2,41.82,83.63,1,4.1,yes,Moda,0,27.0,29.16,2025-11-25
C002721,Argentina,Mendoza,Retail,2024-03-03,2024-10-25,Android,Enterprise,179.53,6,8.28,49.67,0,4.7,yes,Electrónica,1,31.0,179.53,2024-10-25
C002722,Colombia,Bogotá,SMB,2025-07-02,2025-07-14,Android,Basic,30.22,7,38.79,271.51,0,4.3,no,Electrónica,1,30.0,30.22,2025-07-14
C002723,México,Monterrey,Retail,2024-02-10,2024-12-31,Android,Basic,16.4,5,13.77,68.83,0,4.3,no,Belleza,1,30.0,16.4,2024-12-31
C002724,Colombia,Bogotá,Retail,2025-07-23,2026-04-07,Android,Basic,18.67,2,26.9,53.8,0,4.3,yes,Electrónica,0,45.0,18.67,2026-04-07
C002725,Colombia,Medellín,Retail,2025-07-13,2025-08-18,Android,Plus,49.01,6,35.7,214.21,0,4.0,no,Deportes,0,,49.01,2025-08-18
C002726,Argentina,Rosario,Retail,2025-11-15,2025-12-02,iOS,Basic,26.81,4,15.76,63.05,1,4.6,no,Hogar,0,33.0,26.81,2025-12-02
C002727,Argentina,Rosario,SMB,2025-10-29,2025-11-04,iOS,Pro,77.3,7,6.64,46.47,0,4.1,no,Hogar,0,29.0,77.3,2025-11-04
C002728,México,CDMX,Retail,2024-03-18,2024-08-14,Android,Pro,76.67,3,25.54,76.63,1,3.5,no,Belleza,1,41.0,76.67,2024-08-14
C002729,México,Puebla,SMB,2024-12-03,2025-11-24,Linux,Enterprise,189.36,10,22.76,227.56,2,3.8,yes,Belleza,0,36.0,189.36,2025-11-24
C002730,México,CDMX,Retail,2024-07-11,2024-08-07,macOS,Enterprise,,4,31.82,127.29,0,5.0,no,Belleza,1,20.0,,2024-08-07
C002731,Colombia,Bogotá,Retail,2024-05-09,2025-06-07,Windows,Basic,21.66,4,53.29,213.15,2,4.2,yes,Belleza,1,25.0,21.66,2025-06-07
C002732,México,Madrid,Retail,2025-11-20,2026-01-30,iOS,Basic,23.43,6,61.33,367.96,2,3.0,no,Electrónica,0,41.0,23.43,2026-01-30
C002733,México,Guadalajara,Retail,2024-11-03,2024-12-20,iOS,Basic,22.42,2,12.3,24.59,0,3.4,no,Alimentos,0,34.0,22.42,2024-12-20
C002734,Argentina,Buenos Aires,Retail,2024-11-05,2025-03-16,macOS,Pro,68.57,3,19.83,59.48,0,3.9,no,Electrónica,1,23.0,68.57,2025-03-16
C002735,Argentina,Mendoza,SMB,2025-09-08,2026-01-17,Linux,Basic,25.62,8,14.36,114.86,1,4.3,yes,Electrónica,0,,25.62,2026-01-17
C002736,Argentina,Buenos Aires,Retail,2024-02-29,2024-11-06,Android,Basic,20.92,3,61.64,184.92,1,3.9,yes,Deportes,1,30.0,20.92,2024-11-06
C002737,Perú,Lima,Retail,2024-05-15,2025-04-04,Android,Basic,20.71,5,37.39,186.95,2,4.3,no,Juguetes,1,47.0,20.71,2025-04-04
C002738,Perú,Lima,SMB,2024-01-17,2024-03-18,macOS,Basic,22.92,4,43.97,175.89,0,4.0,yes,Electrónica,1,34.0,22.92,2024-03-18
C002739,Chile,Santiago,Retail,2024-10-30,2025-09-10,Android,Basic,30.53,9,11.03,99.25,0,4.4,no,Alimentos,0,30.0,unknown,2025-09-10
C002740,Perú,Cusco,SMB,2025-01-15,2025-05-06,Android,Basic,26.46,5,30.3,151.51,1,3.8,yes,Juguetes,1,32.0,26.46,2025-05-06
