id_venta,fecha_venta,id_cliente,id_propiedad,ciudad,precio_venta,tipo_propiedad,canal_venta,porcentaje_comision,monto_comision
SALE001004,2024-04-04,CUST00445,PROP00736,Barranquilla,382765.0,Office,Broker,0.0539,20640.0
SALE001005,2023-08-04,CUST00370,PROP00082,Cali,327094.0,Apartment,Broker,0.0474,15501.0
SALE001006,2023-12-22,CUST00367,PROP00611,Barranquilla,434752.0,House,Broker,0.0482,20953.0
SALE001007,2023-11-18,CUST00393,PROP00314,Bucaramanga,251803.0,Apartment,Digital,0.0272,6857.0
SALE001008,2023-12-14,CUST00369,PROP00347,Bucaramanga,247612.0,Apartment,Digital,0.0305,7542.0
SALE001009,2024-05-03,CUST00067,PROP00626,Bucaramanga,162212.0,Apartment,Digital,0.0312,5056.0
SALE001010,2024-09-17,CUST00403,PROP00219,Barranquilla,665252.0,House,Digital,0.0303,20171.0
SALE001011,2022-11-20,CUST00090,PROP00707,Bucaramanga,444305.0,House,Broker,0.0545,24223.0
SALE001012,2024-10-13,CUST00279,PROP00400,Medellín,291379.0,Apartment,Digital,0.035,10185.0
SALE001013,2023-11-19,CUST00170,PROP00280,Bogotá,386039.0,House,Broker,0.0534,20604.0
SALE001014,2023-10-15,CUST00107,PROP00263,Cali,413166.0,Commercial,Direct,0.0281,11591.0
SALE001015,2022-12-25,CUST00141,PROP00337,Bucaramanga,264012.0,Apartment,Broker,0.0487,12847.0
SALE001016,2023-04-02,CUST00043,PROP00755,Medellín,259197.0,Office,Digital,0.0308,7983.0
SALE001017,2023-12-15,CUST00220,PROP00083,Medellín,220605.0,Office,Broker,0.0485,10703.0
SALE001018,2023-02-03,CUST00210,PROP00407,Barranquilla,154143.0,Land,Referral,0.0428,6604.0
SALE001019,2022-11-11,CUST00202,PROP00669,Cartagena,375617.0,House,Broker,0.0467,17548.0
SALE001020,2024-06-15,CUST00046,PROP00378,Bucaramanga,321630.0,Apartment,Direct,0.0222,7129.0
SALE001021,2023-03-31,CUST00304,PROP00453,Bucaramanga,200142.0,Office,Broker,0.0454,9084.0
SALE001022,2023-12-07,CUST00085,PROP00279,Cali,138549.0,Apartment,Referral,0.0411,5693.0
SALE001023,2022-02-04,CUST00428,PROP00109,Barranquilla,612424.0,Commercial,Digital,0.0319,19527.0
SALE001024,2022-03-26,CUST00012,PROP00512,Barranquilla,217026.0,Apartment,Broker,0.045,9773.0
SALE001025,2024-07-17,CUST00028,PROP00736,Barranquilla,386614.0,Office,Broker,0.0501,19372.0
SALE001026,2022-06-05,CUST00151,PROP00417,Barranquilla,446551.0,House,Broker,0.0488,21778.0
SALE001027,2024-05-21,CUST00204,PROP00346,Cali,261394.0,Office,Referral,0.0429,11220.0
SALE001028,2024-09-12,CUST00485,PROP00104,Barranquilla,433732.0,Office,Referral,0.0354,15349.0
SALE001029,2023-06-12,CUST00263,PROP00756,Medellín,193841.0,Apartment,Broker,0.0455,8817.0
SALE001030,2024-08-26,CUST00190,PROP00696,Medellín,224562.0,Apartment,Broker,0.0512,11498.0
SALE001031,2023-04-13,CUST00419,PROP00722,Medellín,135604.0,Apartment,Broker,0.0509,6904.0
SALE001032,2024-11-08,CUST00121,PROP00288,Bogotá,256145.0,House,Broker,0.0533,13655.0
SALE001033,2022-09-17,CUST00449,PROP00501,Cartagena,610149.0,House,Digital,0.0309,18867.0
SALE001034,2023-04-14,CUST00202,PROP00347,Bucaramanga,268318.0,Apartment,Broker,0.0545,14622.0
SALE001035,2023-03-02,CUST00157,PROP00188,Barranquilla,313398.0,House,Broker,0.0481,15088.0
SALE001036,2024-05-08,CUST00151,PROP00165,Medellín,346365.0,Office,Referral,0.039,13501.0
SALE001037,2022-02-17,CUST00005,PROP00308,Medellín,285819.0,Apartment,Referral,0.0448,12798.0
SALE001038,2024-06-25,CUST00337,PROP00443,Cartagena,467943.0,House,Referral,0.0361,16881.0
SALE001039,2022-01-26,CUST00289,PROP00098,Cartagena,634775.0,House,Broker,0.053,33617.0
SALE001040,2022-12-12,CUST00318,PROP00562,Medellín,226055.0,House,Direct,0.0201,4547.0
SALE001041,2023-10-15,CUST00326,PROP00367,Medellín,251657.0,Apartment,Digital,0.0299,7516.0
SALE001042,2022-06-09,CUST00014,PROP00705,Medellín,547754.0,House,Digital,0.0265,14534.0
SALE001043,2023-06-21,CUST00439,PROP00224,Cali,214585.0,Land,Broker,0.051,10941.0
SALE001044,2024-12-27,CUST00256,PROP00042,Bucaramanga,466948.0,Commercial,Referral,0.043,20070.0
SALE001045,2024-06-20,CUST00346,PROP00250,Bucaramanga,245508.0,Apartment,Digital,0.0253,6219.0
SALE001046,2022-02-03,CUST00019,PROP00779,Bucaramanga,526630.0,House,Referral,0.0366,19295.0
SALE001047,2023-10-10,CUST00381,PROP00258,Barranquilla,160278.0,Apartment,Digital,0.0284,4556.0
SALE001048,2023-10-17,CUST00339,PROP00564,Bogotá,336055.0,House,Referral,0.0376,12622.0
SALE001049,2022-03-16,CUST00185,PROP00675,Bucaramanga,309902.0,Apartment,Digital,0.0288,8935.0
SALE001050,2023-12-13,CUST00468,PROP00228,Bogotá,236088.0,Apartment,Direct,0.0295,6969.0
SALE001051,2023-07-25,CUST00326,PROP00515,Cali,415508.0,Commercial,Broker,0.046,19118.0
SALE001052,2024-01-17,CUST00454,PROP00164,Cali,276823.0,Apartment,Broker,0.0492,13629.0
SALE001053,2022-11-22,CUST00411,PROP00290,Bucaramanga,210813.0,Apartment,Referral,0.0396,8342.0
SALE001054,2022-10-07,CUST00103,PROP00237,Barranquilla,238023.0,Apartment,Digital,0.0278,6618.0
SALE001055,2024-03-16,CUST00499,PROP00538,Bogotá,242102.0,House,Digital,0.0278,6727.0
SALE001056,2024-03-01,CUST00372,PROP00701,Bucaramanga,193978.0,Apartment,Referral,0.0421,8176.0
SALE001057,2022-06-27,CUST00095,PROP00202,Cartagena,558893.0,Commercial,Digital,0.0312,17425.0
SALE001058,2022-08-25,CUST00397,PROP00234,Medellín,200119.0,Office,Referral,0.0431,8631.0
SALE001059,2023-10-05,CUST00215,PROP00657,Cartagena,268007.0,House,Broker,0.0491,13146.0
SALE001060,2024-06-26,CUST00433,PROP00371,Medellín,300456.0,House,Referral,0.0411,12339.0
SALE001061,2022-08-09,CUST00087,PROP00411,Bogotá,802364.0,Commercial,Broker,0.0539,43276.0
SALE001062,2022-08-28,CUST00130,PROP00565,Cartagena,343799.0,Commercial,Digital,0.0335,11522.0
SALE001063,2024-06-03,CUST00174,PROP00111,Bucaramanga,311293.0,Apartment,Referral,0.0442,13759.0
SALE001064,2024-02-02,CUST00226,PROP00698,Cartagena,439243.0,Office,Broker,0.0477,20947.0
SALE001065,2024-09-15,CUST00316,PROP00293,Cartagena,488868.0,House,Broker,0.0549,26816.0
SALE001066,2024-05-07,CUST00111,PROP00527,Bogotá,667680.0,House,Broker,0.0532,35496.0
SALE001067,2024-11-09,CUST00353,PROP00346,Cali,271735.0,Office,Digital,0.0329,8953.0
SALE001068,2022-07-26,CUST00013,PROP00603,Bogotá,128230.0,Apartment,Digital,0.0317,4062.0
SALE001069,2022-10-25,CUST00166,PROP00490,Cali,516649.0,Office,Broker,0.0548,28329.0
SALE001070,2022-09-18,CUST00330,PROP00139,Bogotá,775123.0,Commercial,Referral,0.0394,30552.0
SALE001071,2022-03-02,CUST00133,PROP00151,Bucaramanga,438847.0,House,Broker,0.0524,23002.0
SALE001072,2024-05-03,CUST00216,PROP00702,Bucaramanga,772314.0,Commercial,Digital,0.032,24705.0
SALE001073,2023-12-26,CUST00304,PROP00416,Cali,589447.0,Commercial,Digital,0.0323,19051.0
SALE001074,2022-04-05,CUST00125,PROP00221,Barranquilla,313746.0,Apartment,Broker,0.0525,16476.0
SALE001075,2022-08-05,CUST00483,PROP00115,Bogotá,291711.0,Apartment,Broker,0.0469,13683.0
SALE001076,2022-07-28,CUST00424,PROP00103,Cartagena,560768.0,Commercial,Direct,0.0235,13173.0
SALE001077,2023-03-18,CUST00486,PROP00736,Barranquilla,363125.0,Office,Digital,0.0289,10502.0
SALE001078,2023-05-14,CUST00248,PROP00781,Bogotá,239089.0,Office,Broker,0.0525,12547.0
SALE001079,2022-11-13,CUST00172,PROP00315,Medellín,417577.0,Office,Referral,0.0422,17606.0
SALE001080,2024-10-15,CUST00498,PROP00162,Cartagena,534294.0,House,Digital,0.0333,17810.0
SALE001081,2022-08-21,CUST00365,PROP00336,Barranquilla,689485.0,Commercial,Broker,0.0529,36464.0
SALE001082,2023-09-08,CUST00397,PROP00110,Cartagena,412036.0,Commercial,Digital,0.031,12757.0
SALE001083,2023-04-25,CUST00092,PROP00440,Medellín,410924.0,House,Digital,0.0264,10848.0
SALE001084,2023-03-01,CUST00435,PROP00501,Cartagena,593042.0,House,Broker,0.0514,30455.0
SALE001085,2024-06-23,CUST00265,PROP00789,Medellín,596040.0,House,Referral,0.0439,26149.0
SALE001086,2024-12-07,CUST00387,PROP00256,Bucaramanga,611068.0,House,Broker,0.0514,31428.0
SALE001087,2022-01-07,CUST00413,PROP00159,Cartagena,324768.0,House,Broker,0.054,17523.0
SALE001088,2023-05-23,CUST00053,PROP00107,Barranquilla,228889.0,Apartment,Broker,0.055,12587.0
SALE001089,2022-05-11,CUST00050,PROP00302,Cali,210386.0,Apartment,Referral,0.0386,8119.0
SALE001090,2023-04-20,CUST00033,PROP00481,Cartagena,171082.0,Apartment,Referral,0.0422,7225.0
SALE001091,2023-11-07,CUST00322,PROP00054,Medellín,271190.0,House,Direct,0.0254,6888.0
SALE001092,2023-03-27,CUST00458,PROP00608,Cali,198490.0,Office,Broker,0.0495,9835.0
SALE001093,2022-12-05,CUST00016,PROP00369,Bucaramanga,573001.0,House,Referral,0.0374,21429.0
SALE001094,2022-12-08,CUST00070,PROP00635,Cartagena,150997.0,Apartment,Digital,0.0275,4146.0
SALE001095,2022-11-25,CUST00243,PROP00371,Medellín,312859.0,House,Broker,0.0468,14657.0
SALE001096,2022-12-23,CUST00196,PROP00125,Bucaramanga,611194.0,House,Broker,0.0513,31363.0
SALE001097,2023-02-14,CUST00052,PROP00018,Barranquilla,205171.0,Apartment,Referral,0.0364,7472.0
SALE001098,2024-01-24,CUST00305,PROP00446,Bogotá,215228.0,Apartment,Broker,0.0493,10614.0
SALE001099,2022-04-16,CUST00453,PROP00432,Cartagena,296291.0,Apartment,Digital,0.0302,8958.0
SALE001100,2022-02-14,CUST00106,PROP00651,Cartagena,618807.0,Commercial,Digital,0.0294,18182.0
SALE001101,2023-07-20,CUST00002,PROP00702,Bucaramanga,807509.0,Commercial,Broker,0.0535,43242.0
SALE001102,2024-01-17,CUST00113,PROP00129,Barranquilla,290398.0,Apartment,Direct,0.0244,7095.0
SALE001103,2022-10-11,CUST00093,PROP00252,Bogotá,284548.0,Apartment,Referral,0.0358,10195.0
SALE001104,2022-08-09,CUST00234,PROP00167,Medellín,332119.0,Office,Digital,0.0349,11598.0
SALE001105,2023-11-16,CUST00054,PROP00086,Barranquilla,203992.0,Office,Digital,0.0334,6823.0
SALE001106,2023-02-25,CUST00181,PROP00002,Bogotá,283428.0,Apartment,Digital,0.0316,8956.0
SALE001107,2024-03-16,CUST00060,PROP00066,Cali,206924.0,Office,Referral,0.0426,8807.0
SALE001108,2022-06-10,CUST00339,PROP00420,Cali,313729.0,House,Broker,0.0463,14520.0
SALE001109,2022-05-13,CUST00235,PROP00122,Cali,314085.0,Office,Digital,0.0327,10258.0
SALE001110,2023-08-29,CUST00038,PROP00156,Barranquilla,702453.0,House,Broker,0.0471,33070.0
SALE001111,2023-03-06,CUST00022,PROP00095,Medellín,375305.0,Office,Digital,0.0299,11218.0
SALE001112,2024-03-09,CUST00245,PROP00580,Cali,475172.0,House,Digital,0.0268,12725.0
SALE001113,2023-07-09,CUST00296,PROP00509,Barranquilla,504030.0,House,Broker,0.0525,26481.0
SALE001114,2023-01-24,CUST00088,PROP00770,Bucaramanga,643909.0,Commercial,Direct,0.0225,14462.0
SALE001115,2022-06-24,CUST00162,PROP00090,Cali,456120.0,Office,Broker,0.0475,21680.0
SALE001116,2022-06-28,CUST00304,PROP00168,Bucaramanga,238889.0,House,Broker,0.0461,11011.0
SALE001117,2024-04-07,CUST00236,PROP00365,Bogotá,620870.0,House,Broker,0.0522,32413.0
SALE001118,2022-09-06,CUST00059,PROP00520,Cartagena,559645.0,House,Digital,0.028,15647.0
SALE001119,2023-07-05,CUST00196,PROP00105,Cartagena,279015.0,Apartment,Broker,0.0502,14002.0
SALE001120,2024-06-14,CUST00099,PROP00170,Bucaramanga,626552.0,House,Digital,0.0283,17745.0
SALE001121,2024-09-10,CUST00464,PROP00338,Bucaramanga,629290.0,House,Referral,0.0427,26900.0
SALE001122,2022-10-21,CUST00402,PROP00015,Bogotá,630545.0,Commercial,Broker,0.0473,29803.0
SALE001123,2022-05-01,CUST00157,PROP00317,Cartagena,452235.0,Office,Direct,0.0294,13299.0
SALE001124,2024-04-28,CUST00118,PROP00607,Bucaramanga,292782.0,Commercial,Broker,0.0482,14116.0
SALE001125,2024-01-23,CUST00068,PROP00422,Cartagena,653247.0,House,Digital,0.026,17010.0
SALE001126,2022-12-29,CUST00369,PROP00348,Cali,358037.0,Apartment,Broker,0.0474,16972.0
SALE001127,2023-10-12,CUST00460,PROP00391,Bogotá,330636.0,Apartment,Referral,0.0357,11817.0
SALE001128,2022-07-26,CUST00137,PROP00758,Medellín,333267.0,Apartment,Referral,0.0397,13226.0
SALE001129,2024-02-07,CUST00320,PROP00417,Barranquilla,510329.0,House,Broker,0.0475,24242.0
SALE001130,2024-03-07,CUST00118,PROP00428,Medellín,183282.0,Apartment,Broker,0.0539,9872.0
SALE001131,2022-11-24,CUST00459,PROP00745,Cartagena,503232.0,House,Broker,0.0502,25248.0
SALE001132,2023-05-29,CUST00150,PROP00126,Barranquilla,294995.0,House,Broker,0.0473,13963.0
SALE001133,2023-01-01,CUST00049,PROP00077,Medellín,275486.0,Apartment,Direct,0.0245,6753.0
SALE001134,2022-02-04,CUST00441,PROP00360,Cali,362026.0,House,Digital,0.027,9760.0
SALE001135,2022-05-20,CUST00473,PROP00255,Bucaramanga,632051.0,House,Digital,0.0268,16931.0
SALE001136,2024-11-17,CUST00199,PROP00163,Bogotá,370792.0,Office,Direct,0.023,8531.0
SALE001137,2023-05-15,CUST00454,PROP00096,Bogotá,345108.0,House,Referral,0.0361,12453.0
SALE001138,2022-06-11,CUST00122,PROP00703,Cartagena,143576.0,Apartment,Referral,0.0369,5296.0
SALE001139,2022-02-18,CUST00136,PROP00492,Barranquilla,307076.0,House,Broker,0.0544,16699.0
SALE001140,2023-01-22,CUST00269,PROP00553,Cartagena,748220.0,Commercial,Broker,0.0517,38659.0
SALE001141,2024-12-12,CUST00301,PROP00095,Medellín,404044.0,Office,Broker,0.0542,21904.0
SALE001142,2023-02-26,CUST00193,PROP00273,Medellín,684441.0,House,Broker,0.0476,32558.0
SALE001143,2024-12-30,CUST00400,PROP00497,Medellín,314182.0,Apartment,Broker,0.0536,16831.0
SALE001144,2023-06-20,CUST00396,PROP00423,Bogotá,299713.0,Apartment,Broker,0.0486,14573.0
SALE001145,2024-04-16,CUST00061,PROP00556,Cali,262838.0,House,Broker,0.0464,12207.0
SALE001146,2024-05-10,CUST00496,PROP00536,Bucaramanga,338405.0,Apartment,Digital,0.033,11183.0
SALE001147,2022-01-31,CUST00080,PROP00331,Bucaramanga,312636.0,Commercial,Broker,0.0456,14255.0
SALE001148,2022-01-07,CUST00264,PROP00627,Cartagena,499680.0,House,Broker,0.049,24509.0
SALE001149,2024-10-07,CUST00212,PROP00208,Medellín,323499.0,Apartment,Broker,0.0532,17208.0
SALE001150,2024-10-18,CUST00226,PROP00065,Cali,364091.0,Apartment,Digital,0.0312,11349.0
SALE001151,2022-05-26,CUST00065,PROP00731,Bucaramanga,345135.0,Office,Referral,0.0402,13868.0
SALE001152,2023-12-09,CUST00172,PROP00019,Bogotá,337469.0,Apartment,Referral,0.0385,13005.0
SALE001153,2024-10-08,CUST00016,PROP00227,Bogotá,178469.0,Apartment,Broker,0.0458,8165.0
SALE001154,2024-11-06,CUST00487,PROP00092,Cali,225521.0,Apartment,Broker,0.0549,12383.0
SALE001155,2022-11-21,CUST00072,PROP00186,Cali,215277.0,Apartment,Broker,0.0467,10064.0
SALE001156,2024-06-14,CUST00242,PROP00316,Bogotá,188439.0,Apartment,Broker,0.0476,8961.0
SALE001157,2023-12-09,CUST00109,PROP00104,Barranquilla,417283.0,Office,Broker,0.0474,19762.0
SALE001158,2024-10-12,CUST00089,PROP00374,Medellín,245424.0,Apartment,Direct,0.0291,7137.0
SALE001159,2022-06-10,CUST00196,PROP00742,Medellín,291808.0,Office,Broker,0.0526,15360.0
SALE001160,2023-10-21,CUST00485,PROP00110,Cartagena,414177.0,Commercial,Broker,0.0496,20532.0
SALE001161,2022-01-27,CUST00240,PROP00742,Medellín,297756.0,Office,Referral,0.0446,13266.0
SALE001162,2023-01-27,CUST00481,PROP00329,Barranquilla,212927.0,Office,Digital,0.0255,5436.0
SALE001163,2022-01-13,CUST00414,PROP00474,Bucaramanga,189048.0,Apartment,Broker,0.0539,10197.0
SALE001164,2023-04-30,CUST00218,PROP00354,Bogotá,476826.0,House,Broker,0.0456,21745.0
SALE001165,2024-06-07,CUST00451,PROP00254,Barranquilla,259455.0,Apartment,Direct,0.0239,6204.0
SALE001166,2023-12-22,CUST00175,PROP00088,Medellín,318424.0,Apartment,Broker,0.0455,14501.0
SALE001167,2022-12-13,CUST00251,PROP00475,Bogotá,306917.0,Apartment,Digital,0.035,10739.0
SALE001168,2023-04-13,CUST00341,PROP00734,Bogotá,200000.0,Apartment,Referral,0.0441,8829.0
SALE001169,2023-02-07,CUST00295,PROP00417,Barranquilla,463516.0,House,Broker,0.0508,23569.0
SALE001170,2024-03-12,CUST00415,PROP00480,Cali,248295.0,Apartment,Referral,0.0372,9231.0
SALE001171,2022-10-19,CUST00082,PROP00515,Cali,403560.0,Commercial,Broker,0.0478,19277.0
SALE001172,2022-04-11,CUST00250,PROP00311,Barranquilla,256909.0,House,Broker,0.0495,12716.0
SALE001173,2023-07-09,CUST00333,PROP00097,Barranquilla,469815.0,Office,Broker,0.0482,22658.0
SALE001174,2024-06-27,CUST00166,PROP00406,Bucaramanga,601361.0,House,Direct,0.0202,12155.0
SALE001175,2023-06-07,CUST00434,PROP00696,Medellín,199415.0,Apartment,Broker,0.0516,10282.0
SALE001176,2022-08-12,CUST00151,PROP00252,Bogotá,266266.0,Apartment,Broker,0.0511,13615.0
SALE001177,2022-02-20,CUST00151,PROP00698,Cartagena,404824.0,Office,Direct,0.029,11757.0
SALE001178,2024-10-30,CUST00164,PROP00684,Bogotá,153497.0,Apartment,Broker,0.0498,7639.0
SALE001179,2024-04-12,CUST00339,PROP00196,Cali,325893.0,House,Referral,0.0384,12530.0
SALE001180,2022-06-20,CUST00060,PROP00461,Bucaramanga,541999.0,House,Digital,0.0301,16322.0
SALE001181,2022-03-22,CUST00072,PROP00599,Medellín,353254.0,Apartment,Digital,0.0269,9519.0
SALE001182,2022-05-22,CUST00390,PROP00396,Barranquilla,298886.0,Apartment,Referral,0.0413,12331.0
SALE001183,2023-02-17,CUST00104,PROP00560,Medellín,330191.0,Apartment,Referral,0.0427,14099.0
SALE001184,2024-06-08,CUST00053,PROP00729,Cartagena,221331.0,Apartment,Broker,0.0465,10300.0
SALE001185,2022-06-25,CUST00132,PROP00502,Cartagena,257803.0,Apartment,Direct,0.0232,5977.0
SALE001186,2024-06-15,CUST00200,PROP00671,Barranquilla,316585.0,Apartment,Direct,0.0287,9079.0
SALE001187,2022-01-03,CUST00017,PROP00641,Cali,135502.0,Land,Referral,0.0401,5428.0
SALE001188,2024-03-19,CUST00418,PROP00651,Cartagena,577911.0,Commercial,Digital,0.0303,17521.0
SALE001189,2022-11-06,CUST00059,PROP00682,Medellín,291668.0,Apartment,Digital,0.0322,9399.0
SALE001190,2024-11-17,CUST00203,PROP00181,Bogotá,392384.0,House,Digital,0.0308,12077.0
SALE001191,2023-06-06,CUST00102,PROP00015,Bogotá,632881.0,Commercial,Broker,0.0457,28920.0
SALE001192,2022-10-24,CUST00148,PROP00123,Bogotá,538867.0,House,Digital,0.033,17804.0
SALE001193,2022-09-24,CUST00023,PROP00200,Bogotá,294095.0,Office,Digital,0.0342,10066.0
SALE001194,2024-06-24,CUST00475,PROP00553,Cartagena,699936.0,Commercial,Digital,0.0255,17871.0
SALE001195,2023-03-18,CUST00469,PROP00408,Bucaramanga,619731.0,House,Broker,0.0462,28639.0
SALE001196,2023-01-21,CUST00064,PROP00375,Cali,489139.0,House,Digital,0.032,15662.0
SALE001197,2024-03-16,CUST00099,PROP00008,Barranquilla,468247.0,Office,Digital,0.031,14537.0
SALE001198,2023-08-12,CUST00443,PROP00547,Cartagena,300004.0,Apartment,Digital,0.0288,8648.0
SALE001199,2023-12-28,CUST00208,PROP00292,Bogotá,663883.0,House,Direct,0.0254,16858.0
SALE001200,2023-05-03,CUST00032,PROP00609,Bucaramanga,263748.0,Apartment,Referral,0.042,11086.0
SALE001201,2022-03-12,CUST00068,PROP00091,Bogotá,268169.0,Apartment,Broker,0.05,13420.0
SALE001202,2022-01-07,CUST00207,PROP00237,Barranquilla,241542.0,Apartment,Broker,0.0464,11208.0
SALE001203,2022-02-12,CUST00279,PROP00044,Cali,510903.0,Office,Digital,0.0259,13230.0
SALE001204,2023-09-22,CUST00316,PROP00228,Bogotá,252752.0,Apartment,Digital,0.0294,7428.0
SALE001205,2023-07-17,CUST00077,PROP00739,Bucaramanga,228893.0,Office,Referral,0.0442,10124.0
SALE001206,2024-03-29,CUST00186,PROP00393,Cali,387864.0,House,Broker,0.0506,19617.0
SALE001207,2024-09-06,CUST00131,PROP00352,Cali,427657.0,House,Broker,0.0486,20777.0
SALE001208,2022-07-11,CUST00268,PROP00219,Barranquilla,617441.0,House,Broker,0.0541,33396.0
SALE001209,2024-11-14,CUST00161,PROP00212,Bogotá,242064.0,Land,Referral,0.0389,9413.0
SALE001210,2024-10-17,CUST00103,PROP00534,Bogotá,257121.0,Apartment,Direct,0.0251,6452.0
SALE001211,2023-11-06,CUST00408,PROP00789,Medellín,598388.0,House,Referral,0.0362,21641.0
SALE001212,2023-08-04,CUST00285,PROP00598,Medellín,436986.0,House,Digital,0.0324,14147.0
SALE001213,2022-07-13,CUST00237,PROP00590,Cali,395237.0,House,Referral,0.042,16601.0
SALE001214,2022-07-15,CUST00068,PROP00378,Bucaramanga,324923.0,Apartment,Broker,0.0529,17202.0
SALE001215,2022-01-21,CUST00036,PROP00079,Bucaramanga,358363.0,Apartment,Digital,0.0283,10124.0
SALE001216,2023-12-09,CUST00399,PROP00580,Cali,466434.0,House,Direct,0.0244,11363.0
SALE001217,2023-04-20,CUST00485,PROP00647,Barranquilla,214344.0,Office,Broker,0.0467,10006.0
SALE001218,2022-07-30,CUST00292,PROP00409,Bogotá,143775.0,Apartment,Direct,0.0296,4262.0
SALE001219,2022-05-27,CUST00020,PROP00074,Cali,552618.0,House,Broker,0.0459,25343.0
SALE001220,2022-03-11,CUST00241,PROP00571,Cali,282555.0,Apartment,Broker,0.0515,14549.0
SALE001221,2023-12-03,CUST00141,PROP00737,Cali,128503.0,Land,Digital,0.0321,4119.0
SALE001222,2024-01-21,CUST00028,PROP00180,Cali,466734.0,House,Direct,0.0216,10071.0
SALE001223,2023-11-23,CUST00072,PROP00128,Bogotá,252900.0,House,Broker,0.0487,12304.0
SALE001224,2022-05-02,CUST00250,PROP00592,Cali,299841.0,Apartment,Referral,0.0354,10624.0
SALE001225,2022-02-15,CUST00214,PROP00266,Barranquilla,160337.0,Apartment,Broker,0.0506,8108.0
SALE001226,2022-04-27,CUST00282,PROP00573,Medellín,602294.0,House,Referral,0.0449,27073.0
SALE001227,2024-04-02,CUST00347,PROP00563,Cali,580588.0,Commercial,Digital,0.0293,17011.0
SALE001228,2024-03-21,CUST00133,PROP00214,Barranquilla,220613.0,House,Broker,0.0549,12112.0
SALE001229,2022-11-19,CUST00144,PROP00034,Medellín,337864.0,Apartment,Referral,0.0363,12252.0
SALE001230,2022-03-02,CUST00339,PROP00445,Cartagena,446790.0,Commercial,Referral,0.0389,17391.0
SALE001231,2022-12-17,CUST00099,PROP00327,Cali,350356.0,House,Digital,0.034,11919.0
SALE001232,2024-06-05,CUST00039,PROP00685,Barranquilla,448467.0,House,Broker,0.0538,24113.0
SALE001233,2022-06-07,CUST00427,PROP00287,Medellín,588110.0,House,Broker,0.0482,28368.0
SALE001234,2024-05-21,CUST00105,PROP00200,Bogotá,281575.0,Office,Direct,0.0268,7542.0
SALE001235,2023-05-23,CUST00061,PROP00689,Bogotá,568684.0,House,Digital,0.0339,19257.0
SALE001236,2022-06-04,CUST00369,PROP00589,Medellín,337028.0,Apartment,Referral,0.0427,14381.0
SALE001237,2024-10-19,CUST00266,PROP00495,Cartagena,268894.0,Apartment,Digital,0.0313,8412.0
SALE001238,2023-07-22,CUST00074,PROP00764,Bucaramanga,411461.0,House,Referral,0.0365,15029.0
SALE001239,2024-01-06,CUST00426,PROP00627,Cartagena,498268.0,House,Broker,0.0457,22786.0
SALE001240,2022-04-16,CUST00123,PROP00693,Cartagena,335185.0,Office,Digital,0.0311,10440.0
SALE001241,2023-02-11,CUST00339,PROP00640,Cali,338434.0,Apartment,Digital,0.03,10154.0
SALE001242,2023-11-24,CUST00326,PROP00322,Cartagena,258634.0,Land,Broker,0.0474,12254.0
SALE001243,2023-12-08,CUST00415,PROP00050,Bogotá,291615.0,Office,Broker,0.0479,13976.0
SALE001244,2022-03-10,CUST00365,PROP00486,Barranquilla,694000.0,House,Digital,0.0289,20071.0
SALE001245,2023-10-24,CUST00352,PROP00612,Cartagena,238239.0,Land,Referral,0.04,9519.0
SALE001246,2024-10-31,CUST00026,PROP00794,Medellín,351014.0,House,Digital,0.0289,10145.0
SALE001247,2024-05-11,CUST00470,PROP00546,Bucaramanga,277664.0,Office,Broker,0.0489,13570.0
SALE001248,2022-08-16,CUST00064,PROP00455,Medellín,599003.0,House,Direct,0.0212,12673.0
SALE001249,2024-09-26,CUST00127,PROP00461,Bucaramanga,529228.0,House,Broker,0.0537,28396.0
SALE001250,2024-01-18,CUST00224,PROP00093,Barranquilla,373890.0,Apartment,Broker,0.0511,19103.0
SALE001251,2022-03-04,CUST00145,PROP00006,Bogotá,500280.0,House,Direct,0.0215,10737.0
SALE001252,2022-05-21,CUST00297,PROP00037,Medellín,643734.0,House,Referral,0.0392,25259.0
SALE001253,2024-10-05,CUST00027,PROP00724,Cartagena,336011.0,Apartment,Direct,0.0242,8120.0
SALE001254,2022-08-18,CUST00227,PROP00633,Cartagena,251201.0,Apartment,Referral,0.041,10301.0
SALE001255,2022-04-16,CUST00175,PROP00209,Cartagena,209429.0,Apartment,Digital,0.0311,6511.0
SALE001256,2023-05-09,CUST00324,PROP00339,Medellín,262684.0,Land,Broker,0.0515,13516.0
SALE001257,2023-07-30,CUST00260,PROP00387,Bucaramanga,396083.0,Commercial,Broker,0.052,20588.0
SALE001258,2023-09-20,CUST00378,PROP00198,Cali,394299.0,House,Direct,0.021,8294.0
SALE001259,2023-12-23,CUST00083,PROP00339,Medellín,290853.0,Land,Referral,0.038,11067.0
SALE001260,2024-12-29,CUST00475,PROP00279,Cali,152951.0,Apartment,Broker,0.0452,6909.0
SALE001261,2024-04-11,CUST00197,PROP00556,Cali,274564.0,House,Broker,0.0495,13604.0
SALE001262,2022-01-29,CUST00175,PROP00606,Medellín,596178.0,House,Broker,0.0493,29388.0
SALE001263,2022-04-07,CUST00275,PROP00079,Bucaramanga,358774.0,Apartment,Broker,0.0523,18779.0
