id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
C008670,26.0,94.48,6,1,17.68,3.0,0,1,escritorio,norte,554.15
C008671,52.0,38.63,13,2,9.84,4.0,0,0,móvil,este,1026.07
C008672,29.0,55.33,14,2,13.15,2.0,1,0,móvil,este,1507.8
C008673,21.0,16.09,13,2,11.86,2.0,1,0,móvil,oeste,1118.41
C008674,18.0,44.53,11,1,12.74,4.0,1,0,escritorio,sur,406.3
C008675,42.0,39.12,11,3,11.25,3.0,1,0,móvil,sur,983.22
C008676,53.0,66.62,11,2,9.09,3.0,0,0,escritorio,oeste,1183.48
C008677,37.0,32.72,7,2,14.07,4.0,1,0,escritorio,norte,2246.92
C008678,19.0,58.54,10,0,10.78,3.0,0,0,móvil,oeste,285.07
C008679,18.0,28.53,5,0,9.13,2.0,0,0,tablet,oeste,181.29
C008680,43.0,35.2,14,0,11.38,1.0,0,0,móvil,norte,63.18
C008681,30.0,32.54,24,3,9.13,1.0,0,0,móvil,este,1950.78
C008682,32.0,30.12,13,1,10.46,5.0,0,0,móvil,sur,549.59
C008683,35.0,46.19,5,0,9.99,3.0,0,0,escritorio,sur,0.0
C008684,24.0,44.54,16,5,7.82,5.0,0,0,móvil,oeste,2931.82
C008685,44.0,63.52,13,1,9.06,4.0,0,1,tablet,oeste,475.61
C008686,42.0,24.05,20,6,7.82,3.0,0,0,móvil,norte,1573.72
C008687,25.0,87.82,13,2,8.37,4.0,0,0,móvil,oeste,54.17
C008688,24.0,39.21,13,3,10.42,4.0,0,0,tablet,este,1009.71
C008689,54.0,27.13,8,2,9.71,3.0,0,0,escritorio,norte,369.79
C008690,33.0,24.49,10,0,9.48,4.0,0,0,escritorio,sur,0.0
C008691,35.0,39.32,15,2,10.9,2.0,0,0,móvil,sur,546.03
C008692,35.0,57.09,20,0,11.02,2.0,0,0,móvil,oeste,0.0
C008693,30.0,35.49,14,5,11.47,5.0,1,0,móvil,oeste,4094.26
C008694,33.0,32.77,14,4,13.43,3.0,0,0,móvil,sur,882.07
C008695,20.0,49.64,14,0,9.51,2.0,0,0,escritorio,oeste,0.0
C008696,18.0,36.04,12,4,7.83,3.0,0,0,escritorio,este,1895.01
C008697,25.0,37.71,9,1,12.08,3.0,0,0,tablet,norte,611.01
C008698,51.0,63.75,13,1,8.88,3.0,0,1,escritorio,este,0.0
C008699,31.0,24.89,8,0,11.86,3.0,0,0,móvil,norte,0.0
C008700,23.0,27.44,10,2,9.55,3.0,0,0,escritorio,este,656.08
C008701,51.0,23.17,10,0,9.13,2.0,0,0,móvil,sur,0.0
C008702,50.0,69.98,17,1,17.0,3.0,0,1,móvil,norte,652.44
C008703,21.0,64.4,14,2,10.58,3.0,0,0,móvil,sur,735.2
C008704,47.0,36.73,10,1,12.85,3.0,0,0,móvil,norte,728.8
C008705,33.0,35.98,15,3,11.81,1.0,1,0,móvil,oeste,1560.23
C008706,43.0,23.4,16,5,7.12,3.0,0,0,móvil,sur,1049.69
C008707,22.0,54.61,13,3,12.69,3.0,1,0,móvil,oeste,2902.21
C008708,26.0,27.59,16,1,19.93,3.0,0,0,móvil,este,580.25
C008709,22.0,57.28,11,1,7.85,4.0,0,0,móvil,norte,481.39
C008710,29.0,75.25,13,3,8.37,4.0,0,0,móvil,este,1876.1
C008711,28.0,29.8,8,1,6.52,5.0,0,0,tablet,sur,69.82
C008712,35.0,56.9,13,1,14.22,3.0,1,0,móvil,oeste,717.86
C008713,38.0,23.84,16,7,10.8,3.0,1,0,móvil,norte,2263.76
C008714,39.0,27.56,12,1,6.23,1.0,0,0,móvil,sur,210.59
C008715,45.0,56.15,12,5,8.19,3.0,0,0,móvil,sur,1865.71
C008716,31.0,40.97,12,1,7.53,4.0,0,0,móvil,este,161.19
C008717,48.0,19.31,12,0,10.72,4.0,0,0,móvil,sur,227.93
C008718,52.0,27.16,15,1,14.01,4.0,1,0,móvil,norte,664.65
C008719,36.0,35.93,9,0,7.89,3.0,0,0,escritorio,sur,532.25
C008720,36.0,59.75,12,2,9.56,4.0,0,0,móvil,norte,1285.08
C008721,40.0,26.34,16,2,8.98,4.0,0,0,móvil,sur,760.96
C008722,18.0,42.98,17,4,8.88,2.0,0,0,móvil,oeste,1579.96
C008723,30.0,66.98,5,0,8.57,1.0,0,0,escritorio,sur,397.97
C008724,37.0,33.68,20,3,9.69,3.0,0,0,móvil,oeste,2276.56
C008725,20.0,43.1,11,2,9.15,2.0,0,0,escritorio,sur,653.35
C008726,41.0,39.63,7,2,12.82,3.0,0,1,escritorio,este,221.11
C008727,44.0,38.04,15,0,7.3,3.0,0,0,móvil,sur,0.0
C008728,47.0,19.5,22,4,8.99,2.0,0,0,móvil,este,1046.5
C008729,35.0,42.03,3,4,11.05,4.0,1,1,tablet,norte,1164.87
C008730,25.0,37.78,10,2,9.13,2.0,0,0,móvil,sur,382.09
C008731,35.0,36.42,10,1,7.52,2.0,0,0,tablet,oeste,455.07
C008732,35.0,45.59,16,2,9.84,3.0,0,0,móvil,oeste,230.08
C008733,39.0,30.52,17,1,8.86,2.0,0,0,móvil,oeste,0.0
C008734,42.0,37.9,16,3,8.25,3.0,0,0,móvil,norte,443.32
C008735,18.0,48.62,16,1,8.9,3.0,0,0,móvil,oeste,1.25
C008736,37.0,46.5,11,3,10.06,3.0,0,0,escritorio,sur,1389.24
C008737,34.0,24.25,17,2,12.84,3.0,1,0,móvil,este,959.56
C008738,30.0,54.85,15,0,10.0,3.0,0,0,móvil,oeste,0.0
C008739,30.0,27.65,8,2,12.98,3.0,1,0,escritorio,sur,541.6
C008740,50.0,33.97,11,0,7.83,3.0,0,0,móvil,este,0.0
C008741,39.0,47.91,9,1,12.0,3.0,0,1,móvil,oeste,194.41
C008742,39.0,36.77,14,3,7.73,4.0,0,0,móvil,este,1723.76
C008743,25.0,30.0,6,2,11.16,3.0,1,0,escritorio,este,961.43
C008744,42.0,33.7,8,1,6.63,4.0,0,0,tablet,sur,256.85
C008745,33.0,19.88,15,0,13.75,2.0,0,0,móvil,este,94.87
C008746,29.0,41.91,6,2,8.95,3.0,0,1,móvil,oeste,861.97
C008747,23.0,30.1,14,1,13.91,2.0,1,0,móvil,sur,107.72
C008748,19.0,24.37,20,3,8.43,2.0,0,0,móvil,norte,1186.57
C008749,44.0,39.57,16,3,15.06,3.0,0,0,móvil,norte,290.54
C008750,26.0,32.37,17,0,9.37,3.0,0,0,móvil,oeste,102.37
C008751,24.0,33.04,12,2,11.52,3.0,1,0,móvil,oeste,1350.04
C008752,35.0,70.29,14,2,9.04,3.0,0,0,móvil,sur,1002.49
C008753,35.0,34.58,16,2,8.07,2.0,0,0,móvil,oeste,691.14
C008754,29.0,31.2,16,1,7.33,2.0,0,0,móvil,sur,691.44
C008755,20.0,41.31,12,3,7.64,3.0,0,0,móvil,este,450.96
C008756,42.0,30.79,19,3,13.63,2.0,1,0,móvil,este,1200.68
C008757,47.0,16.86,18,4,6.65,4.0,0,0,móvil,sur,447.79
C008758,41.0,46.79,14,1,8.94,2.0,0,0,móvil,este,709.43
C008759,37.0,33.58,4,1,12.99,,0,0,escritorio,sur,18.56
C008760,44.0,63.72,8,1,15.5,3.0,0,0,tablet,sur,765.5
C008761,31.0,22.52,16,2,7.01,3.0,0,0,móvil,oeste,966.49
C008762,37.0,41.74,10,0,9.37,,0,0,móvil,este,314.77
C008763,41.0,32.76,15,3,15.15,3.0,1,0,móvil,norte,991.15
C008764,18.0,49.13,15,3,12.91,4.0,0,0,móvil,este,1005.26
C008765,30.0,58.84,13,1,14.46,2.0,1,0,móvil,norte,445.04
C008766,,68.26,9,1,8.28,2.0,0,0,escritorio,sur,402.11
C008767,24.0,46.53,16,2,15.19,4.0,0,0,móvil,este,258.15
C008768,47.0,42.95,11,1,9.05,4.0,0,0,móvil,oeste,484.7
C008769,39.0,43.53,5,0,9.35,4.0,0,0,tablet,oeste,0.0
C008770,25.0,32.55,9,2,11.09,3.0,1,0,escritorio,este,684.69
C008771,37.0,24.78,13,1,6.74,3.0,0,0,móvil,norte,867.14
C008772,38.0,29.95,12,1,7.9,4.0,0,0,tablet,norte,138.48
C008773,37.0,35.18,11,5,15.94,3.0,1,0,tablet,norte,2799.8
C008774,43.0,40.53,20,4,7.25,2.0,0,0,móvil,este,1340.53
C008775,21.0,39.6,12,0,12.12,4.0,0,0,tablet,norte,331.46
C008776,47.0,30.13,13,3,9.32,4.0,0,1,móvil,este,741.98
C008777,22.0,36.16,11,3,9.16,5.0,0,1,tablet,este,294.57
C008778,18.0,35.88,9,0,9.21,4.0,0,0,móvil,sur,0.0
C008779,39.0,74.35,7,3,11.77,4.0,0,0,móvil,oeste,2550.65
C008780,28.0,29.55,14,2,9.9,2.0,0,1,móvil,sur,57.93
C008781,33.0,19.58,20,1,7.3,4.0,0,0,móvil,sur,161.84
C008782,37.0,37.35,11,2,11.02,5.0,0,0,móvil,oeste,691.46
C008783,44.0,29.69,13,2,11.23,2.0,1,0,móvil,oeste,1127.45
C008784,54.0,24.79,8,0,7.05,1.0,0,0,móvil,sur,0.0
C008785,44.0,26.8,21,5,8.2,2.0,0,0,móvil,oeste,895.2
C008786,34.0,22.43,17,2,9.5,3.0,0,0,móvil,sur,365.48
C008787,18.0,36.38,13,4,11.8,4.0,1,0,móvil,este,2233.37
C008788,33.0,31.51,13,0,10.07,3.0,0,0,móvil,sur,298.27
C008789,35.0,58.46,11,3,7.94,4.0,0,0,tablet,sur,842.65
C008790,36.0,53.13,18,3,14.07,1.0,1,0,móvil,este,1905.13
C008791,49.0,32.52,11,3,7.74,4.0,0,0,móvil,sur,1074.85
C008792,33.0,49.58,16,2,11.91,2.0,0,0,móvil,oeste,912.54
C008793,46.0,25.23,10,0,8.19,3.0,0,0,móvil,este,0.0
C008794,33.0,51.0,12,1,18.57,3.0,0,0,móvil,sur,154.46
C008795,30.0,31.37,13,1,10.28,2.0,0,0,móvil,norte,137.93
C008796,30.0,27.93,13,2,8.07,4.0,0,0,móvil,este,257.07
C008797,32.0,32.76,13,2,7.49,4.0,0,0,móvil,norte,472.97
C008798,18.0,24.8,20,4,7.06,3.0,0,0,móvil,este,1214.0
C008799,28.0,40.96,9,1,9.25,2.0,0,0,tablet,este,163.47
C008800,22.0,34.96,14,2,7.57,1.0,0,0,móvil,oeste,481.63
C008801,45.0,39.28,8,1,10.7,3.0,0,1,escritorio,sur,240.73
C008802,30.0,40.8,10,2,9.45,3.0,0,0,móvil,norte,934.44
C008803,25.0,14.87,15,1,8.49,4.0,0,0,móvil,sur,458.26
C008804,36.0,30.91,13,2,15.88,4.0,0,0,móvil,norte,107.31
C008805,38.0,30.22,12,0,8.28,3.0,0,0,móvil,este,7.83
C008806,39.0,42.03,18,7,8.33,2.0,0,0,móvil,este,4490.19
C008807,24.0,47.18,12,2,14.57,4.0,1,0,móvil,este,0.0
C008808,34.0,21.62,12,1,9.66,3.0,0,0,móvil,norte,59.78
C008809,30.0,51.07,18,2,8.94,3.0,0,0,móvil,sur,621.23
C008810,53.0,38.17,20,2,10.81,3.0,1,1,móvil,oeste,356.55
C008811,55.0,53.29,10,2,12.96,4.0,1,0,móvil,este,1374.99
C008812,47.0,51.11,13,1,13.23,3.0,0,0,móvil,norte,425.05
C008813,35.0,28.73,12,0,7.0,2.0,0,0,móvil,oeste,129.5
C008814,43.0,29.08,18,4,13.58,3.0,0,0,móvil,este,1212.79
C008815,22.0,18.77,11,3,9.82,3.0,0,0,móvil,oeste,1123.48
C008816,46.0,58.96,13,0,12.77,4.0,0,0,móvil,oeste,29.74
C008817,46.0,64.45,11,0,8.5,3.0,0,0,móvil,sur,29.42
C008818,42.0,33.57,19,0,7.59,3.0,0,0,móvil,este,0.0
C008819,26.0,32.35,10,0,8.33,3.0,0,0,escritorio,este,0.0
C008820,41.0,42.03,16,5,14.1,4.0,0,0,móvil,oeste,2045.29
C008821,30.0,53.77,17,2,7.68,3.0,0,0,móvil,este,779.5
C008822,39.0,22.04,8,0,11.03,3.0,0,0,móvil,este,0.0
C008823,31.0,42.23,19,1,7.2,5.0,0,0,móvil,norte,384.74
C008824,33.0,37.11,10,0,7.17,3.0,0,0,móvil,sur,0.0
C008825,24.0,56.77,3,0,8.44,3.0,0,0,escritorio,norte,0.0
C008826,27.0,39.44,5,1,8.86,3.0,0,0,escritorio,este,0.0
C008827,21.0,29.01,13,0,11.97,2.0,0,0,escritorio,este,220.25
C008828,53.0,20.87,24,3,7.7,1.0,0,0,móvil,sur,690.97
C008829,40.0,54.72,7,0,8.43,3.0,0,0,tablet,norte,0.0
C008830,29.0,74.8,14,3,13.06,3.0,1,0,móvil,este,2310.25
C008831,34.0,25.13,13,1,7.14,2.0,0,0,móvil,norte,905.41
C008832,44.0,26.02,14,1,10.94,,0,0,móvil,norte,210.36
C008833,47.0,44.48,10,2,8.55,4.0,0,0,tablet,norte,660.44
C008834,21.0,28.58,7,0,8.73,2.0,0,1,escritorio,oeste,0.0
C008835,37.0,38.63,9,3,7.51,3.0,0,0,móvil,este,1437.94
C008836,28.0,45.89,8,0,8.7,4.0,0,0,móvil,este,0.0
C008837,33.0,25.95,11,2,10.24,2.0,1,0,móvil,sur,1532.55
C008838,39.0,49.33,11,0,7.6,2.0,0,0,móvil,norte,0.0
C008839,42.0,30.96,7,1,8.11,3.0,0,0,tablet,este,1272.41
C008840,38.0,26.52,13,2,9.5,3.0,0,0,móvil,este,1046.43
C008841,30.0,33.09,8,2,8.46,,0,0,escritorio,oeste,432.77
C008842,44.0,41.72,17,0,7.01,3.0,0,0,móvil,norte,398.25
C008843,26.0,15.0,27,4,6.95,4.0,0,0,móvil,este,643.73
C008844,42.0,33.01,15,3,14.91,4.0,0,0,móvil,oeste,1558.37
C008845,31.0,26.25,15,3,14.22,4.0,1,0,móvil,norte,2003.62
C008846,46.0,54.3,12,1,7.39,3.0,0,0,escritorio,oeste,12.66
C008847,18.0,39.75,22,4,10.6,3.0,0,0,móvil,este,2836.28
C008848,37.0,40.23,7,3,12.79,5.0,1,0,escritorio,norte,1237.23
C008849,38.0,29.17,15,2,7.29,3.0,0,0,móvil,sur,554.82
C008850,36.0,41.16,21,6,11.83,4.0,1,0,móvil,oeste,3060.57
C008851,18.0,63.37,12,2,12.05,2.0,0,0,móvil,sur,1428.41
C008852,25.0,46.84,11,4,11.32,4.0,0,0,tablet,este,2157.22
C008853,18.0,24.88,11,3,17.99,4.0,1,0,escritorio,norte,1083.02
C008854,43.0,58.84,12,3,16.92,2.0,0,0,móvil,norte,1545.55
C008855,29.0,40.54,9,1,9.31,4.0,0,0,móvil,oeste,550.85
C008856,29.0,36.53,8,4,13.82,4.0,1,1,escritorio,oeste,461.33
C008857,42.0,70.37,9,1,9.37,3.0,0,0,móvil,norte,377.28
C008858,41.0,44.56,11,3,16.47,3.0,1,0,móvil,norte,2011.42
C008859,40.0,38.38,15,3,7.62,3.0,0,1,móvil,norte,907.69
C008860,20.0,49.84,17,3,8.92,3.0,0,0,móvil,este,2781.79
C008861,39.0,62.89,10,1,9.71,2.0,0,0,escritorio,este,576.84
C008862,42.0,34.0,18,4,8.41,4.0,0,0,móvil,sur,1097.88
C008863,24.0,25.66,15,4,13.45,3.0,1,0,móvil,sur,830.61
C008864,37.0,37.21,10,3,9.77,3.0,0,0,móvil,oeste,1529.59
C008865,18.0,49.11,10,2,11.62,3.0,1,0,escritorio,norte,2109.62
C008866,18.0,38.26,12,3,10.65,3.0,0,0,escritorio,sur,1376.43
C008867,32.0,37.31,14,2,7.3,2.0,0,0,móvil,este,949.43
C008868,29.0,38.55,9,0,7.92,2.0,0,0,tablet,norte,100.85
C008869,47.0,35.81,14,0,9.5,1.0,0,0,móvil,este,32.74
C008870,40.0,57.74,11,1,9.79,3.0,0,0,móvil,este,591.78
C008871,31.0,46.06,16,4,19.29,3.0,1,0,móvil,sur,2648.27
C008872,36.0,35.5,20,5,11.54,4.0,1,0,móvil,norte,2873.77
C008873,29.0,29.81,16,0,8.03,2.0,0,0,escritorio,oeste,0.0
C008874,32.0,37.9,3,2,14.0,2.0,1,0,escritorio,este,1615.01
C008875,36.0,46.95,9,0,10.19,5.0,0,0,escritorio,norte,154.91
C008876,32.0,30.97,10,0,8.28,2.0,0,0,tablet,sur,197.41
C008877,32.0,28.34,23,5,10.87,4.0,0,0,móvil,este,2437.23
C008878,35.0,38.41,14,2,10.77,3.0,0,0,móvil,oeste,558.05
C008879,48.0,21.42,10,3,10.53,4.0,1,0,tablet,oeste,1708.77
C008880,,48.68,13,2,19.82,3.0,1,0,móvil,oeste,1076.46
C008881,18.0,61.1,12,0,14.83,3.0,0,0,escritorio,este,0.0
C008882,28.0,50.41,16,0,9.27,4.0,0,0,móvil,norte,0.0
C008883,46.0,54.14,7,1,9.99,3.0,0,0,tablet,norte,0.0
C008884,29.0,87.85,16,1,10.03,2.0,0,0,móvil,este,1214.12
C008885,30.0,47.08,16,1,9.15,3.0,0,0,escritorio,este,134.38
C008886,36.0,55.38,11,1,7.84,3.0,0,1,móvil,norte,486.02
C008887,29.0,18.63,15,1,12.9,3.0,0,0,escritorio,sur,0.0
C008888,28.0,44.14,7,0,10.25,3.0,0,0,escritorio,oeste,359.06
C008889,45.0,46.48,16,3,8.72,3.0,0,0,móvil,sur,492.21
C008890,50.0,35.37,8,4,9.67,4.0,0,0,tablet,oeste,2489.01
C008891,49.0,22.85,11,2,7.8,4.0,0,1,tablet,este,399.16
C008892,39.0,59.21,16,3,15.58,4.0,1,0,móvil,oeste,2097.7
C008893,60.0,48.66,17,1,8.41,2.0,0,0,móvil,este,0.0
C008894,42.0,52.64,15,2,8.94,4.0,0,0,móvil,sur,1223.71
C008895,18.0,19.2,12,2,9.59,3.0,0,0,móvil,sur,789.73
C008896,32.0,66.23,9,1,10.16,4.0,0,0,móvil,oeste,343.21
C008897,62.0,42.32,12,0,7.98,3.0,0,1,móvil,este,0.0
C008898,46.0,30.47,13,0,8.49,,0,0,escritorio,oeste,102.46
C008899,36.0,18.47,7,0,10.17,3.0,0,0,escritorio,sur,0.0
C008900,40.0,66.17,8,0,10.39,2.0,0,0,escritorio,norte,112.91
C008901,39.0,38.15,11,2,7.4,3.0,0,0,móvil,norte,958.83
C008902,32.0,38.48,14,2,20.27,2.0,1,0,móvil,sur,702.2
C008903,42.0,20.09,8,1,8.5,3.0,0,1,escritorio,sur,0.0
C008904,41.0,52.31,10,2,8.83,3.0,0,1,escritorio,norte,246.9
C008905,43.0,57.06,18,1,14.81,2.0,0,0,móvil,este,634.93
C008906,26.0,48.82,17,4,13.57,3.0,1,0,móvil,este,2783.63
C008907,55.0,27.97,8,1,11.13,1.0,1,0,escritorio,norte,676.08
C008908,47.0,29.93,18,3,12.33,4.0,1,1,móvil,norte,1556.55
C008909,33.0,39.37,10,2,8.96,2.0,0,0,escritorio,sur,1184.01
C008910,35.0,47.79,8,0,10.05,4.0,0,0,tablet,oeste,151.82
C008911,30.0,36.27,18,1,11.36,4.0,0,0,móvil,norte,347.16
C008912,45.0,30.77,17,4,8.78,4.0,0,0,móvil,sur,565.41
C008913,18.0,43.75,17,3,11.43,2.0,0,0,móvil,norte,1459.81
C008914,30.0,31.11,12,1,7.78,2.0,0,1,escritorio,este,156.81
C008915,40.0,22.82,12,1,11.58,3.0,1,0,escritorio,este,413.33
C008916,39.0,69.01,9,3,15.03,3.0,1,1,móvil,oeste,1278.15
C008917,45.0,28.71,14,1,11.15,3.0,0,0,tablet,este,260.01
C008918,38.0,44.11,5,0,7.96,1.0,0,0,tablet,norte,0.0
C008919,18.0,47.74,7,0,7.75,2.0,0,0,escritorio,sur,138.2
C008920,36.0,38.36,17,4,11.16,4.0,1,0,móvil,norte,2477.32
C008921,32.0,50.84,12,2,7.58,4.0,0,0,escritorio,sur,428.02
C008922,24.0,24.08,12,0,7.85,3.0,0,0,móvil,sur,111.2
C008923,23.0,21.65,10,2,12.34,3.0,1,1,móvil,sur,243.76
C008924,47.0,43.73,14,4,9.17,5.0,0,0,móvil,norte,1977.87
C008925,41.0,20.27,4,2,12.84,5.0,1,0,escritorio,este,1807.4
C008926,34.0,56.63,10,0,9.36,3.0,0,0,escritorio,norte,0.0
C008927,39.0,30.6,19,2,7.26,3.0,0,1,móvil,sur,389.73
C008928,19.0,34.49,8,0,8.68,3.0,0,0,escritorio,este,140.94
C008929,34.0,21.43,18,3,7.68,3.0,0,0,móvil,norte,0.0
C008930,45.0,50.2,14,3,18.15,3.0,1,0,móvil,este,980.09
C008931,40.0,34.04,17,2,14.23,3.0,1,0,móvil,norte,1787.7
C008932,43.0,67.76,18,3,11.75,3.0,0,1,móvil,oeste,535.68
C008933,37.0,57.47,17,3,8.73,3.0,0,0,móvil,este,1493.94
C008934,35.0,23.72,13,2,19.55,3.0,0,0,móvil,este,505.48
C008935,18.0,43.3,9,1,7.37,3.0,0,1,móvil,norte,455.23
C008936,38.0,35.47,12,2,8.53,3.0,0,0,móvil,sur,0.0
C008937,43.0,21.25,7,0,8.17,3.0,0,1,tablet,sur,125.57
C008938,45.0,36.67,12,2,12.9,3.0,1,0,móvil,norte,1072.88
C008939,30.0,51.48,12,1,13.49,2.0,1,0,escritorio,sur,1229.19
C008940,19.0,37.77,16,2,8.49,4.0,0,0,móvil,oeste,820.2
C008941,39.0,28.83,10,1,7.44,2.0,0,0,móvil,norte,72.06
C008942,53.0,54.29,9,1,8.9,3.0,0,0,tablet,oeste,431.58
C008943,50.0,35.49,18,3,10.77,3.0,0,1,móvil,oeste,421.37
C008944,22.0,63.27,11,3,15.54,4.0,0,0,móvil,norte,1454.69
C008945,45.0,25.39,17,2,12.53,3.0,0,0,móvil,este,937.11
C008946,32.0,23.74,20,2,15.18,2.0,0,0,móvil,norte,1106.96
C008947,18.0,30.15,15,4,6.99,4.0,0,0,móvil,sur,1010.64
C008948,34.0,46.5,8,3,12.2,4.0,1,0,escritorio,oeste,1055.67
C008949,40.0,35.9,14,0,6.97,3.0,0,1,móvil,oeste,314.86
C008950,30.0,28.47,10,3,6.39,2.0,0,1,móvil,norte,919.74
C008951,42.0,34.46,16,3,7.41,2.0,0,0,móvil,sur,731.59
C008952,40.0,13.63,11,3,14.82,2.0,1,0,móvil,este,2426.19
C008953,29.0,33.49,17,1,8.84,3.0,0,0,móvil,sur,0.0
C008954,43.0,34.98,17,4,12.39,4.0,1,0,móvil,este,3288.61
C008955,41.0,52.75,4,0,10.57,,0,0,tablet,norte,0.0
C008956,40.0,30.89,12,2,7.36,2.0,0,0,móvil,norte,753.79
C008957,33.0,50.57,10,2,10.11,2.0,0,0,tablet,norte,1516.95
C008958,47.0,21.46,12,1,9.73,3.0,0,0,tablet,norte,57.97
C008959,19.0,44.09,9,1,7.52,4.0,0,0,tablet,este,0.0
C008960,38.0,41.41,14,0,10.35,2.0,0,0,móvil,oeste,0.0
C008961,32.0,51.83,14,1,15.61,2.0,0,1,móvil,sur,0.0
C008962,31.0,32.08,19,3,12.32,2.0,1,1,móvil,norte,402.35
C008963,21.0,39.78,10,3,11.99,4.0,1,0,escritorio,sur,570.39
C008964,43.0,16.73,12,2,12.16,1.0,1,1,móvil,este,427.78
C008965,42.0,21.51,16,3,7.64,3.0,0,0,móvil,este,868.24
C008966,41.0,35.08,15,0,8.7,2.0,0,0,móvil,sur,287.98
C008967,27.0,38.43,12,3,12.36,3.0,0,0,móvil,este,997.05
C008968,19.0,41.77,14,1,10.2,,0,0,escritorio,este,604.03
C008969,26.0,19.85,6,0,7.71,4.0,0,0,móvil,sur,0.0
C008970,22.0,48.35,16,1,8.52,,0,0,móvil,oeste,511.54
C008971,50.0,37.08,10,1,8.64,,0,1,escritorio,sur,0.0
C008972,28.0,28.01,11,3,6.9,3.0,0,0,tablet,sur,407.56
C008973,38.0,28.83,17,0,7.72,2.0,0,0,móvil,oeste,0.0
C008974,33.0,44.3,10,2,7.35,4.0,0,1,móvil,oeste,317.52
C008975,36.0,47.72,11,0,8.65,3.0,0,0,escritorio,oeste,0.0
C008976,,16.38,17,1,9.46,3.0,0,0,móvil,norte,0.0
C008977,35.0,30.81,16,2,8.0,4.0,0,0,móvil,este,379.03
C008978,45.0,36.42,10,2,8.37,2.0,0,1,tablet,oeste,202.36
C008979,37.0,30.77,9,0,8.66,4.0,0,0,móvil,este,260.86
C008980,27.0,26.37,9,3,8.54,5.0,0,0,escritorio,sur,1106.58
C008981,18.0,51.22,16,0,10.55,1.0,0,0,móvil,este,0.0
C008982,42.0,43.76,12,6,14.26,3.0,1,0,móvil,sur,2995.46
C008983,45.0,33.74,15,4,13.14,3.0,1,0,móvil,oeste,4034.19
C008984,51.0,41.54,15,1,11.72,4.0,0,0,móvil,norte,254.79
C008985,44.0,24.91,19,1,6.46,4.0,0,0,móvil,oeste,401.52
C008986,37.0,41.57,11,3,19.65,4.0,1,0,móvil,sur,1678.89
C008987,38.0,51.79,15,1,8.18,4.0,0,0,móvil,sur,0.0
C008988,35.0,40.93,11,0,9.27,1.0,0,0,móvil,norte,1.25
C008989,31.0,36.81,20,5,10.07,3.0,0,0,móvil,oeste,2190.34
C008990,23.0,67.5,6,0,9.01,3.0,0,0,tablet,oeste,0.0
C008991,60.0,28.47,16,1,8.57,2.0,0,0,móvil,este,774.56
C008992,33.0,24.39,12,1,8.79,4.0,0,0,escritorio,norte,812.42
C008993,29.0,25.35,7,2,11.4,5.0,1,0,escritorio,este,1399.77
C008994,40.0,34.9,10,3,16.89,4.0,1,0,móvil,este,1426.19
C008995,37.0,22.62,14,2,9.97,,0,0,móvil,oeste,647.25
C008996,38.0,41.36,11,0,10.23,3.0,0,0,móvil,este,100.07
C008997,25.0,41.36,8,0,10.34,3.0,0,0,móvil,sur,0.0
C008998,41.0,66.47,13,5,10.91,3.0,0,0,móvil,oeste,2177.72
C008999,20.0,25.3,12,0,16.94,2.0,0,0,escritorio,norte,0.0
C009000,30.0,42.67,11,1,13.5,3.0,0,1,tablet,sur,0.0
C009001,31.0,24.64,8,1,7.49,4.0,0,0,tablet,este,0.0
C009002,39.0,34.7,13,1,10.47,2.0,0,1,móvil,norte,0.0
C009003,54.0,20.06,8,1,12.7,4.0,0,1,escritorio,sur,459.44
C009004,50.0,27.81,16,2,8.23,3.0,0,0,móvil,sur,721.57
C009005,26.0,39.04,13,2,16.96,4.0,1,0,móvil,este,1831.65
C009006,24.0,25.87,10,1,14.91,2.0,1,0,escritorio,norte,367.3
C009007,30.0,41.73,12,5,16.12,3.0,1,1,escritorio,sur,1140.21
C009008,26.0,46.41,7,1,8.77,2.0,0,0,móvil,este,149.29
C009009,34.0,40.48,6,4,11.36,2.0,1,0,escritorio,norte,2238.94
C009010,35.0,32.91,13,1,6.71,3.0,0,0,escritorio,norte,810.13
C009011,29.0,29.2,11,3,11.28,2.0,0,0,móvil,este,516.78
C009012,28.0,47.35,15,1,7.57,3.0,0,0,móvil,norte,596.74
C009013,30.0,46.49,11,1,8.86,4.0,0,0,escritorio,oeste,337.17
C009014,35.0,29.74,19,0,8.05,3.0,0,0,móvil,oeste,82.89
C009015,33.0,41.27,15,4,10.41,2.0,0,1,tablet,norte,621.27
C009016,43.0,31.13,20,3,8.75,3.0,0,0,móvil,este,1506.6
C009017,34.0,27.52,10,2,7.87,3.0,0,1,tablet,este,4.8
C009018,54.0,30.62,8,1,18.67,2.0,1,0,móvil,oeste,119.64
C009019,39.0,49.25,9,2,9.85,3.0,0,0,escritorio,este,927.08
C009020,41.0,22.43,19,2,8.8,4.0,0,1,móvil,este,345.36
C009021,30.0,51.02,14,2,8.21,3.0,0,0,móvil,este,750.26
C009022,30.0,13.95,15,5,7.59,3.0,0,1,móvil,sur,835.71
