order_item_id,order_id,order_date,customer_id,product_id,channel_id,quantity,unit_price,discount_pct,revenue,cost,profit,delivery_days,returned,rating,signup_date,segment,age_group,region,country,city,category,subcategory,brand,product_name,channel,campaign,device,profit_margin,delivery_class,ticket_band
8338,504193,2024-12-01,100823,2031,11,3,45.99,0.0,137.97,73.45,64.52,2,0,3.8,2024-01-01,Básico,25-34,Centroamérica,El Salvador,San Salvador,Hogar,Organización,Orion,Organización Orion 134,Afiliados,Always-on,Desktop,0.4676,Rápido (<=3d),Alto
8339,504193,2024-12-01,100823,2042,11,1,60.55,0.0,60.55,28.46,32.09,3,0,3.6,2024-01-01,Básico,25-34,Centroamérica,El Salvador,San Salvador,Moda,Accesorios,Nova,Accesorios Nova 341,Afiliados,Always-on,Desktop,0.53,Rápido (<=3d),Medio
8340,504194,2026-01-10,101813,2048,10,3,88.54,0.0,265.62,177.79,87.83,3,0,4.0,2023-09-11,Plus,45-54,Andina,Ecuador,Guayaquil,Deportes,Ciclismo,Pacífico,Ciclismo Pacífico 875,Email,Influencers,Desktop,0.3307,Rápido (<=3d),Muy alto
8341,504194,2026-01-10,101813,2047,10,2,48.6,0.0,97.2,61.69,35.51,5,0,3.7,2023-09-11,Plus,45-54,Andina,Ecuador,Guayaquil,Hogar,Cocina,Pacífico,Cocina Pacífico 311,Email,Influencers,Desktop,0.3653,Normal (4-7d),Alto
8342,504195,2024-08-14,101848,2049,17,1,20.17,0.0,20.17,9.5,10.67,6,0,4.5,2023-02-12,Plus,25-34,Caribe,Panamá,Ciudad de Panamá,Libros,Ficción,Río,Ficción Río 258,Email,Seasonal,Desktop,0.529,Normal (4-7d),Bajo
8343,504195,2024-08-14,101848,2012,17,3,85.16,0.1,255.48,132.22,123.26,2,0,4.3,2023-02-12,Plus,25-34,Caribe,Panamá,Ciudad de Panamá,Deportes,Running,Andes,Running Andes 442,Email,Seasonal,Desktop,0.4825,Rápido (<=3d),Muy alto
8344,504195,2024-08-14,101848,2007,17,2,25.92,0.0,51.84,23.95,27.89,3,0,3.6,2023-02-12,Plus,25-34,Caribe,Panamá,Ciudad de Panamá,Libros,No ficción,CaliCo,No ficción CaliCo 479,Email,Seasonal,Desktop,0.538,Rápido (<=3d),Medio
8345,504196,2026-01-28,100688,2033,17,2,90.15,0.1,180.3,119.32,60.98,4,0,4.4,2024-06-23,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Gym,MxTech,Gym MxTech 870,Email,Seasonal,Desktop,0.3382,Normal (4-7d),Muy alto
8346,504196,2026-01-28,100688,2048,17,1,85.3,0.05,85.3,55.87,29.43,6,0,3.9,2024-06-23,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Ciclismo,Pacífico,Ciclismo Pacífico 875,Email,Seasonal,Desktop,0.345,Normal (4-7d),Alto
8347,504196,2026-01-28,100688,2004,17,1,30.01,0.0,30.01,16.27,13.74,5,0,4.1,2024-06-23,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Cocina,Andes,Cocina Andes 691,Email,Seasonal,Desktop,0.4578,Normal (4-7d),Medio
8348,504197,2025-05-28,100923,2024,16,1,164.62,0.0,164.62,124.65,39.97,4,0,3.5,2025-02-19,Básico,35-44,Pacífica,México,Monterrey,Tecnología,Teclados,Andes,Teclados Andes 625,Referidos,Always-on,Mobile,0.2428,Normal (4-7d),Muy alto
8349,504197,2025-05-28,100923,2040,16,3,59.11,0.0,177.33,97.83,79.5,1,0,3.7,2025-02-19,Básico,35-44,Pacífica,México,Monterrey,Hogar,Organización,Orion,Organización Orion 767,Referidos,Always-on,Mobile,0.4483,Rápido (<=3d),Muy alto
8350,504198,2026-01-29,101032,2035,18,2,17.0,0.15,34.0,16.26,17.74,3,0,4.3,2023-08-28,Básico,25-34,Pacífica,Chile,Valparaíso,Libros,Educación,LimaLab,Educación LimaLab 567,Afiliados,Seasonal,Desktop,0.5218,Rápido (<=3d),Medio
8351,504199,2025-04-28,101467,2042,18,1,63.71,0.0,63.71,28.25,35.46,5,0,4.4,2025-04-23,Básico,25-34,Andina,Perú,Arequipa,Moda,Accesorios,Nova,Accesorios Nova 341,Afiliados,Seasonal,Desktop,0.5566,Normal (4-7d),Medio
8352,504200,2025-10-08,100958,2043,10,2,18.07,0.03,36.14,14.74,21.4,1,0,3.4,2025-10-21,Premium,35-44,Pacífica,México,CDMX,Libros,No ficción,MxTech,No ficción MxTech 173,Email,Influencers,Desktop,0.5921,Rápido (<=3d),Medio
8353,504201,2025-01-22,100791,2057,10,1,20.98,0.0,20.98,10.5,10.48,2,0,4.4,2023-02-18,Básico,25-34,Caribe,Costa Rica,San José,Libros,No ficción,Pacífico,No ficción Pacífico 569,Email,Influencers,Desktop,0.4995,Rápido (<=3d),Bajo
8354,504201,2025-01-22,100791,2003,10,3,40.9,0.0,122.7,63.14,59.56,2,0,5.0,2023-02-18,Básico,25-34,Caribe,Costa Rica,San José,Libros,No ficción,Andes,No ficción Andes 294,Email,Influencers,Desktop,0.4854,Rápido (<=3d),Alto
8355,504201,2025-01-22,100791,2044,10,2,31.24,0.0,62.48,37.08,25.4,1,0,4.4,2023-02-18,Básico,25-34,Caribe,Costa Rica,San José,Deportes,Gym,LimaLab,Gym LimaLab 237,Email,Influencers,Desktop,0.4065,Rápido (<=3d),Medio
8356,504202,2024-12-31,101847,2038,14,3,61.18,0.05,183.54,105.83,77.71,2,0,4.2,2023-09-02,Plus,55+,Centroamérica,El Salvador,San Salvador,Hogar,Cocina,Orion,Cocina Orion 295,Afiliados,Seasonal,Mobile,0.4234,Rápido (<=3d),Muy alto
8357,504203,2024-07-22,100745,2052,16,2,180.15,0.03,360.3,254.91,105.39,3,0,3.3,2025-01-19,Premium,25-34,Pacífica,Chile,Santiago,Tecnología,Audífonos,Andes,Audífonos Andes 954,Referidos,Always-on,Mobile,0.2925,Rápido (<=3d),Muy alto
8358,504203,2024-07-22,100745,2054,16,1,68.83,0.03,68.83,39.88,28.95,4,0,3.7,2025-01-19,Premium,25-34,Pacífica,Chile,Santiago,Deportes,Outdoor,Nova,Outdoor Nova 122,Referidos,Always-on,Mobile,0.4206,Normal (4-7d),Medio
8359,504203,2024-07-22,100745,2013,16,3,93.73,0.03,281.19,189.53,91.66,3,0,4.2,2025-01-19,Premium,25-34,Pacífica,Chile,Santiago,Deportes,Ciclismo,Río,Ciclismo Río 503,Referidos,Always-on,Mobile,0.326,Rápido (<=3d),Muy alto
8360,504204,2024-06-15,100531,2045,20,1,92.7,0.1,92.7,55.74,36.96,3,0,3.2,2025-03-10,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Running,Pacífico,Running Pacífico 366,Búsqueda paga,Lanzamiento,Desktop,0.3987,Rápido (<=3d),Alto
8361,504204,2024-06-15,100531,2029,20,2,84.04,0.0,168.08,113.29,54.79,6,0,4.5,2025-03-10,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Cocina,LimaLab,Cocina LimaLab 631,Búsqueda paga,Lanzamiento,Desktop,0.326,Normal (4-7d),Muy alto
8362,504204,2024-06-15,100531,2036,20,1,95.06,0.0,95.06,54.86,40.2,4,0,4.7,2025-03-10,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Deportes,Outdoor,Río,Outdoor Río 286,Búsqueda paga,Lanzamiento,Desktop,0.4229,Normal (4-7d),Alto
8363,504205,2024-01-30,100653,2036,21,3,95.79,0.0,287.37,175.98,111.39,4,0,3.8,2024-12-27,Básico,18-24,Andina,Colombia,Barranquilla,Deportes,Outdoor,Río,Outdoor Río 286,Referidos,Lanzamiento,Desktop,0.3876,Normal (4-7d),Muy alto
8364,504205,2024-01-30,100653,2053,21,3,35.55,0.1,106.65,57.48,49.17,1,0,4.3,2024-12-27,Básico,18-24,Andina,Colombia,Barranquilla,Hogar,Organización,Andes,Organización Andes 454,Referidos,Lanzamiento,Desktop,0.461,Rápido (<=3d),Alto
8365,504206,2024-10-29,100666,2016,19,1,48.35,0.0,48.35,25.6,22.75,7,0,3.1,2023-03-05,Básico,25-34,Cono Sur,Argentina,Córdoba,Moda,Camisetas,Nova,Camisetas Nova 704,Email,Influencers,Desktop,0.4705,Normal (4-7d),Medio
8366,504206,2024-10-29,100666,2011,19,1,135.31,0.0,135.31,74.37,60.94,1,0,4.2,2023-03-05,Básico,25-34,Cono Sur,Argentina,Córdoba,Deportes,Running,MxTech,Running MxTech 833,Email,Influencers,Desktop,0.4504,Rápido (<=3d),Alto
8367,504207,2026-02-19,101110,2030,13,1,55.07,0.0,55.07,31.47,23.6,5,0,3.8,2023-07-22,Básico,25-34,Andina,Perú,Lima,Hogar,Organización,MxTech,Organización MxTech 167,Email,Retargeting,Desktop,0.4285,Normal (4-7d),Medio
8368,504208,2026-01-11,101320,2052,16,2,168.99,0.0,337.98,236.08,101.9,5,0,4.6,2024-02-09,Plus,18-24,Pacífica,Chile,Valparaíso,Tecnología,Audífonos,Andes,Audífonos Andes 954,Referidos,Always-on,Mobile,0.3015,Normal (4-7d),Muy alto
8369,504208,2026-01-11,101320,2053,16,1,42.2,0.0,42.2,31.2,11.0,4,0,4.4,2024-02-09,Plus,18-24,Pacífica,Chile,Valparaíso,Hogar,Organización,Andes,Organización Andes 454,Referidos,Always-on,Mobile,0.2607,Normal (4-7d),Medio
8370,504209,2025-06-29,100268,2002,11,2,87.22,0.0,174.44,97.38,77.06,8,0,4.8,2023-04-01,Básico,35-44,Andina,Colombia,Barranquilla,Moda,Jeans,Pacífico,Jeans Pacífico 642,Afiliados,Always-on,Desktop,0.4418,Lento (8-14d),Muy alto
8371,504209,2025-06-29,100268,2035,11,2,19.27,0.0,38.54,20.55,17.99,4,0,4.0,2023-04-01,Básico,35-44,Andina,Colombia,Barranquilla,Libros,Educación,LimaLab,Educación LimaLab 567,Afiliados,Always-on,Desktop,0.4668,Normal (4-7d),Medio
8372,504209,2025-06-29,100268,2010,11,3,28.79,0.0,86.37,47.03,39.34,9,0,3.6,2023-04-01,Básico,35-44,Andina,Colombia,Barranquilla,Libros,No ficción,Andes,No ficción Andes 524,Afiliados,Always-on,Desktop,0.4555,Lento (8-14d),Alto
8373,504210,2024-10-14,101773,2003,15,3,37.85,0.1,113.55,49.94,63.61,4,0,4.4,2025-02-17,Básico,45-54,Cono Sur,Argentina,Buenos Aires,Libros,No ficción,Andes,No ficción Andes 294,Orgánico,Seasonal,Mobile,0.5602,Normal (4-7d),Alto
8374,504210,2024-10-14,101773,2054,15,2,69.39,0.05,138.78,88.89,49.89,4,0,3.2,2025-02-17,Básico,45-54,Cono Sur,Argentina,Buenos Aires,Deportes,Outdoor,Nova,Outdoor Nova 122,Orgánico,Seasonal,Mobile,0.3595,Normal (4-7d),Alto
8375,504211,2025-02-15,100506,2027,11,2,66.03,0.0,132.06,74.8,57.26,4,0,3.3,2023-12-26,Plus,35-44,Caribe,República Dominicana,Santo Domingo,Deportes,Ciclismo,Pampa,Ciclismo Pampa 885,Afiliados,Always-on,Desktop,0.4336,Normal (4-7d),Alto
8376,504211,2025-02-15,100506,2050,11,3,31.89,0.0,95.67,58.67,37.0,2,0,4.4,2023-12-26,Plus,35-44,Caribe,República Dominicana,Santo Domingo,Hogar,Decoración,CaliCo,Decoración CaliCo 438,Afiliados,Always-on,Desktop,0.3867,Rápido (<=3d),Alto
8377,504211,2025-02-15,100506,2000,11,1,129.9,0.0,129.9,88.65,41.25,5,1,3.8,2023-12-26,Plus,35-44,Caribe,República Dominicana,Santo Domingo,Tecnología,Teclados,Pacífico,Teclados Pacífico 971,Afiliados,Always-on,Desktop,0.3176,Normal (4-7d),Alto
8378,504212,2025-08-20,100229,2008,21,2,64.93,0.1,129.86,63.8,66.06,2,0,3.3,2023-01-15,Plus,25-34,Andina,Colombia,Barranquilla,Moda,Jeans,CaliCo,Jeans CaliCo 318,Referidos,Lanzamiento,Desktop,0.5087,Rápido (<=3d),Alto
8379,504212,2025-08-20,100229,2041,21,2,64.17,0.0,128.34,65.07,63.27,4,0,4.5,2023-01-15,Plus,25-34,Andina,Colombia,Barranquilla,Moda,Accesorios,Pampa,Accesorios Pampa 189,Referidos,Lanzamiento,Desktop,0.493,Normal (4-7d),Alto
8380,504212,2025-08-20,100229,2054,21,3,68.8,0.05,206.4,128.49,77.91,3,0,3.4,2023-01-15,Plus,25-34,Andina,Colombia,Barranquilla,Deportes,Outdoor,Nova,Outdoor Nova 122,Referidos,Lanzamiento,Desktop,0.3775,Rápido (<=3d),Muy alto
8381,504213,2024-01-02,101336,2015,15,1,56.58,0.1,56.58,30.66,25.92,5,0,2.7,2025-07-10,Básico,25-34,Andina,Ecuador,Guayaquil,Hogar,Cocina,Río,Cocina Río 804,Orgánico,Seasonal,Mobile,0.4581,Normal (4-7d),Medio
8382,504213,2024-01-02,101336,2041,15,1,65.15,0.0,65.15,36.63,28.52,3,0,3.0,2025-07-10,Básico,25-34,Andina,Ecuador,Guayaquil,Moda,Accesorios,Pampa,Accesorios Pampa 189,Orgánico,Seasonal,Mobile,0.4378,Rápido (<=3d),Medio
8383,504214,2025-12-30,100419,2054,18,2,67.54,0.1,135.08,75.59,59.49,2,0,3.9,2025-09-04,Básico,18-24,Cono Sur,Argentina,Rosario,Deportes,Outdoor,Nova,Outdoor Nova 122,Afiliados,Seasonal,Desktop,0.4404,Rápido (<=3d),Alto
8384,504214,2025-12-30,100419,2029,18,2,75.11,0.05,150.22,103.3,46.92,2,0,4.5,2025-09-04,Básico,18-24,Cono Sur,Argentina,Rosario,Hogar,Cocina,LimaLab,Cocina LimaLab 631,Afiliados,Seasonal,Desktop,0.3123,Rápido (<=3d),Muy alto
8385,504215,2025-11-18,101500,2014,11,3,45.77,0.0,137.31,82.46,54.85,4,0,3.2,2025-01-24,Plus,35-44,Centroamérica,El Salvador,San Salvador,Hogar,Limpieza,Río,Limpieza Río 793,Afiliados,Always-on,Desktop,0.3995,Normal (4-7d),Alto
8386,504216,2026-02-05,101896,2051,21,2,47.79,0.13,95.58,50.65,44.93,5,0,3.9,2024-07-27,Premium,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Moda,Zapatos,CaliCo,Zapatos CaliCo 396,Referidos,Lanzamiento,Desktop,0.4701,Normal (4-7d),Alto
8387,504217,2024-03-15,101385,2028,16,3,37.08,0.0,111.24,59.14,52.1,8,0,4.1,2023-10-26,Básico,35-44,Andina,Ecuador,Quito,Libros,Ficción,Andes,Ficción Andes 955,Referidos,Always-on,Mobile,0.4684,Lento (8-14d),Alto
8388,504217,2024-03-15,101385,2001,16,1,49.59,0.0,49.59,33.79,15.8,3,0,3.7,2023-10-26,Básico,35-44,Andina,Ecuador,Quito,Hogar,Cocina,Pacífico,Cocina Pacífico 473,Referidos,Always-on,Mobile,0.3186,Rápido (<=3d),Medio
8389,504218,2026-01-18,101554,2035,10,1,19.7,0.0,19.7,8.86,10.84,2,0,4.2,2023-12-19,Básico,25-34,Andina,Perú,Cusco,Libros,Educación,LimaLab,Educación LimaLab 567,Email,Influencers,Desktop,0.5503,Rápido (<=3d),Bajo
8390,504219,2025-04-29,100989,2033,14,1,85.8,0.15,85.8,49.6,36.2,6,0,5.0,2025-05-26,Básico,35-44,Cono Sur,Paraguay,Asunción,Deportes,Gym,MxTech,Gym MxTech 870,Afiliados,Seasonal,Mobile,0.4219,Normal (4-7d),Alto
8391,504219,2025-04-29,100989,2052,14,2,168.59,0.05,337.18,240.26,96.92,6,0,3.8,2025-05-26,Básico,35-44,Cono Sur,Paraguay,Asunción,Tecnología,Audífonos,Andes,Audífonos Andes 954,Afiliados,Seasonal,Mobile,0.2874,Normal (4-7d),Muy alto
8392,504219,2025-04-29,100989,2035,14,1,17.6,0.05,17.6,8.32,9.28,5,0,3.4,2025-05-26,Básico,35-44,Cono Sur,Paraguay,Asunción,Libros,Educación,LimaLab,Educación LimaLab 567,Afiliados,Seasonal,Mobile,0.5273,Normal (4-7d),Bajo
8393,504220,2025-03-14,100692,2058,12,1,26.32,0.0,26.32,12.48,13.84,3,0,3.6,2026-02-24,Plus,35-44,Andina,Ecuador,Guayaquil,Libros,Ficción,MxTech,Ficción MxTech 758,Afiliados,Always-on,Mobile,0.5258,Rápido (<=3d),Bajo
8394,504220,2025-03-14,100692,2032,12,2,97.44,0.0,194.88,129.95,64.93,2,0,4.6,2026-02-24,Plus,35-44,Andina,Ecuador,Guayaquil,Deportes,Ciclismo,Nova,Ciclismo Nova 754,Afiliados,Always-on,Mobile,0.3332,Rápido (<=3d),Muy alto
8395,504220,2025-03-14,100692,2051,12,3,57.07,0.0,171.21,97.02,74.19,5,0,3.4,2026-02-24,Plus,35-44,Andina,Ecuador,Guayaquil,Moda,Zapatos,CaliCo,Zapatos CaliCo 396,Afiliados,Always-on,Mobile,0.4333,Normal (4-7d),Muy alto
8396,504221,2024-05-21,101226,2031,10,3,46.47,0.0,139.41,86.31,53.1,5,0,3.6,2023-02-05,Plus,18-24,Pacífica,Chile,Santiago,Hogar,Organización,Orion,Organización Orion 134,Email,Influencers,Desktop,0.3809,Normal (4-7d),Alto
8397,504221,2024-05-21,101226,2027,10,3,60.88,0.0,182.64,105.28,77.36,2,0,4.1,2023-02-05,Plus,18-24,Pacífica,Chile,Santiago,Deportes,Ciclismo,Pampa,Ciclismo Pampa 885,Email,Influencers,Desktop,0.4236,Rápido (<=3d),Muy alto
8398,504222,2025-01-23,100715,2057,10,1,20.08,0.0,20.08,9.82,10.26,4,0,4.2,2023-11-05,Plus,35-44,Andina,Perú,Lima,Libros,No ficción,Pacífico,No ficción Pacífico 569,Email,Influencers,Desktop,0.511,Normal (4-7d),Bajo
8399,504222,2025-01-23,100715,2004,10,2,30.18,0.0,60.36,28.57,31.79,7,0,3.4,2023-11-05,Plus,35-44,Andina,Perú,Lima,Hogar,Cocina,Andes,Cocina Andes 691,Email,Influencers,Desktop,0.5267,Normal (4-7d),Medio
8400,504222,2025-01-23,100715,2059,10,1,4.96,0.0,4.96,2.39,2.57,4,0,3.2,2023-11-05,Plus,35-44,Andina,Perú,Lima,Libros,Ficción,Orion,Ficción Orion 782,Email,Influencers,Desktop,0.5181,Normal (4-7d),Bajo
8401,504223,2024-10-14,101752,2003,18,1,43.31,0.0,43.31,17.15,26.16,4,0,3.7,2023-10-11,Plus,35-44,Cono Sur,Argentina,Córdoba,Libros,No ficción,Andes,No ficción Andes 294,Afiliados,Seasonal,Desktop,0.604,Normal (4-7d),Medio
8402,504223,2024-10-14,101752,2033,18,1,89.13,0.05,89.13,49.83,39.3,2,0,3.6,2023-10-11,Plus,35-44,Cono Sur,Argentina,Córdoba,Deportes,Gym,MxTech,Gym MxTech 870,Afiliados,Seasonal,Desktop,0.4409,Rápido (<=3d),Alto
8403,504223,2024-10-14,101752,2029,18,2,81.77,0.0,163.54,73.71,89.83,2,0,4.1,2023-10-11,Plus,35-44,Cono Sur,Argentina,Córdoba,Hogar,Cocina,LimaLab,Cocina LimaLab 631,Afiliados,Seasonal,Desktop,0.5493,Rápido (<=3d),Muy alto
8404,504224,2026-02-19,100939,2049,20,2,17.25,0.15,34.5,15.09,19.41,4,0,4.7,2024-12-05,Plus,45-54,Andina,Perú,Arequipa,Libros,Ficción,Río,Ficción Río 258,Búsqueda paga,Lanzamiento,Desktop,0.5626,Normal (4-7d),Medio
8405,504224,2026-02-19,100939,2019,20,2,262.58,0.1,525.16,385.56,139.6,2,0,4.8,2024-12-05,Plus,45-54,Andina,Perú,Arequipa,Tecnología,Teclados,LimaLab,Teclados LimaLab 547,Búsqueda paga,Lanzamiento,Desktop,0.2658,Rápido (<=3d),Muy alto
8406,504225,2024-09-25,100997,2055,17,2,56.11,0.05,112.22,59.94,52.28,5,0,3.3,2025-07-08,Plus,55+,Andina,Ecuador,Guayaquil,Deportes,Outdoor,Río,Outdoor Río 996,Email,Seasonal,Desktop,0.4659,Normal (4-7d),Alto
8407,504225,2024-09-25,100997,2057,17,3,19.77,0.1,59.31,31.12,28.19,4,0,2.9,2025-07-08,Plus,55+,Andina,Ecuador,Guayaquil,Libros,No ficción,Pacífico,No ficción Pacífico 569,Email,Seasonal,Desktop,0.4753,Normal (4-7d),Medio
8408,504226,2024-06-21,101347,2053,18,2,40.17,0.0,80.34,51.07,29.27,2,0,3.3,2025-07-28,Plus,55+,Caribe,Panamá,Ciudad de Panamá,Hogar,Organización,Andes,Organización Andes 454,Afiliados,Seasonal,Desktop,0.3643,Rápido (<=3d),Alto
8409,504226,2024-06-21,101347,2034,18,2,53.64,0.05,107.28,65.2,42.08,3,0,4.6,2025-07-28,Plus,55+,Caribe,Panamá,Ciudad de Panamá,Moda,Zapatos,MxTech,Zapatos MxTech 800,Afiliados,Seasonal,Desktop,0.3922,Rápido (<=3d),Alto
8410,504226,2024-06-21,101347,2043,18,2,16.57,0.15,33.14,13.61,19.53,6,0,3.0,2025-07-28,Plus,55+,Caribe,Panamá,Ciudad de Panamá,Libros,No ficción,MxTech,No ficción MxTech 173,Afiliados,Seasonal,Desktop,0.5893,Normal (4-7d),Medio
8411,504227,2026-01-17,100378,2036,10,3,89.28,0.03,267.84,162.18,105.66,4,0,3.9,2024-04-22,Premium,25-34,Caribe,República Dominicana,Santo Domingo,Deportes,Outdoor,Río,Outdoor Río 286,Email,Influencers,Desktop,0.3945,Normal (4-7d),Muy alto
8412,504228,2024-05-28,101122,2015,12,2,62.18,0.0,124.36,76.63,47.73,5,0,3.3,2025-05-11,Básico,35-44,Cono Sur,Uruguay,Montevideo,Hogar,Cocina,Río,Cocina Río 804,Afiliados,Always-on,Mobile,0.3838,Normal (4-7d),Alto
8413,504229,2025-12-15,101507,2003,10,3,43.19,0.0,129.57,69.57,60.0,5,0,4.7,2024-05-25,Plus,35-44,Caribe,República Dominicana,Santo Domingo,Libros,No ficción,Andes,No ficción Andes 294,Email,Influencers,Desktop,0.4631,Normal (4-7d),Alto
8414,504230,2026-01-30,101552,2047,21,2,41.41,0.15,82.82,52.16,30.66,6,0,3.3,2024-08-12,Plus,35-44,Caribe,Panamá,Ciudad de Panamá,Hogar,Cocina,Pacífico,Cocina Pacífico 311,Referidos,Lanzamiento,Desktop,0.3702,Normal (4-7d),Alto
8415,504231,2024-08-30,100449,2050,18,3,35.64,0.0,106.92,72.64,34.28,3,0,4.9,2023-07-11,Básico,45-54,Pacífica,México,Monterrey,Hogar,Decoración,CaliCo,Decoración CaliCo 438,Afiliados,Seasonal,Desktop,0.3206,Rápido (<=3d),Alto
8416,504231,2024-08-30,100449,2037,18,3,24.01,0.1,72.03,36.99,35.04,2,0,3.8,2023-07-11,Básico,45-54,Pacífica,México,Monterrey,Libros,Educación,Pacífico,Educación Pacífico 282,Afiliados,Seasonal,Desktop,0.4865,Rápido (<=3d),Medio
8417,504231,2024-08-30,100449,2048,18,2,82.06,0.05,164.12,96.24,67.88,5,0,5.0,2023-07-11,Básico,45-54,Pacífica,México,Monterrey,Deportes,Ciclismo,Pacífico,Ciclismo Pacífico 875,Afiliados,Seasonal,Desktop,0.4136,Normal (4-7d),Muy alto
8418,504232,2025-06-28,100108,2009,21,1,14.77,0.05,14.77,6.89,7.88,3,0,4.6,2023-02-24,Básico,45-54,Andina,Perú,Lima,Libros,Ficción,Orion,Ficción Orion 645,Referidos,Lanzamiento,Desktop,0.5335,Rápido (<=3d),Bajo
8419,504232,2025-06-28,100108,2027,21,2,60.84,0.0,121.68,75.08,46.6,1,0,5.0,2023-02-24,Básico,45-54,Andina,Perú,Lima,Deportes,Ciclismo,Pampa,Ciclismo Pampa 885,Referidos,Lanzamiento,Desktop,0.383,Rápido (<=3d),Alto
8420,504233,2025-09-21,100388,2008,20,2,65.83,0.1,131.66,81.83,49.83,7,1,3.9,2023-02-16,Básico,25-34,Andina,Perú,Lima,Moda,Jeans,CaliCo,Jeans CaliCo 318,Búsqueda paga,Lanzamiento,Desktop,0.3785,Normal (4-7d),Alto
8421,504233,2025-09-21,100388,2042,20,1,63.1,0.0,63.1,39.38,23.72,7,0,4.6,2023-02-16,Básico,25-34,Andina,Perú,Lima,Moda,Accesorios,Nova,Accesorios Nova 341,Búsqueda paga,Lanzamiento,Desktop,0.3759,Normal (4-7d),Medio
8422,504234,2025-02-27,101638,2027,12,2,65.55,0.0,131.1,78.5,52.6,4,0,3.5,2024-01-13,Básico,25-34,Andina,Colombia,Barranquilla,Deportes,Ciclismo,Pampa,Ciclismo Pampa 885,Afiliados,Always-on,Mobile,0.4012,Normal (4-7d),Alto
8423,504234,2025-02-27,101638,2006,12,3,28.55,0.0,85.65,43.07,42.58,6,0,4.0,2024-01-13,Básico,25-34,Andina,Colombia,Barranquilla,Hogar,Organización,Pampa,Organización Pampa 408,Afiliados,Always-on,Mobile,0.4971,Normal (4-7d),Alto
8424,504235,2025-07-04,100530,2053,16,1,40.63,0.0,40.63,23.61,17.02,6,0,5.0,2024-09-23,Básico,25-34,Centroamérica,Guatemala,Ciudad de Guatemala,Hogar,Organización,Andes,Organización Andes 454,Referidos,Always-on,Mobile,0.4189,Normal (4-7d),Medio
8425,504236,2024-04-14,100116,2056,17,3,20.08,0.1,60.24,31.07,29.17,2,0,4.1,2023-10-09,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Libros,No ficción,CaliCo,No ficción CaliCo 105,Email,Seasonal,Desktop,0.4842,Rápido (<=3d),Medio
8426,504236,2024-04-14,100116,2021,17,3,31.2,0.0,93.6,61.58,32.02,1,0,4.0,2023-10-09,Básico,18-24,Centroamérica,Guatemala,Ciudad de Guatemala,Moda,Zapatos,Nova,Zapatos Nova 642,Email,Seasonal,Desktop,0.3421,Rápido (<=3d),Alto
8427,504237,2025-02-11,101194,2028,18,1,34.52,0.1,34.52,19.79,14.73,4,1,3.2,2025-06-23,Básico,45-54,Cono Sur,Uruguay,Montevideo,Libros,Ficción,Andes,Ficción Andes 955,Afiliados,Seasonal,Desktop,0.4267,Normal (4-7d),Medio
8428,504237,2025-02-11,101194,2014,18,2,43.99,0.1,87.98,55.46,32.52,2,0,4.3,2025-06-23,Básico,45-54,Cono Sur,Uruguay,Montevideo,Hogar,Limpieza,Río,Limpieza Río 793,Afiliados,Seasonal,Desktop,0.3696,Rápido (<=3d),Alto
8429,504237,2025-02-11,101194,2023,18,3,151.87,0.1,455.61,324.06,131.55,4,0,3.4,2025-06-23,Básico,45-54,Cono Sur,Uruguay,Montevideo,Tecnología,Audífonos,MxTech,Audífonos MxTech 446,Afiliados,Seasonal,Desktop,0.2887,Normal (4-7d),Muy alto
8430,504238,2025-02-09,101761,2059,18,2,4.22,0.1,8.44,3.64,4.8,4,0,3.7,2024-04-19,Plus,45-54,Andina,Colombia,Barranquilla,Libros,Ficción,Orion,Ficción Orion 782,Afiliados,Seasonal,Desktop,0.5687,Normal (4-7d),Bajo
8431,504238,2025-02-09,101761,2012,18,3,91.43,0.1,274.29,171.85,102.44,5,0,2.8,2024-04-19,Plus,45-54,Andina,Colombia,Barranquilla,Deportes,Running,Andes,Running Andes 442,Afiliados,Seasonal,Desktop,0.3735,Normal (4-7d),Muy alto
8432,504239,2025-03-23,100448,2034,15,1,53.83,0.05,53.83,23.35,30.48,5,0,2.3,2023-10-25,Básico,45-54,Andina,Perú,Lima,Moda,Zapatos,MxTech,Zapatos MxTech 800,Orgánico,Seasonal,Mobile,0.5662,Normal (4-7d),Medio
8433,504239,2025-03-23,100448,2032,15,1,91.03,0.0,91.03,57.72,33.31,5,0,4.0,2023-10-25,Básico,45-54,Andina,Perú,Lima,Deportes,Ciclismo,Nova,Ciclismo Nova 754,Orgánico,Seasonal,Mobile,0.3659,Normal (4-7d),Alto
